spotify_track_id,title,artists,spotify_release_date,genres,is_hit,spotify_popularity,final_sentiment,duration_sec,tempo_bpm,rms_energy,spectral_centroid_mean,mfcc10_mean,mfcc10_std,mfcc11_mean,mfcc11_std,mfcc12_mean,mfcc12_std,mfcc13_mean,mfcc13_std,mfcc1_mean,mfcc1_std,mfcc2_mean,mfcc2_std,mfcc3_mean,mfcc3_std,mfcc4_mean,mfcc4_std,mfcc5_mean,mfcc5_std,mfcc6_mean,mfcc6_std,mfcc7_mean,mfcc7_std,mfcc8_mean,mfcc8_std,mfcc9_mean,mfcc9_std,zero_crossing_rate,spectral_rolloff,spectral_contrast_band1_mean,spectral_contrast_band2_mean,spectral_contrast_band3_mean,spectral_contrast_band4_mean,spectral_contrast_band5_mean,spectral_contrast_band6_mean,spectral_contrast_band7_mean,spectral_flatness_mean,beat_strength_mean,onset_rate,tempo_stability,chroma1_mean,chroma2_mean,chroma3_mean,chroma4_mean,chroma5_mean,chroma6_mean,chroma7_mean,chroma8_mean,chroma9_mean,chroma10_mean,chroma11_mean,chroma12_mean,tonnetz1_mean,tonnetz2_mean,tonnetz3_mean,tonnetz4_mean,tonnetz5_mean,tonnetz6_mean,harmonic_percussive_ratio,lyric_total_words,lexical_diversity,noun_count,verb_count,adj_count,lyrical_density,topic_prob_0,topic_prob_1,topic_prob_2,topic_prob_3,topic_prob_4,topic_prob_5,topic_prob_6,topic_prob_7,topic_prob_8,topic_prob_9,topic_prob_10,topic_prob_11,topic_prob_12,topic_prob_13,topic_prob_14,key_A#:maj,key_A#:min,key_A:maj,key_A:min,key_B:maj,key_B:min,key_C#:maj,key_C#:min,key_C:maj,key_C:min,key_D#:maj,key_D#:min,key_D:maj,key_D:min,key_E:maj,key_E:min,key_F#:maj,key_F#:min,key_F:maj,key_F:min,key_G#:maj,key_G#:min,key_G:maj,key_G:min,genre_Ballad,genre_Indie,genre_Pop,genre_Rap/Hip-hop,_final_sentiment_norm,sentiment_negative,sentiment_neutral,sentiment_positive,cluster_main,vibe
4NjYMfjV1bonlQxQFUjE4Y,Mot Dem Say (X),Thịnh Suy,2019-06-11,"Pop, Indie",1.0,54.0,positive,260.21,112.35,0.090987,1429.32,8.4123,13.2632,-0.7786,8.802,-1.5646,9.8758,-1.5147,11.9298,-257.9867,111.0473,127.8276,44.3298,8.0303,43.1729,10.3942,23.4192,21.2088,15.6993,-1.65,20.6813,5.4837,13.7796,8.0371,11.53,-9.3965,11.6743,0.061535,2825.15,18.31,19.58,21.85,21.17,22.15,23.94,47.82,0.036332,1.3224,2.64,0.9621,0.1401,0.2995,0.2637,0.1903,0.3429,0.205,0.2429,0.2226,0.3662,0.5484,0.2952,0.2093,0.2115,-0.1311,-0.2334,-0.0341,-0.0021,0.0677,3.052,225.0,0.28,78.0,65.0,16.0,0.8647,0.1150773260398155,0.3545685817454652,0.0166714643600052,0.0208464720271068,0.0409276145846661,0.0310900002628495,0.0147180045949963,0.0133719116215533,0.0758264512416994,0.0160820301265797,0.0306452614644623,0.0202404212209544,0.0447099551266385,0.056666379455057,0.014095639260905,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,positive,0.0,0.0,1.0,0,Kịch tính / Da diết
6yBZxIFktjqE96tL69cPdh,Giá Như Anh,JayKii,2019-06-11,"Pop, Indie",0.0,17.0,negative,264.64,99.38,0.12564,1809.71,5.9413,13.4719,-4.3011,10.6411,-1.8346,11.2152,-4.1601,10.6383,-186.7501,110.5405,113.9332,40.3847,16.8927,25.2041,13.7075,17.8267,5.899,16.2565,2.4476,14.7816,3.7446,11.6901,4.1356,11.6076,-10.8865,12.9856,0.065627,3860.49,19.62,18.72,21.6,21.11,20.34,22.03,50.39,0.009447,1.3088,1.77,0.9589,0.2624,0.2402,0.4178,0.2514,0.2528,0.1745,0.2476,0.3662,0.2725,0.4005,0.2777,0.3951,0.2875,0.0681,0.07,-0.0024,-0.0032,-0.0015,3.406,342.0,0.2924,122.0,92.0,22.0,1.2923,0.1401914949130779,0.1472682526785845,0.0148229958688231,0.0234798070179789,0.0908448270104253,0.0177778619650556,0.0183340545261479,0.0160065512122617,0.2720649670071215,0.016712748530254,0.0199823236969879,0.0132429382356932,0.0312629471758727,0.0390140289683237,0.010186928955595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,negative,1.0,0.0,0.0,0,Kịch tính / Da diết
6WNfkpMpbCYLpHjcXeZxpH,Từng Yêu,Phan Duy Anh,2019-06-12,"Ballad, Pop",1.0,31.0,neutral,304.5,123.05,0.105159,1539.24,-1.3525,12.1819,-7.5117,9.2067,-7.0644,8.9998,-3.6343,8.3329,-216.5828,118.8759,122.0941,35.528,20.3695,22.573,13.6073,19.1939,6.8137,13.0153,3.4883,12.0893,-4.5398,10.6335,-3.0378,10.0971,-11.1763,11.3211,0.067236,2974.32,20.04,18.22,23.31,22.17,21.46,19.3,48.15,0.009054,1.0951,2.06,0.9554,0.3766,0.2378,0.1983,0.3291,0.245,0.4302,0.2153,0.3142,0.3165,0.1924,0.285,0.2051,-0.2536,0.2637,-0.0326,0.0883,-0.0109,-0.0008,2.9255,420.0,0.2619,146.0,134.0,26.0,1.3793,0.1027948065353939,0.0558678071322891,0.007896433609348,0.0104300673656166,0.0184897486039675,0.0136383005020188,0.0063555211460868,0.0054494010880302,0.0459440935613242,0.0069278783489609,0.0135772781295807,0.0083618516084546,0.6062887436996719,0.0308643038130468,0.0059349338464844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,neutral,0.0,1.0,0.0,2,Sâu lắng / Thấu cảm
0QCTE0frCTH2w5INCPQG1E,Lấy Chồng Sớm Làm Gì,HuyR,2019-06-12,"Rap/Hip-hop, Pop",1.0,34.0,negative,279.05,112.35,0.134881,1574.76,1.2927,11.8722,-10.9426,10.8136,-12.1955,11.7587,-7.243,10.6156,-185.6548,113.0874,124.4307,40.2581,10.8305,26.6344,12.1998,17.6021,4.1333,14.2537,6.1334,12.5513,-2.4388,11.6169,-1.309,11.4839,-13.4026,13.5293,0.063841,3118.26,20.14,19.73,22.38,21.69,22.54,20.94,48.54,0.007009,1.2724,2.78,0.9529,0.1841,0.214,0.4159,0.1855,0.1421,0.1019,0.2387,0.4632,0.2643,0.3261,0.2063,0.2869,0.3127,0.0972,0.1695,-0.1435,0.0053,-0.0343,3.8491,486.0,0.4568,152.0,138.0,18.0,1.7416,0.1650147728124986,0.1446617561054651,0.0138072015221606,0.0183607002147728,0.0359808708379191,0.022220078855627,0.0121104260544196,0.0105440342274369,0.0877443345559196,0.0130282880616769,0.0252254092101317,0.0144881780495533,0.0523031037837295,0.2679524121332455,0.0102587287146642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,negative,1.0,0.0,0.0,0,Kịch tính / Da diết
4XMedAvVJz65j4L7h3bZje,Người Tình Nhỏ Bé,BigDaddy,2019-06-14,"Rap/Hip-hop, Pop",0.0,25.0,positive,232.8,123.05,0.251416,2222.8,4.6459,10.8737,-6.1248,12.0991,3.1547,10.3099,-3.8188,9.354,-88.856,82.8957,94.896,40.6145,24.1929,27.1354,16.8259,18.594,3.1026,14.2791,4.2653,16.1292,4.1069,13.4169,1.9595,13.6003,-2.0286,11.9291,0.074018,4970.35,21.8,17.26,19.88,19.41,18.55,18.94,47.14,0.024036,1.5884,3.28,0.9697,0.3421,0.3269,0.4394,0.3334,0.3998,0.326,0.3448,0.3372,0.3134,0.4298,0.3662,0.4515,0.1948,-0.0552,0.0747,0.0931,0.0027,-0.0194,2.2986,509.0,0.3654,176.0,157.0,39.0,2.1864,0.1109466900160318,0.3839078326404164,0.0147886909801106,0.0191617488092025,0.0370440285437715,0.0268687790166905,0.0122060006552511,0.0109036011906917,0.0729834594547769,0.0132947740703761,0.0276269520500117,0.0163369058261223,0.0488040595409964,0.0548203464127237,0.011390242565535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,positive,0.0,0.0,1.0,3,Tươi mới / Yêu đời
2IDRR7rOmD0Fk8IUC73MBX,CỚ SAO EM LẠI BUỒN,Huỳnh James,2019-06-14,"Rap/Hip-hop, Pop",0.0,10.0,negative,249.02,143.55,0.237125,2314.36,12.043,10.9625,-3.8282,8.7782,2.846,7.3335,-0.9569,7.4818,-58.8366,89.6141,90.3402,32.6854,1.6163,23.3711,24.743,18.1277,5.5467,14.5564,13.6096,12.5444,4.3391,13.8224,7.47,10.8637,-0.3988,10.6229,0.099039,4967.08,21.46,17.23,19.06,18.87,19.12,18.49,49.15,0.021654,1.6024,3.03,0.9759,0.3491,0.4438,0.363,0.4152,0.3579,0.3689,0.298,0.3885,0.5438,0.437,0.4383,0.2956,-0.1911,-0.0923,-0.0942,0.0316,0.002,-0.0203,2.3644,542.0,0.2841,150.0,163.0,26.0,2.1765,0.4248858758044457,0.0645104376450781,0.0151251879868074,0.0276261734572255,0.052807357337538,0.0161192930397462,0.0174586128403626,0.0135318180677963,0.13071653465402,0.0178034420079239,0.0187969290864383,0.0122363024277092,0.027391843197451,0.0259195093176094,0.0091502124157427,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,negative,1.0,0.0,0.0,4,Bình yên / Chữa lành
2h0UWuNXIX4TOuF8RX92pC,Ký Sự Ngọt Ngào,Kha,2019-06-20,"Rap/Hip-hop, Pop, Indie",0.0,24.0,neutral,270.01,99.38,0.117262,2405.18,3.137,16.0032,-7.2948,12.5443,-3.3001,11.8672,-3.8738,12.1325,-214.5269,129.0209,87.9281,57.4497,17.5214,33.3793,3.4228,25.3966,4.5878,22.1957,-1.3998,19.2248,-5.0467,16.2157,4.1573,17.3576,-6.8185,14.7513,0.105366,5028.53,20.1,18.7,21.65,22.58,20.63,19.89,47.96,0.035965,1.808,3.07,0.9809,0.4017,0.2993,0.3829,0.2864,0.3927,0.3123,0.3057,0.4617,0.3338,0.4129,0.3008,0.3794,0.151,0.0652,0.0213,0.0257,0.0184,0.0018,1.5537,353.0,0.3654,135.0,106.0,20.0,1.3074,0.1334452038911587,0.2967994044456227,0.0176278543465098,0.027686905893674,0.0885712454351124,0.0238555902904959,0.0211765307922382,0.0192342439645941,0.1359316694465666,0.0203373583071958,0.0260328547264215,0.0170968489325355,0.0377708141488692,0.0506912108520112,0.0127966224785009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,neutral,0.0,1.0,0.0,3,Tươi mới / Yêu đời
6rhPfrew3JeBBVL4iVMOAt,Hai Triệu Năm,Đen,2019-06-22,Rap/Hip-hop,1.0,46.0,neutral,217.22,103.36,0.235061,1786.05,-0.0232,12.3791,-7.4251,16.471,2.0659,10.6255,-0.9861,11.9795,-120.0497,84.0372,108.137,32.8399,4.9703,28.7472,32.5231,26.0602,0.5314,20.4511,11.9939,18.6534,0.505,14.4019,0.3068,14.1012,-4.7689,12.9245,0.064481,3806.58,24.49,16.56,20.81,19.58,18.88,19.4,48.74,0.010856,1.8855,3.77,0.9728,0.3557,0.47,0.3915,0.3002,0.3223,0.2981,0.313,0.3284,0.4631,0.503,0.3935,0.3397,0.1543,-0.02,-0.1598,-0.0518,-0.0283,0.0154,1.7967,679.0,0.3299,210.0,133.0,70.0,3.1259,0.046552857741305,0.0129824875580237,0.002531670342359,0.0044191842329021,0.0078138747176315,0.0029358874281157,0.002748562333407,0.002193693781925,0.020371343359274,0.0028088432283536,0.0036352890644406,0.0021280668488159,0.0054635578573719,0.0060176239640653,0.0016291857237173,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,neutral,0.0,1.0,0.0,1,Bùng nổ / Sôi động
1YadF8GKFvOCoxIiFLNmsq,A Line Without Hook (A Look Without Eyes),NAOMI,2019-06-25,"Rap/Hip-hop, Pop",0.0,15.0,positive,143.67,112.35,0.191822,1910.18,6.9847,11.2811,-5.6336,10.5206,-0.6557,9.4786,-7.5139,9.0024,-109.8027,76.6559,109.4973,37.7272,-14.8855,23.311,44.8241,23.2099,2.2362,19.89,6.4966,15.6593,0.1675,13.9535,-0.9518,12.0634,-8.6627,10.2769,0.084543,3983.68,22.24,16.39,20.74,18.75,19.38,21.71,51.83,0.012464,1.4052,2.97,0.9724,0.3381,0.3366,0.3042,0.2339,0.2226,0.2703,0.58,0.3608,0.321,0.4597,0.3795,0.4097,0.1992,-0.1444,0.1041,-0.1263,-0.044,0.0231,2.3082,240.0,0.5167,113.0,84.0,13.0,1.6705,0.0149057875351148,0.0138258674174088,0.0055901951604984,0.0041815681703443,0.0047049772815937,0.0159495567123404,0.002387137830485,0.002215285661893,0.0079418983722417,0.0028529786236965,0.0072975284919289,0.7847062553706183,0.0043452819954467,0.0036128387361822,0.0126997652572225,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,positive,0.0,0.0,1.0,3,Tươi mới / Yêu đời
5to8NQo36fNG9G3jcnc02L,Kiếp Ve Sầu,JayKii,2019-06-28,"Pop, Indie, Ballad",0.0,26.0,positive,267.44,136.0,0.099711,1688.18,0.3808,14.4689,-11.3591,10.6774,-7.3396,10.4951,-8.4098,9.9429,-247.5662,129.8418,98.4802,38.1805,30.1261,29.7848,21.5265,21.8464,6.1056,18.9435,-6.6471,15.5715,1.9657,15.8187,-5.1106,14.0909,-8.1721,12.2913,0.068207,3335.67,22.56,20.12,23.24,22.24,19.54,20.02,46.36,0.016198,1.1592,3.03,0.9444,0.2394,0.3393,0.2579,0.425,0.3167,0.1942,0.3414,0.2204,0.3167,0.1786,0.1835,0.2493,-0.1346,-0.3337,0.0186,0.0707,0.0216,0.0165,3.8189,330.0,0.3848,137.0,87.0,27.0,1.2339,0.11426410253476,0.0555258808588054,0.0095625712834168,0.0171218554366544,0.0804014570449628,0.0101199895287572,0.0137063429366465,0.011082600342238,0.3021257416434103,0.0118894879390407,0.0117481388210727,0.0077086742083815,0.0166589282892757,0.0175121140035025,0.0059713270629482,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,positive,0.0,0.0,1.0,2,Sâu lắng / Thấu cảm
096UMCLXOivCin5nS32vwN,Cao Ốc 20 (feat. Masew & KHÁNH),B Ray,2019-06-29,Rap/Hip-hop,0.0,26.0,negative,254.75,143.55,0.118512,1760.49,2.2776,11.27,-1.5741,10.1879,0.8626,9.2812,-3.9893,9.093,-183.971,130.8841,105.8981,41.5487,-10.97,24.3135,0.6425,23.3428,-3.7374,14.0422,-8.4428,13.1778,-9.4087,15.3538,-6.2351,12.5464,-8.5707,12.6254,0.080113,3463.7,20.06,17.03,20.78,19.84,20.43,19.47,46.75,0.051642,1.3704,3.67,0.9601,0.2052,0.3087,0.2321,0.3173,0.1878,0.3285,0.3663,0.2099,0.2887,0.2645,0.4593,0.2544,-0.209,-0.0453,-0.0104,-0.1388,0.0186,0.0002,1.9362,542.0,0.4151,165.0,152.0,28.0,2.1276,0.1440981051249115,0.0473263646739888,0.0081905426117051,0.0113831869037341,0.0277080334233612,0.0101975506050448,0.0082159029514299,0.0070360107595026,0.0773083084647942,0.0082713165708045,0.0111334347457643,0.0076523733186893,0.019374139440138,0.0245240291455472,0.0058029849973307,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,negative,1.0,0.0,0.0,4,Bình yên / Chữa lành
3KkVhVFBllRJqLtaUelIz9,Lái Máy Bay,Donald Gold,2019-07-01,Rap/Hip-hop,1.0,41.0,neutral,234.88,143.55,0.196867,2479.7,14.0278,12.7135,16.272,13.5355,2.8958,10.012,-4.5388,12.5835,-159.9783,104.7854,77.5042,51.0166,31.2019,34.529,23.5091,24.458,12.8796,17.758,9.6138,18.4467,1.0138,16.8547,11.3358,17.831,-2.5006,13.4819,0.091112,5081.62,24.04,15.32,18.97,19.0,20.17,18.25,49.18,0.024056,2.0867,4.51,0.9679,0.3098,0.3227,0.3093,0.3261,0.3902,0.3954,0.6537,0.5475,0.5656,0.5775,0.4586,0.3638,0.058,-0.1856,-0.0294,-0.2248,0.0287,0.1106,2.0658,717.0,0.3556,249.0,269.0,25.0,3.0526,2.3263773645377077e-307,1.9726654028657644e-307,6.4603015541741165e-308,6.434858481722918e-308,5.648434853596287e-308,1.0079902771993804e-307,2.4998279363924587e-308,2.2079231108703147e-308,9.872212886173194e-308,3.204220898613696e-308,1.0,5.557698813429092e-308,5.349561938408466e-308,4.747804390663069e-308,3.502662580623471e-308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,neutral,0.0,1.0,0.0,1,Bùng nổ / Sôi động
2o1k55DxOR8Odhrl54TrV9,Có Còn Ai Hơn Em,Anh Quân Idol,2019-07-01,"Pop, Indie",0.0,8.0,negative,312.87,152.0,0.233098,1840.42,-8.0393,11.0928,-7.9988,10.0991,-4.2669,9.5984,-7.2933,11.2213,-125.9355,103.9381,103.2547,30.7546,16.4515,18.0846,16.0444,16.8133,2.9939,12.3119,-0.2614,10.6792,-6.7434,11.5525,-5.5386,10.279,-10.1798,10.7842,0.061542,4101.7,18.92,20.45,23.88,21.72,20.83,20.21,46.37,0.006214,1.1101,2.17,0.9566,0.4153,0.2027,0.2824,0.1505,0.2191,0.1947,0.1715,0.3359,0.1697,0.1871,0.1377,0.3184,0.2441,0.2026,0.0998,0.0993,-0.0102,-0.0021,4.841,361.0,0.3657,130.0,95.0,35.0,1.1538,2.423618756094733e-307,2.3614214516344003e-307,2.3877465000936924e-308,3.547584828395861e-308,1.1344040051965957e-307,3.112957332552371e-308,2.74276383753787e-308,2.403541535414914e-308,1.0,2.5998299658601935e-308,3.2897248453324387e-308,2.29279929680803e-308,5.936438262427857e-308,7.436808360579537e-308,1.7495411209221675e-308,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,negative,1.0,0.0,0.0,2,Sâu lắng / Thấu cảm
5x5Vx0Musv3LSUKzjY73mA,Hãy Trao Cho Anh,Sơn Tùng M-TP,2019-07-02,"Rap/Hip-hop, Pop",1.0,54.0,positive,245.66,129.2,0.291228,2016.73,12.3374,11.5165,4.009,11.4436,6.4894,9.8468,-6.781,9.8746,-58.3751,80.5496,107.8374,35.0868,1.3159,25.4859,-2.1246,21.1714,3.3843,16.181,0.6201,15.122,-3.0741,13.2438,4.6353,13.0492,-2.6966,11.3917,0.075119,4295.58,22.15,14.67,18.46,19.18,19.14,18.55,50.34,0.014355,1.6995,4.1,0.9407,0.293,0.3066,0.2865,0.425,0.3267,0.5165,0.5193,0.3213,0.3503,0.3227,0.4462,0.3204,-0.1093,-0.0128,0.0337,-0.0425,-0.0126,0.0053,2.0503,657.0,0.3638,241.0,240.0,33.0,2.6744,0.0195321322347217,0.0163050381577304,0.0033155188421974,0.008823787540687,0.0138199862075026,0.0033553069541572,0.0066168387916675,0.005068554718295,0.0164523710620365,0.0061580687448651,0.0041179038536424,0.0026270702630073,0.004076600240079,0.0041467579768929,0.0021942339048355,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,positive,0.0,0.0,1.0,1,Bùng nổ / Sôi động
5rgAqbDPzTLOVrO82bOAVn,Thật Tuyệt Vời Khi Ở Bên Em,Andiez,2019-07-05,Pop,0.0,20.0,negative,312.29,117.45,0.22143,1500.93,6.0718,11.0531,-5.1469,9.1752,-1.8984,8.3589,-4.6886,8.4397,-116.7792,92.7564,130.0891,32.3596,5.9355,20.5955,19.1228,15.4469,8.7367,12.3314,-2.9973,11.5257,-5.0968,11.639,1.0627,11.5354,-6.5447,10.0856,0.059544,2969.78,22.0,17.63,21.48,20.74,19.92,19.08,48.17,0.006455,1.1411,2.34,0.952,0.2899,0.3156,0.2541,0.3165,0.3337,0.2867,0.4005,0.2752,0.2406,0.1832,0.308,0.4653,0.0109,-0.1884,0.1355,0.0219,0.0187,0.0022,3.1131,446.0,0.3274,113.0,115.0,21.0,1.4282,0.3520613991885478,0.1258301978408753,0.0192796832962237,0.0252479927987419,0.0586548904831263,0.0256510265225567,0.0175954811845099,0.0153427227594875,0.1552936980885105,0.0179741405355095,0.0278532956342369,0.0185919170549049,0.0524802887981802,0.0740489068577257,0.0140943589568627,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,negative,1.0,0.0,0.0,2,Sâu lắng / Thấu cảm
51osWwPloTaQ75ZPmHrnFh,Xin Đừng Cách Xa (feat. Ngọc Thúy),Châu Khải Phong,2019-07-09,"Ballad, Pop, Indie",0.0,11.0,negative,326.57,95.7,0.195454,1985.65,3.9153,11.9917,-8.1809,9.6612,-2.6586,8.7293,-3.8018,9.3024,-97.738,85.5545,105.0266,28.9503,2.8711,15.2352,18.5348,15.423,3.1294,11.8478,5.4197,10.423,0.8854,9.7124,3.0059,9.7382,-7.1568,10.0658,0.091482,4176.88,20.19,18.0,21.43,22.04,21.41,21.89,49.08,0.007343,1.153,2.5,0.9643,0.223,0.338,0.2673,0.191,0.3135,0.2085,0.3575,0.252,0.2374,0.3599,0.2433,0.4307,0.1972,-0.1806,0.0468,-0.0812,0.0116,-0.0017,3.2895,351.0,0.3105,108.0,94.0,12.0,1.0748,0.0519674681303969,0.018390250230615,0.0032746206165159,0.0052633228954885,0.0158089128484526,0.003864940429455,0.0043541090206897,0.0035937935493065,0.04844048987729,0.0039379218033833,0.004174433414021,0.0030058706497521,0.007118318046924,0.0074506913153209,0.0024450070066294,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,negative,1.0,0.0,0.0,0,Kịch tính / Da diết
2AVfTo9syH8lk72fPKVHSf,Người Thay Thế,Châu Khải Phong,2019-07-09,"Ballad, Pop, Indie",0.0,16.0,negative,305.5,69.84,0.213254,2353.91,1.0609,10.7403,1.0806,9.3484,1.0747,9.4602,0.5258,9.6057,-85.8373,101.3463,87.5704,32.8928,10.5932,19.664,18.5295,17.5797,6.0587,14.0835,9.9853,10.9639,2.4598,12.0381,-0.6463,9.8092,-7.4181,10.9046,0.101117,5111.25,20.02,16.8,20.53,20.26,20.49,19.82,47.39,0.032126,1.3308,2.99,0.9848,0.3394,0.2521,0.3642,0.2676,0.4038,0.3469,0.2466,0.3147,0.2817,0.4131,0.2579,0.2304,0.1483,0.1635,-0.0591,0.0498,-0.0082,0.0246,2.5525,323.0,0.3344,110.0,117.0,14.0,1.0573,0.4767519782700419,0.0926500103389111,0.0155514144901596,0.0217466090932886,0.0591566900120767,0.0184047224244167,0.0162752196596462,0.0141191771991383,0.1524484571351337,0.0158148766174618,0.0204854757991604,0.0139780145385643,0.0321952088096551,0.0394922295549657,0.0109299160573791,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,negative,1.0,0.0,0.0,0,Kịch tính / Da diết
3xTFYyKSI2HSbcB8pGUWUT,Không Thể Bên Em,Châu Khải Phong,2019-07-09,"Pop, Ballad, Indie",0.0,18.0,negative,261.65,112.35,0.214898,2199.42,1.8466,11.313,-9.2768,8.1831,-4.4827,8.8607,-0.1512,8.1234,-93.7504,105.3972,96.4878,33.1989,10.1174,19.7516,15.0487,18.5804,3.2345,12.13,2.2326,10.3171,-1.4012,10.1176,3.5225,8.2219,-9.8614,10.8595,0.09264,4779.92,18.82,17.67,22.3,21.36,20.34,19.19,48.36,0.024857,1.244,2.51,0.974,0.2544,0.207,0.2884,0.22,0.1827,0.2457,0.2198,0.2804,0.2465,0.3469,0.4014,0.2556,-0.0006,0.1452,-0.0014,-0.1103,0.0139,-0.0104,2.9682,318.0,0.2767,111.0,58.0,5.0,1.2154,0.0295624287542445,0.0182608173066937,0.0024359005574168,0.0036107703677997,0.0117832066157509,0.0029962225194191,0.0030737443913205,0.0026825221937539,0.0349846871455429,0.0028515434636453,0.0032349607134181,0.002357227465163,0.0051369696003327,0.0066374569484387,0.0018587693891853,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,negative,1.0,0.0,0.0,0,Kịch tính / Da diết
5fzzDprkfV8e0B98UN2QFk,Kiếp Tay Trắng,Châu Khải Phong,2019-07-09,"Pop, Ballad, Indie",0.0,7.0,negative,305.53,112.35,0.225106,2260.67,-2.3794,10.5739,-3.1508,8.7039,-0.4578,8.7019,-2.8816,9.5131,-70.7546,79.8693,94.05,31.2664,8.2679,18.3041,18.5253,15.8087,5.6508,14.0143,6.8382,10.5595,-1.4698,10.6678,-1.5621,10.0275,-8.7444,10.5464,0.0963,4971.73,20.25,17.03,20.79,20.82,20.44,19.72,47.95,0.02838,1.3,2.91,0.9725,0.3123,0.2273,0.3623,0.2184,0.3049,0.3522,0.2339,0.3077,0.2623,0.4268,0.216,0.1908,0.1774,0.1865,-0.0982,-0.0461,-0.0243,-0.0004,2.6633,373.0,0.2708,120.0,95.0,27.0,1.2208,0.4362350292607111,0.0990721611030976,0.0164864224499817,0.0232929796580015,0.0627095622220902,0.0195000852357968,0.017204452862087,0.0148651068449739,0.1677811261400729,0.0167579974596856,0.0218853772242465,0.0147271855124336,0.0347708123215821,0.0432318516948687,0.0114798500103702,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,negative,1.0,0.0,0.0,0,Kịch tính / Da diết
6ecwoQGHnOYvXVpRMr4lV0,Đã Đến Lúc Anh Phải Nói (feat. Vương Bảo Nam),Châu Khải Phong,2019-07-09,"Ballad, Pop, Indie",0.0,28.0,negative,280.95,117.45,0.203667,2255.28,1.0725,10.7571,-2.3561,9.0661,-3.8428,8.8842,-2.5026,7.5931,-98.3267,103.1966,90.0452,32.4332,10.5522,21.0169,24.5161,22.4008,5.7444,15.0295,4.6291,12.647,3.9992,11.9809,6.084,9.5691,-10.508,10.368,0.094457,4881.72,19.76,17.46,21.1,20.01,19.41,19.25,47.64,0.016311,1.2188,2.8,0.9724,0.4038,0.2481,0.3502,0.3049,0.2129,0.2988,0.2431,0.3882,0.2654,0.2646,0.3832,0.2879,-0.0861,0.2417,0.0837,-0.0011,0.0178,-0.0003,2.9319,306.0,0.2876,91.0,87.0,9.0,1.0892,1.0,1.2961951485538e-307,2.221135482268032e-308,2.8757323110318803e-308,6.7453672253356855e-308,2.8251870504644053e-308,2.0556428813795665e-308,1.7939081260631846e-308,1.6318589289279644e-307,2.084721044074363e-308,3.0809185826049634e-308,2.100705674849831e-308,5.132718542189977e-308,6.596000711369223e-308,1.6217506355699875e-308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,negative,1.0,0.0,0.0,2,Sâu lắng / Thấu cảm
