Date,Rank,Title,Artist,Featured_Artists,Days_On_Chart,Peak_Position,Peak_Count,Daily_Streams,Streams_Change,Seven_Day_Streams,Seven_Day_Change,Total_Streams,Source
2025-11-09,16,Mo,Vũ Cát Tường,,1140,4,0,75040,674,570997,-7376,38245741
2025-11-09,17,Chuyện Đôi Ta,Emcee L,Muộii (Starry Night),1439,2,7,71999,-2203,538249,5614,68659178
2025-11-09,18,Anh Đã Không Biết Cách Yêu Em,Quang Đăng Trần,,99,8,0,70014,-5289,537393,-7281,6207731
2025-11-09,19,Exit Sign,HIEUTHUHAI,marzuz,614,3,1,67338,-14814,570416,-15764,54643937
2025-11-09,20,Phép Màu,MAYDAYs,Minh Tốc & Lam,259,2,12,67048,-8934,543579,-23337,23102881
2025-11-09,21,Không Thể Say,HIEUTHUHAI,,936,7,0,65820,-2270,461570,-6089,57231175
2025-11-09,22,một đời,14 Casper,"Bon Nghiêm, buitruonglinh",588,10,0,64885,3794,481641,-2017,31193957
2025-11-09,23,DANCING IN THE DARK,SOOBIN,,242,3,8,64302,-2997,485238,-12833,21557384
2025-11-09,24,vạn vật như muốn ta bên nhau,RIO,,213,4,0,63456,-4758,490020,-11514,15049886
2025-11-09,25,Nói Dối,Ronboogz,,735,3,3,60742,8415,417042,-5705,28440988
2025-11-09,26,Vì Anh Đâu Có Biết,Madihu,Vũ.,1194,2,10,60138,15927,376186,-5761,57487216
2025-11-09,27,Buông Đôi Tay Nhau Ra,Sơn Tùng M-TP,,849,3,1,57820,-6731,395136,4190,24752196
2025-11-09,28,Lý Do Nào Để Quay Lại Với Nhau,PAR SG,New$oulZ,397,8,0,57683,-8632,441573,-13807,11652932
2025-11-09,29,TIẾC CHO EM,RHYDER,,24,7,0,55842,-4565,405373,5440,1408835
2025-11-09,30,PHÓNG ZÌN ZÌN,tlinh,Low G,417,4,0,55689,6840,347535,2568,34088536
2025-11-09,31,Nắng Ấm Trong Tim,Duongg,Dadeon,14,31,0,55375,12710,325242,14312,573658
2025-11-09,32,Nếu Ngày Ấy,SOOBIN,,318,26,0,55361,457,406111,-7006,10075086
2025-11-09,33,ANH LÀ THẰNG TỒI,Phùng Khánh Linh,,21,32,0,54659,4,371537,-6388,1013978
2025-11-09,34,Ngàn Năm Ánh Sáng,Đặng Vĩnh Thịnh,BMZ,95,5,0,54653,-5656,470156,-2508,6193268
2025-11-09,35,một bài hát không vui mấy - Extended Version,T.R.I,"Dangrangto, Donal",309,17,0,54307,-3216,374012,2684,16226389
2025-11-09,36,NGƯỜI NHƯ ANH XỨNG ĐÁNG CÔ ĐƠN,ANH TRAI SAY HI,"Vũ Cát Tường, Karik, Negav, Ngô Kiến Huy, Jey B",42,2,5,53111,-2378,459362,-9051,4264863
2025-11-09,37,KHÔNG ĐAU NỮA RỒI,EM XINH SAY HI,"52Hz, Orange, Châu Bùi, Mỹ Mỹ, Pháp Kiều",140,1,1,52720,-2234,467408,-21672,11659857
2025-11-09,38,Ngày Này Năm Ấy,Việt Anh,,93,11,0,50080,-3120,389607,-9724,5400862
2025-11-09,39,Bầu Trời Mới,Da LAB,Minh Tốc & Lam,403,6,0,50038,1469,328711,3074,28758940
2025-11-09,40,Thằng Điên,JustaTee,Phương Ly,1130,18,0,50011,15149,305038,-3062,34638519
2025-11-09,41,2AM,JustaTee,BigDaddy,1276,14,0,49814,-3258,340224,4446,35568758
2025-11-09,42,ĐOẠN KỊCH CÂM,ANH TRAI SAY HI,"CONGB, Negav, B Ray, CODYNAMVO, Pham Dinh Thai Ngan, Mỹ Mỹ",7,29,0,49655,2063,363551,49655,363551
2025-11-09,43,Mất Kết Nối,Dương Domic,,353,1,2,49506,-6956,396060,-15957,42046719
2025-11-09,44,Love is,Dangrangto,,380,7,0,49439,-1008,357728,-3773,23808133
2025-11-09,45,Có Đôi Điều,Shiki,,314,9,0,49413,-1010,350786,-1420,20951613
2025-11-09,46,giá như,SOOBIN,,578,9,0,48558,-7254,420206,-6050,27582541
2025-11-09,47,Nơi Này Có Anh,Sơn Tùng M-TP,,2127,7,0,48450,-5788,368079,-9342,32332384
2025-11-09,48,tâm trí lang thang,Ánh Sáng AZA,Negav,159,7,0,48114,5058,339403,-922,7682082
2025-11-09,49,Thức Giấc,Da LAB,,1580,1,16,47900,13131,307696,-7552,44139489
2025-11-09,50,Sinh Ra Đã Là Thứ Đối Lập Nhau,Emcee L,"Da LAB, Badbies",1515,16,0,47163,-7723,374944,-3476,52486919
2025-11-09,51,Không Yêu Em Thì Yêu Ai?,Vũ.,Low G,409,14,0,46880,-1158,331616,-9193,21723787
2025-11-09,52,vaicaunoicokhiennguoithaydoi,GREY D,tlinh,1239,1,6,46833,-518,369723,-11699,58279362
2025-11-09,54,Đừng Làm Trái Tim Anh Đau,Sơn Tùng M-TP,,520,1,20,46294,-435,296485,3262,50256484
2025-11-09,55,Giờ Thì,buitruonglinh,,329,10,0,46192,-1577,368574,-3485,18071135
2025-11-09,57,id 072019,W/N,,832,3,9,45019,-4277,342626,-2093,45194746
2025-11-09,58,Có Em,Madihu,Low G,1284,2,1,44956,-7398,359700,-20462,42417316
2025-11-09,59,Còn Gì Đẹp Hơn - Mưa Đỏ Original Soundtrack,Nguyễn Hùng,,104,1,1,44804,-1094,312866,-2743,7901961
2025-11-09,60,Vet Mua,Vũ Cát Tường,,549,37,0,44655,291,293306,-1851,14002288
2025-11-09,61,nếu lúc đó,tlinh,2pillz,984,1,17,44608,4423,277484,2785,59612971
2025-11-09,62,Tràn Bộ Nhớ,Dương Domic,,352,5,0,44570,-6378,339512,-11815,22909209
2025-11-09,63,10 Ngàn Năm,PC,,1244,25,0,43982,336,331442,-8179,32925767
2025-11-09,64,nhắn nhủ,Ronboogz,,696,9,0,43872,2643,311089,-7862,36807239
2025-11-09,65,Hẹn Gặp Em Dưới Ánh Trăng,MANBO,"HIEUTHUHAI, HURRYKNG",626,15,0,43645,895,279812,5246,29441436
2025-11-09,66,Hà Nội,Obito,"Shiki, VSTRA",488,11,0,42574,3822,278452,-1403,23082237
2025-11-09,67,Hư không,Kha,,668,18,0,42360,9374,272587,-5763,26133180
2025-11-09,68,Chịu Cách Mình Nói Thua,RHYDER,"Coolkid, BAN",719,4,0,41539,600,298498,-4825,51175756
2025-11-09,69,Đánh Đổi,Obito,"Shiki, RPT MCK",488,46,0,41405,3220,234859,9575,17543424
2025-11-09,70,Đường Tôi Chở Em Về,buitruonglinh,,1096,13,0,41186,-834,288209,731,18882493
2025-11-09,71,Thích Quá Rùi Nà,tlinh,Trung Trần,1878,30,0,41165,5889,244995,6229,39969465
2025-11-09,72,Đã Lỡ Yêu Em Nhiều,JustaTee,,953,59,0,40766,5444,276508,6397,15844425
2025-11-09,73,Tháng Năm,SOOBIN,,1068,5,0,40659,-1943,294930,2486,19904969
2025-11-09,74,ĐỢI,52Hz,"WEAN, RIO",476,40,0,40044,1249,247420,-3283,15423149
2025-11-09,75,dự báo thời tiết hôm nay mưa,GREY D,,1083,5,0,39730,-5029,303190,809,35596795
2025-11-09,76,Ghé Qua,PC,"Dick, tofutns",454,44,0,39179,3474,281042,4012,13698236
2025-11-09,77,HƠN LÀ BẠN,ANH TRAI SAY HI,"Ngô Kiến Huy, Vũ Cát Tường, Karik, VƯƠNG BÌNH, Sơn.K, Min",6,73,0,39112,5957,218457,39112,218457
2025-11-09,78,Em Không Cần,Hannie,,16,67,0,39086,-2373,265299,3330,594047
2025-11-09,79,Bước Qua Mùa Cô Đơn,Vũ.,,1689,1,8,38820,-1208,295860,-5945,37185098
2025-11-09,80,Kịch Bản,Táo,Hoàng Yến Chibi,15,38,0,38559,-4289,294020,-8417,647821
2025-11-09,81,1000 Ánh Mắt,Shiki,Obito,500,8,0,38429,-3518,300266,-2790,24200155
2025-11-09,82,Muộn Rồi Mà Sao Còn,Sơn Tùng M-TP,,1656,1,33,38102,746,235317,4236,49244172
2025-11-09,83,Cơn Mưa Cuối,JustaTee,Binz,12,83,0,38003,11733,176422,12440,320911
2025-11-09,84,Chúng Ta Của Hiện Tại,Sơn Tùng M-TP,,1786,1,81,37172,-4030,276867,-2619,58334659
2025-11-09,85,Người Bình Thường,Vũ Cát Tường,,245,43,0,36831,1706,255294,4784,7348657
2025-11-09,86,Nếu Biết Đó Là Lần Cuối,Đức Trường,BMZ,81,67,0,36368,-3607,268672,-6638,2258967
2025-11-09,87,Vùng An Toàn,B Ray,V#,125,3,8,36259,-1600,282831,-5872,7686562
2025-11-09,88,Lạ Lùng,Vũ.,,2747,12,0,36231,-9905,313354,-9292,40486744
2025-11-09,89,Cho Mình Em,Binz,Đen,711,27,0,35864,-967,247403,3069,9292414
2025-11-09,90,Nếu Những Tiếc Nuối,Vũ.,,200,34,0,35805,1835,256436,-2759,7240373
2025-11-09,91,Lễ Đường,Kai Đinh,,243,3,12,35721,-2049,258858,-470,15034873
2025-11-09,92,Xin Đừng Lặng Im,SOOBIN,,167,33,0,35543,-5223,279527,-1496,5981633
2025-11-09,93,Sài Gòn Hôm Nay Mưa,JSOL,Hoàng Duyên,1625,2,7,35064,-3761,267100,-6184,46904949
2025-11-09,94,MOIEM,Dangrangto,DONAL,367,22,0,34645,-5434,259950,-8637,15075078
2025-11-09,95,Bạn Đời,Karik,GDucky,767,5,0,34600,-3555,255840,-1097,34252464
2025-11-09,96,tình yêu chậm trễ,MONSTAR,,1047,39,0,34429,-4104,276221,-4026,29195308
2025-11-09,97,Anh Muốn Nhìn Thấy Em,The Wind,Dangrangto,330,51,0,34121,306,266350,-3853,10475497
2025-11-09,98,Dù Cho Mai Về Sau,buitruonglinh,,1678,9,0,33806,606,232430,-5810,33158072
2025-11-09,99,Love Game,Low G,tlinh,59,3,2,33562,-2529,273962,-15097,3584763
2025-11-09,100,Sau Cơn Mưa,CoolKid,RHYDER,799,7,0,33206,-8146,286419,-5662,51081055
