Date,Rank,Title,Artist,Featured_artists,Source
2025-11-08,25,Love Game,Low G,tlinh,APPLE_MUSIC
2025-11-08,26,CỜ NGƯỜI,Phùng Khánh Linh,,APPLE_MUSIC
2025-11-08,27,Tháng Năm,SOOBIN,,APPLE_MUSIC
2025-11-08,28,phải viết bao nhiêu bản tình ca,MIN,,APPLE_MUSIC
2025-11-08,29,Anh Nhớ Ra (feat. TRANG),Vũ.,,APPLE_MUSIC
2025-11-08,30,Panorama,Richie D. ICY,Obito,APPLE_MUSIC
2025-11-08,31,Hà Nội,Obito,"Shiki, VSTRA",APPLE_MUSIC
2025-11-08,32,LOSER,MIN,Chillies,APPLE_MUSIC
2025-11-08,33,Nếu Những Tiếc Nuối,Vũ.,,APPLE_MUSIC
2025-11-08,34,TÂM SỰ VỚI ĐÊM MỘT MÌNH,Phùng Khánh Linh,,APPLE_MUSIC
2025-11-08,35,Anh Đã Không Biết Cách Yêu Em,Quang Đăng Trần,,APPLE_MUSIC
2025-11-08,36,PHÓNG ZÌN ZÌN,tlinh,Low G,APPLE_MUSIC
2025-11-08,37,LINH CẢM,Phùng Khánh Linh,,APPLE_MUSIC
2025-11-08,38,Còn Gì Đẹp Hơn (Mưa Đỏ Original Soundtrack),Nguyễn Hùng,,APPLE_MUSIC
2025-11-08,39,"(từng là) Boyfriend, Girlfriend",MIN,,APPLE_MUSIC
2025-11-08,40,đưa em về nhàa,GREY D,Chillies,APPLE_MUSIC
2025-11-08,41,ĐOẠN KỊCH CÂM,ANH TRAI SAY HI,"CONGB, Negav, B Ray, CODYNAMVO, Phạm Đình Thái Ngân, Mỹ Mỹ",APPLE_MUSIC
2025-11-08,42,giá như,SOOBIN,,APPLE_MUSIC
2025-11-08,43,DANCING IN THE DARK,SOOBIN,,APPLE_MUSIC
2025-11-08,44,Có Đôi Điều,Shiki,,APPLE_MUSIC
2025-11-08,45,vaicaunoicokhiennguoithaydoi,GREY D,tlinh,APPLE_MUSIC
2025-11-08,46,NOLOVENOLIFE,HIEUTHUHAI,,APPLE_MUSIC
2025-11-08,47,Ngày Này Năm Ấy,Viet Anh,,APPLE_MUSIC
2025-11-08,48,Không Thời Gian,Dương Domic,,APPLE_MUSIC
2025-11-08,49,Anh Đã Quen Với Cô Đơn,SOOBIN,,APPLE_MUSIC
2025-11-08,50,Thanh Xuân,Da LAB,,APPLE_MUSIC
2025-11-08,51,Kho Báu,STRONG,,APPLE_MUSIC
2025-11-08,52,nếu lúc đó,tlinh,2pillz,APPLE_MUSIC
2025-11-08,53,Lạ Lùng,Vũ.,,APPLE_MUSIC
2025-11-08,54,ÁM ẢNH VỀ ANH,Phùng Khánh Linh,,APPLE_MUSIC
2025-11-08,55,ĐIỀU EM KHÔNG MUỐN,Phùng Khánh Linh,,APPLE_MUSIC
2025-11-08,56,Yêu 5,Rhymastic,,APPLE_MUSIC
2025-11-08,57,Điều Em Khó Nói,MIN,,APPLE_MUSIC
2025-11-08,58,Thằng Điên,JustaTee,Phương Ly,APPLE_MUSIC
2025-11-08,60,Chăm Hoa,MONO,,APPLE_MUSIC
2025-11-08,62,Từng Quen,Wren Evans,itsnk,APPLE_MUSIC
2025-11-08,63,Wrong Times,Puppy,Dangrangto,APPLE_MUSIC
2025-11-08,64,Đánh Đổi,Obito,"Shiki, RPT MCK",APPLE_MUSIC
2025-11-08,65,Nàng Thơ,Hoàng Dũng,,APPLE_MUSIC
2025-11-08,66,1000 Ánh Mắt,Shiki,Obito,APPLE_MUSIC
2025-11-08,68,Bước Qua Mùa Cô Đơn,Vũ.,,APPLE_MUSIC
2025-11-08,69,HÃY NÓI ANH SAI RỒI,Phùng Khánh Linh,,APPLE_MUSIC
2025-11-08,70,KHÓC BLÓCK,Phùng Khánh Linh,,APPLE_MUSIC
2025-11-08,71,Đoạn Kết Mới,Hoàng Dũng,,APPLE_MUSIC
2025-11-08,74,dự báo thời tiết hôm nay mưa,GREY D,,APPLE_MUSIC
2025-11-08,75,Những Lời Hứa Bỏ Quên,Vũ.,Dear Jane,APPLE_MUSIC
2025-11-08,76,Feel At Home,B Ray,,APPLE_MUSIC
2025-11-08,77,Nhiều Hơn,Low G,,APPLE_MUSIC
2025-11-08,79,GRIEF IS THE PRICE YOU PAY FOR LOVE,Phùng Khánh Linh,,APPLE_MUSIC
2025-11-08,80,Exit Sign,HIEUTHUHAI,marzuz,APPLE_MUSIC
2025-11-08,83,Giữ Anh Cho Ngày Hôm Qua,Hoàng Dũng,"Rhymastic, LELAREC",APPLE_MUSIC
2025-11-08,85,The Playah (Special Performance),SOOBIN,,APPLE_MUSIC
2025-11-08,86,Nước Mắt Cá Sấu,HIEUTHUHAI,,APPLE_MUSIC
2025-11-08,87,GÃ SĂN CÁ,EM XINH SAY HI,"Lâm Bảo Ngọc, Quỳnh Anh Shyn, MAIQUINN, Saabirose, Quang Hùng MasterD",APPLE_MUSIC
2025-11-08,88,Chìm Sâu (feat. Trung Trần),RPT MCK,,APPLE_MUSIC
2025-11-08,89,Giờ Thì,buitruonglinh,,APPLE_MUSIC
2025-11-08,90,Vài Lần Đón Đưa,SOOBIN,SpaceSpeakers,APPLE_MUSIC
2025-11-08,91,vết thương,Fishy,,APPLE_MUSIC
2025-11-08,92,HƠN LÀ BẠN,ANH TRAI SAY HI,"Ngô Kiến Huy, Vũ Cát Tường, Karik, VƯƠNG BÌNH, Sơn.K, MIN",APPLE_MUSIC
2025-11-08,93,Mùa Mưa Ấy,Vũ.,,APPLE_MUSIC
2025-11-08,94,Chúng Ta Của Hiện Tại,Sơn Tùng M-TP,,APPLE_MUSIC
2025-11-08,95,Anh Đã Ổn Hơn,RPT MCK,,APPLE_MUSIC
2025-11-08,96,Tình Nhân Ơi,Orange,Binz,APPLE_MUSIC
2025-11-08,97,CỨ ĐỔ TẠI CƠN MƯA,EM XINH SAY HI,"Phương Ly, Orange, Châu Bùi, 52Hz, Vũ Thảo My",APPLE_MUSIC
2025-11-08,98,Love My Friend,Shayda,,APPLE_MUSIC
2025-11-08,100,NGƯỜI YÊU CHƯA SINH RA,ANH TRAI SAY HI,"OgeNus, BigDaddy, Phúc Du, Hustlang Robber, Dillan Hoàng Phan",APPLE_MUSIC
2025-11-09,1,chẳng phải tình đầu sao đau đến thế,MIN,"Dangrangto, antransax",APPLE_MUSIC
2025-11-09,2,Em,Binz,,APPLE_MUSIC
2025-11-09,4,In Love,Low G,JustaTee,APPLE_MUSIC
2025-11-09,5,ANH LÀ THẰNG TỒI,Phùng Khánh Linh,,APPLE_MUSIC
2025-11-09,6,Không Buông,Hngle,Ari,APPLE_MUSIC
2025-11-09,8,EM ĐAU,Phùng Khánh Linh,Thành Luke,APPLE_MUSIC
2025-11-09,9,Quá Muộn,MIN,,APPLE_MUSIC
2025-11-09,10,Kho Báu (with Rhymastic),STRONG,Rhymastic,APPLE_MUSIC
2025-11-09,11,KHÔNG ĐAU NỮA RỒI,52Hz,"Orange, Châu Bùi, Mỹ Mỹ, Pháp Kiều",APPLE_MUSIC
2025-11-09,12,Chế Độ Im Lặng,MIN,,APPLE_MUSIC
2025-11-09,13,Bình Yên,Vũ.,Binz,APPLE_MUSIC
2025-11-09,14,Người Đầu Tiên,Juky San,buitruonglinh,APPLE_MUSIC
2025-11-09,15,Vùng An Toàn (feat. V#),B Ray,,APPLE_MUSIC
2025-11-09,16,Phép Màu (feat. Minh Tốc & Lam) [Đàn Cá Gỗ Original Soundtrack],MAYDAYs,,APPLE_MUSIC
2025-11-09,17,Đừng Làm Trái Tim Anh Đau,Sơn Tùng M-TP,,APPLE_MUSIC
2025-11-09,18,Có Em Là Nhà,MIN,,APPLE_MUSIC
2025-11-09,19,NGƯỜI ĐẦU TIÊN,Juky San,,APPLE_MUSIC
2025-11-09,20,NGƯỜI NHƯ ANH XỨNG ĐÁNG CÔ ĐƠN,ANH TRAI SAY HI,"Vũ Cát Tường, Karik, Negav, Ngô Kiến Huy, Jey B",APPLE_MUSIC
2025-11-09,21,Mất Kết Nối,Dương Domic,,APPLE_MUSIC
2025-11-09,22,Không Thể Say,HIEUTHUHAI,,APPLE_MUSIC
2025-11-09,23,Love Game,Low G,tlinh,APPLE_MUSIC
2025-11-09,24,Tháng Năm,SOOBIN,,APPLE_MUSIC
2025-11-09,25,ƯỚC ANH TAN NÁT CON TIM,Phùng Khánh Linh,,APPLE_MUSIC
2025-11-09,26,HIỆN THỰC PHŨ PHÀNG,Phùng Khánh Linh,,APPLE_MUSIC
2025-11-09,27,phải viết bao nhiêu bản tình ca,MIN,,APPLE_MUSIC
2025-11-09,28,CỜ NGƯỜI,Phùng Khánh Linh,,APPLE_MUSIC
2025-11-09,29,Anh Nhớ Ra (feat. TRANG),Vũ.,,APPLE_MUSIC
2025-11-09,30,Panorama,Richie D. ICY,Obito,APPLE_MUSIC
2025-11-09,31,Hà Nội,Obito,"Shiki, VSTRA",APPLE_MUSIC
2025-11-09,32,DANCING IN THE DARK,SOOBIN,,APPLE_MUSIC
2025-11-09,33,LOSER,MIN,Chillies,APPLE_MUSIC
2025-11-09,34,Nếu Những Tiếc Nuối,Vũ.,,APPLE_MUSIC
2025-11-09,35,Còn Gì Đẹp Hơn (Mưa Đỏ Original Soundtrack),Nguyễn Hùng,,APPLE_MUSIC
2025-11-09,36,Anh Đã Không Biết Cách Yêu Em,Quang Đăng Trần,,APPLE_MUSIC
2025-11-09,37,PHÓNG ZÌN ZÌN,tlinh,Low G,APPLE_MUSIC
2025-11-09,38,"(từng là) Boyfriend, Girlfriend",MIN,,APPLE_MUSIC
2025-11-09,39,ĐOẠN KỊCH CÂM,ANH TRAI SAY HI,"CONGB, Negav, B Ray, CODYNAMVO, Phạm Đình Thái Ngân, Mỹ Mỹ",APPLE_MUSIC
2025-11-09,40,giá như,SOOBIN,,APPLE_MUSIC
2025-11-09,41,Có Đôi Điều,Shiki,,APPLE_MUSIC
2025-11-09,42,đưa em về nhàa,GREY D,Chillies,APPLE_MUSIC
2025-11-09,43,TÂM SỰ VỚI ĐÊM MỘT MÌNH,Phùng Khánh Linh,,APPLE_MUSIC
2025-11-09,44,Kho Báu,STRONG,,APPLE_MUSIC
2025-11-09,45,NOLOVENOLIFE,HIEUTHUHAI,,APPLE_MUSIC
2025-11-09,46,TAKE ME,G-DRAGON,,APPLE_MUSIC
2025-11-09,47,LINH CẢM,Phùng Khánh Linh,,APPLE_MUSIC
2025-11-09,48,Thanh Xuân,Da LAB,,APPLE_MUSIC
2025-11-09,49,Anh Đã Quen Với Cô Đơn,SOOBIN,,APPLE_MUSIC
2025-11-09,50,Ngày Này Năm Ấy,Viet Anh,,APPLE_MUSIC
2025-11-09,51,vaicaunoicokhiennguoithaydoi,GREY D,tlinh,APPLE_MUSIC
2025-11-09,52,nếu lúc đó,tlinh,2pillz,APPLE_MUSIC
2025-11-09,53,Không Thời Gian,Dương Domic,,APPLE_MUSIC
2025-11-09,54,Lạ Lùng,Vũ.,,APPLE_MUSIC
2025-11-09,55,Yêu 5,Rhymastic,,APPLE_MUSIC
2025-11-09,56,Điều Em Khó Nói,MIN,,APPLE_MUSIC
2025-11-09,57,ÁM ẢNH VỀ ANH,Phùng Khánh Linh,,APPLE_MUSIC
2025-11-09,58,ĐIỀU EM KHÔNG MUỐN,Phùng Khánh Linh,,APPLE_MUSIC
2025-11-09,60,Từng Quen,Wren Evans,itsnk,APPLE_MUSIC
2025-11-09,61,1000 Ánh Mắt,Shiki,Obito,APPLE_MUSIC
2025-11-09,62,Chăm Hoa,MONO,,APPLE_MUSIC
2025-11-09,63,HOME SWEET HOME (feat. TAEYANG & DAESUNG),G-DRAGON,,APPLE_MUSIC
2025-11-09,64,Nàng Thơ,Hoàng Dũng,,APPLE_MUSIC
2025-11-09,65,dự báo thời tiết hôm nay mưa,GREY D,,APPLE_MUSIC
2025-11-09,66,Đoạn Kết Mới,Hoàng Dũng,,APPLE_MUSIC
2025-11-09,67,Exit Sign,HIEUTHUHAI,marzuz,APPLE_MUSIC
2025-11-09,70,KHÓC BLÓCK,Phùng Khánh Linh,,APPLE_MUSIC
2025-11-09,71,Bước Qua Mùa Cô Đơn,Vũ.,,APPLE_MUSIC
2025-11-09,73,Wrong Times,Puppy,Dangrangto,APPLE_MUSIC
2025-11-09,75,Đánh Đổi,Obito,"Shiki, RPT MCK",APPLE_MUSIC
2025-11-09,76,Thằng Điên,JustaTee,Phương Ly,APPLE_MUSIC
2025-11-09,77,The Playah (Special Performance),SOOBIN,,APPLE_MUSIC
2025-11-09,78,Những Lời Hứa Bỏ Quên,Vũ.,Dear Jane,APPLE_MUSIC
2025-11-09,81,GÃ SĂN CÁ,Lâm Bảo Ngọc,"Quỳnh Anh Shyn, MAIQUINN, Saabirose, Quang Hùng MasterD",APPLE_MUSIC
2025-11-09,83,HÃY NÓI ANH SAI RỒI,Phùng Khánh Linh,,APPLE_MUSIC
2025-11-09,84,Giữ Anh Cho Ngày Hôm Qua,Hoàng Dũng,"Rhymastic, LELAREC",APPLE_MUSIC
2025-11-09,85,Feel At Home,B Ray,,APPLE_MUSIC
2025-11-09,86,Nhiều Hơn,Low G,,APPLE_MUSIC
2025-11-09,87,Vài Lần Đón Đưa,SOOBIN,SpaceSpeakers,APPLE_MUSIC
2025-11-09,88,HƠN LÀ BẠN,ANH TRAI SAY HI,"Ngô Kiến Huy, Vũ Cát Tường, Karik, VƯƠNG BÌNH, Sơn.K, MIN",APPLE_MUSIC
2025-11-09,89,vết thương,Fishy,,APPLE_MUSIC
2025-11-09,90,Nước Mắt Cá Sấu,HIEUTHUHAI,,APPLE_MUSIC
2025-11-09,92,Mùa Mưa Ấy,Vũ.,,APPLE_MUSIC
2025-11-09,94,CROOKED,G-DRAGON,,APPLE_MUSIC
2025-11-09,95,GRIEF IS THE PRICE YOU PAY FOR LOVE,Phùng Khánh Linh,,APPLE_MUSIC
2025-11-09,96,Tình Nhân Ơi,Orange,Binz,APPLE_MUSIC
2025-11-09,97,Chìm Sâu (feat. Trung Trần),RPT MCK,,APPLE_MUSIC
2025-11-09,98,Past Won't Leave My Bed,Joji,,APPLE_MUSIC
2025-11-09,99,Giờ Thì,buitruonglinh,,APPLE_MUSIC
2025-11-09,100,NGƯỜI YÊU CHƯA SINH RA,ANH TRAI SAY HI,"OgeNus, BigDaddy, Phúc Du, Hustlang Robber, Dillan Hoàng Phan",APPLE_MUSIC
2025-11-10,1,chẳng phải tình đầu sao đau đến thế,MIN,"Dangrangto, antransax",APPLE_MUSIC
2025-11-10,2,Em,Binz,,APPLE_MUSIC
2025-11-10,4,In Love,Low G,JustaTee,APPLE_MUSIC
2025-11-10,5,ANH LÀ THẰNG TỒI,Phùng Khánh Linh,,APPLE_MUSIC
2025-11-10,6,Không Buông,Hngle,Ari,APPLE_MUSIC
2025-11-10,8,EM ĐAU,Phùng Khánh Linh,Thành Luke,APPLE_MUSIC
2025-11-10,9,Kho Báu (with Rhymastic),STRONG,Rhymastic,APPLE_MUSIC
2025-11-10,10,KHÔNG ĐAU NỮA RỒI,52Hz,"Orange, Châu Bùi, Mỹ Mỹ, Pháp Kiều",APPLE_MUSIC
2025-11-10,11,Quá Muộn,MIN,,APPLE_MUSIC
2025-11-10,12,Chế Độ Im Lặng,MIN,,APPLE_MUSIC
2025-11-10,13,Vùng An Toàn (feat. V#),B Ray,,APPLE_MUSIC
2025-11-10,14,NGƯỜI NHƯ ANH XỨNG ĐÁNG CÔ ĐƠN,ANH TRAI SAY HI,"Vũ Cát Tường, Karik, Negav, Ngô Kiến Huy, Jey B",APPLE_MUSIC
2025-11-10,15,Đừng Làm Trái Tim Anh Đau,Sơn Tùng M-TP,,APPLE_MUSIC
2025-11-10,16,Bình Yên,Vũ.,Binz,APPLE_MUSIC
2025-11-10,17,Người Đầu Tiên,Juky San,buitruonglinh,APPLE_MUSIC
2025-11-10,18,Phép Màu (feat. Minh Tốc & Lam) [Đàn Cá Gỗ Original Soundtrack],MAYDAYs,,APPLE_MUSIC
2025-11-10,19,Có Em Là Nhà,MIN,,APPLE_MUSIC
2025-11-10,20,Không Thể Say,HIEUTHUHAI,,APPLE_MUSIC
2025-11-10,21,Mất Kết Nối,Dương Domic,,APPLE_MUSIC
2025-11-10,22,NGƯỜI ĐẦU TIÊN,Juky San,,APPLE_MUSIC
2025-11-10,23,Love Game,Low G,tlinh,APPLE_MUSIC
2025-11-10,24,Tháng Năm,SOOBIN,,APPLE_MUSIC
2025-11-10,25,Anh Nhớ Ra (feat. TRANG),Vũ.,,APPLE_MUSIC
2025-11-10,26,ƯỚC ANH TAN NÁT CON TIM,Phùng Khánh Linh,,APPLE_MUSIC
2025-11-10,27,Panorama,Richie D. ICY,Obito,APPLE_MUSIC
2025-11-10,28,phải viết bao nhiêu bản tình ca,MIN,,APPLE_MUSIC
2025-11-10,29,HIỆN THỰC PHŨ PHÀNG,Phùng Khánh Linh,,APPLE_MUSIC
2025-11-10,30,Hà Nội,Obito,"Shiki, VSTRA",APPLE_MUSIC
2025-11-10,31,ĐOẠN KỊCH CÂM,ANH TRAI SAY HI,"CONGB, Negav, B Ray, CODYNAMVO, Phạm Đình Thái Ngân, Mỹ Mỹ",APPLE_MUSIC
2025-11-10,32,CỜ NGƯỜI,Phùng Khánh Linh,,APPLE_MUSIC
2025-11-10,33,DANCING IN THE DARK,SOOBIN,,APPLE_MUSIC
2025-11-10,34,PHÓNG ZÌN ZÌN,tlinh,Low G,APPLE_MUSIC
2025-11-10,35,giá như,SOOBIN,,APPLE_MUSIC
2025-11-10,36,Nếu Những Tiếc Nuối,Vũ.,,APPLE_MUSIC
2025-11-10,37,TAKE ME,G-DRAGON,,APPLE_MUSIC
2025-11-10,38,Anh Đã Không Biết Cách Yêu Em,Quang Đăng Trần,,APPLE_MUSIC
2025-11-10,39,đưa em về nhàa,GREY D,Chillies,APPLE_MUSIC
2025-11-10,40,NOLOVENOLIFE,HIEUTHUHAI,,APPLE_MUSIC
2025-11-10,41,Có Đôi Điều,Shiki,,APPLE_MUSIC
2025-11-10,42,LOSER,MIN,Chillies,APPLE_MUSIC
2025-11-10,43,"(từng là) Boyfriend, Girlfriend",MIN,,APPLE_MUSIC
2025-11-10,44,vaicaunoicokhiennguoithaydoi,GREY D,tlinh,APPLE_MUSIC
2025-11-10,45,Còn Gì Đẹp Hơn (Mưa Đỏ Original Soundtrack),Nguyễn Hùng,,APPLE_MUSIC
2025-11-10,46,Thanh Xuân,Da LAB,,APPLE_MUSIC
2025-11-10,47,TÂM SỰ VỚI ĐÊM MỘT MÌNH,Phùng Khánh Linh,,APPLE_MUSIC
2025-11-10,48,Kho Báu,STRONG,,APPLE_MUSIC
2025-11-10,49,Ngày Này Năm Ấy,Viet Anh,,APPLE_MUSIC
2025-11-10,50,Anh Đã Quen Với Cô Đơn,SOOBIN,,APPLE_MUSIC
2025-11-10,51,Không Thời Gian,Dương Domic,,APPLE_MUSIC
2025-11-10,52,Lạ Lùng,Vũ.,,APPLE_MUSIC
2025-11-10,53,LINH CẢM,Phùng Khánh Linh,,APPLE_MUSIC
2025-11-10,54,nếu lúc đó,tlinh,2pillz,APPLE_MUSIC
2025-11-10,55,HOME SWEET HOME (feat. TAEYANG & DAESUNG),G-DRAGON,,APPLE_MUSIC
2025-11-10,56,Yêu 5,Rhymastic,,APPLE_MUSIC
2025-11-10,57,Từng Quen,Wren Evans,itsnk,APPLE_MUSIC
2025-11-10,59,Điều Em Khó Nói,MIN,,APPLE_MUSIC
2025-11-10,60,Thằng Điên,JustaTee,Phương Ly,APPLE_MUSIC
2025-11-10,61,Chăm Hoa,MONO,,APPLE_MUSIC
2025-11-10,62,1000 Ánh Mắt,Shiki,Obito,APPLE_MUSIC
2025-11-10,63,ÁM ẢNH VỀ ANH,Phùng Khánh Linh,,APPLE_MUSIC
2025-11-10,65,Nàng Thơ,Hoàng Dũng,,APPLE_MUSIC
2025-11-10,67,Wrong Times,Puppy,Dangrangto,APPLE_MUSIC
2025-11-10,68,ĐIỀU EM KHÔNG MUỐN,Phùng Khánh Linh,,APPLE_MUSIC
2025-11-10,69,Đoạn Kết Mới,Hoàng Dũng,,APPLE_MUSIC
2025-11-10,70,Exit Sign,HIEUTHUHAI,marzuz,APPLE_MUSIC
2025-11-10,71,Bước Qua Mùa Cô Đơn,Vũ.,,APPLE_MUSIC
2025-11-10,72,Những Lời Hứa Bỏ Quên,Vũ.,Dear Jane,APPLE_MUSIC
2025-11-10,74,KHÓC BLÓCK,Phùng Khánh Linh,,APPLE_MUSIC
2025-11-10,76,Đánh Đổi,Obito,"Shiki, RPT MCK",APPLE_MUSIC
2025-11-10,77,HƠN LÀ BẠN,ANH TRAI SAY HI,"Ngô Kiến Huy, Vũ Cát Tường, Karik, VƯƠNG BÌNH, Sơn.K, MIN",APPLE_MUSIC
2025-11-10,79,Giữ Anh Cho Ngày Hôm Qua,Hoàng Dũng,"Rhymastic, LELAREC",APPLE_MUSIC
2025-11-10,81,CROOKED,G-DRAGON,,APPLE_MUSIC
2025-11-10,83,GÃ SĂN CÁ,Lâm Bảo Ngọc,"Quỳnh Anh Shyn, MAIQUINN, Saabirose, Quang Hùng MasterD",APPLE_MUSIC
2025-11-10,84,Feel At Home,B Ray,,APPLE_MUSIC
2025-11-10,85,Nước Mắt Cá Sấu,HIEUTHUHAI,,APPLE_MUSIC
2025-11-10,86,HÃY NÓI ANH SAI RỒI,Phùng Khánh Linh,,APPLE_MUSIC
2025-11-10,87,vết thương,Fishy,,APPLE_MUSIC
2025-11-10,88,Vài Lần Đón Đưa,SOOBIN,SpaceSpeakers,APPLE_MUSIC
2025-11-10,89,The Playah (Special Performance),SOOBIN,,APPLE_MUSIC
2025-11-10,91,Mùa Mưa Ấy,Vũ.,,APPLE_MUSIC
2025-11-10,93,Tình Nhân Ơi,Orange,Binz,APPLE_MUSIC
2025-11-10,94,Giờ Thì,buitruonglinh,,APPLE_MUSIC
2025-11-10,95,Chìm Sâu (feat. Trung Trần),RPT MCK,,APPLE_MUSIC
2025-11-10,96,Nhiều Hơn,Low G,,APPLE_MUSIC
2025-11-10,97,NGƯỜI YÊU CHƯA SINH RA,ANH TRAI SAY HI,"OgeNus, BigDaddy, Phúc Du, Hustlang Robber, Dillan Hoàng Phan",APPLE_MUSIC
2025-11-10,99,Missing You,Phương Ly,,APPLE_MUSIC
2025-11-10,100,Anh Đã Ổn Hơn,RPT MCK,,APPLE_MUSIC
