spotify_track_id,topic_prob_0,topic_prob_1,topic_prob_2,topic_prob_3,topic_prob_4,topic_prob_5,topic_prob_6,topic_prob_7,topic_prob_8,topic_prob_9,topic_prob_10,topic_prob_11,topic_prob_12,topic_prob_13,topic_prob_14
3XSW8oRNwe4G5ZlFQkfaXV,0.10225629999933207,0.21322987790736,0.01422673914582547,0.020809018043885037,0.05832149543564618,0.020136472786818137,0.015393344687957021,0.014221258537121017,0.09531453070086451,0.015215942426032024,0.02174938796667976,0.014301042898701707,0.03164458426387902,0.04464500812449991,0.010673593308148509
5PleYXHjjFbeSsF8U1zFH6,0.12779023249657023,0.26834667428115444,0.019963956659818056,0.022483467130114874,0.0307899914057672,0.03633597114708168,0.011908828277667257,0.010559507151696665,0.05608476352314183,0.01415088316765219,0.05740228600642284,0.01990554932001037,0.03402549151035821,0.03360179066125741,0.013165828874903846
1YHmgJCPdvqAmiijOhRGyc,0.11337783741416049,0.253358976157288,0.013907785919744524,0.01726784321215221,0.03057822104534036,0.026690121925989706,0.010511812556497042,0.00930976004066337,0.06195579806220966,0.011723525914463776,0.028681394479933422,0.015277541239352464,0.048415128350122516,0.051073709779859616,0.010415051749049543
2R1sqa3gaeCXkqwjNF6YLC,0.024447873387756665,0.014804529078787737,0.005794955898888292,0.03048808396808383,0.0099033631190562,0.0044135261811621565,0.005998738601937544,0.004457372460881495,0.014489726216629924,0.009823512557813573,0.006152596249913125,0.0034793259202345315,0.004606979403241822,0.0043613697640889635,0.002568836356704585
0EZRO9aheeMjRXUZaOshre,1.0,1.397024497621656e-307,2.7791371518014987e-308,3.5766204317966943e-308,6.788128096725226e-308,3.5733908420233106e-308,2.253570616442336e-308,1.9260126283718565e-308,1.6090423834417477e-307,2.4060695763600807e-308,4.09660930323171e-308,2.5360290382016886e-308,6.997904449514927e-308,8.318431582904627e-308,1.897760722865487e-308
4Gs3MrfMQub2r90VWmcnMZ,0.061143761837508054,0.019733410218735342,0.004935691129769533,0.013866080408267662,0.017612076258599507,0.004577953728637793,0.007408999382614788,0.005305345453859026,0.03397486669017673,0.007184386545008901,0.005928584641461077,0.0035483654747356596,0.0065207337552836055,0.006720987060270463,0.0029622337478370643
5e21jDDiJOuoAMd2k8FNn2,0.10482462075637006,0.06293295443927646,0.05051584435119699,0.4841926897427864,0.035993024374898375,0.023242372034782906,0.021250873746179306,0.017052566651850842,0.05643949058259494,0.03398613509890188,0.0364623851216316,0.018582963565924104,0.02078067904626112,0.018938902756657182,0.014804497730687765
1WCAkmmTM06in2ojuQ9CK5,0.17263416850012733,0.0818781474181349,0.036950278331501246,0.22278373657919084,0.051699168158972825,0.02587409789766106,0.02783236654013101,0.020866528689254035,0.08541691809327752,0.0408566431976123,0.03834163739894616,0.019714633132325115,0.02837705919716661,0.026687229218133993,0.014455509102185102
13s4FKMfyzDRFGsfTLAw81,0.16212115075898326,0.044286891773888525,0.008931770078089445,0.012322446143502282,0.023114079990860095,0.011312062736209204,0.007739060761797588,0.006489047177833681,0.05849778804462929,0.008284982411090712,0.01297156314284222,0.008056374510615647,0.023059222973987395,0.026403016949298037,0.005921399536844506
6qRnm1fiL5ra9wVKQplxI4,0.06470585863514187,0.05068344409719994,0.04740963434477391,0.02744841415958157,0.019991532971832725,0.03591134631089416,0.010213498572590267,0.009196065147922776,0.032964043223573075,0.013492863186609274,0.06735234343977116,0.028827033950375006,0.01587146242541947,0.014010257290571025,0.019453797692302707
6YZUeBdhpZ3xEcfGeMQje7,0.05714047347758021,0.03956671352110357,0.6680040659580281,0.03556807172407228,0.01970838746868295,0.020617548146022256,0.011175628703214893,0.009962552731988485,0.03125059302758249,0.015645152081014344,0.03086018136131893,0.019378699762995368,0.013111893634180584,0.011923844739477066,0.016086193662738446
49kgdKeH2eWAjerLm8Zpd5,1.0,2.3750620249571857e-307,4.582217506153484e-308,5.619595514014881e-308,6.895471496067977e-308,9.041241826128732e-308,2.711353168119244e-308,2.3232396813884585e-308,1.427300688520511e-307,3.238666952578617e-308,1.0720183762325231e-307,4.694124114745692e-308,1.2222816867078778e-307,8.532931835434022e-308,3.0539088565609587e-308
4hsmkCSzPDMRKC266MS4Xn,1.0,2.3682897358108387e-307,4.56815622148634e-308,5.600124209436988e-308,6.893876092753301e-308,9.010162217766816e-308,2.7080726449455853e-308,2.3204739827461783e-308,1.4285333922325104e-307,3.232528131792997e-308,1.0632454443732248e-307,4.684645458411179e-308,1.229688977690956e-307,8.553459939981212e-308,3.0494148047143183e-308
5C3fx9rdM4Bxf1MSOQC4Ym,0.26841527843817853,0.18671257780469958,0.020808599269074607,0.02605395027570732,0.03703888165229002,0.03702505720594376,0.014609426210472043,0.012608368535217901,0.0772253842032698,0.017065336820911534,0.05274363570185435,0.021358357502230824,0.05557544870192704,0.06139488304604424,0.014282802533364955
3QD2NfLEIvMRbzv2uTu4B7,0.15687246289750212,0.17229384931063435,0.015471366118163193,0.021825588393919137,0.06326620406410896,0.02107835268677799,0.017462720672412536,0.015543460562199357,0.21629014068020058,0.016977584880892658,0.022097311684041367,0.016063043096621286,0.03849717787247408,0.060677967175592686,0.012162607410935701
0JiQ1eXXKAgBBh8KQUgrEh,0.12842311235243334,0.040935404437112896,0.007303954366599365,0.011902513683622664,0.03493147636253022,0.008280840153664544,0.008694069182260268,0.007169237249012545,0.12316996153310776,0.008282132453159822,0.009453418106224567,0.006200082437217898,0.014366937834581565,0.017020798965553297,0.004723731124320304
3c8s2bCBk3cn8Taete6Q5B,0.030716610432258595,0.01464703047987985,0.0021622693772637676,0.0033911694000723397,0.00946192314004545,0.002757702766588434,0.0026331521800044212,0.002204692066860447,0.0377180256157126,0.002498860407504707,0.0029543429781360812,0.0020761215705093075,0.005876683544832253,0.006537503866411918,0.0016162010088546159
2n00rcPaXcWfFB9irOKOmh,0.304442123367906,0.08382842874885552,0.02736568302890197,0.07186030667000831,0.05382327314930464,0.024038049291104802,0.024727430508769136,0.018620056864546635,0.10520028997540862,0.03021496856735471,0.03373657145740427,0.0179466277352369,0.032183170989518006,0.030715702494217713,0.013113827842902846
2L9V1feDzzZbg6rPfjU45g,4.004720828996258e-307,2.177587668845442e-307,3.1142127030373084e-308,4.0520167436310624e-308,7.1014329865739945e-308,5.495102242011625e-308,2.464925891267811e-308,2.1187551243315644e-308,1.7342735768718647e-307,2.697101539566928e-308,5.388604660202392e-308,3.345260121174441e-308,1.0,1.1750254902197479e-307,2.3663664830460936e-308
4smnf0NaOxGtMcTLOLBw16,0.43483826409751514,0.11135731028917473,0.017290807005537874,0.022052290159757057,0.049400485906080094,0.02381098823623038,0.015334529620363371,0.013401039222150503,0.12371420963615609,0.01580591757065728,0.025470912737484662,0.01709845067453848,0.048509133665747516,0.06895719555380272,0.01295846562480412
5RuZw8NsvI4BSlmI2yqgeS,2.3207062460007874e-307,1.9656006829095538e-307,6.493108214805525e-308,6.473919931312157e-308,5.653862021940737e-308,9.977112316564549e-308,2.505172434374232e-308,2.2123093490691773e-308,9.870148534213477e-308,3.214627557817197e-308,1.0,5.535487597640757e-308,5.327250569527646e-308,4.734519613414476e-308,3.4960148001946215e-308
3CyGK8BeJ5iCunpzvHyINs,0.07236446752092887,0.06642122046389144,0.014627776920110276,0.014457137978164761,0.015723900282126578,0.1030407967685931,0.007176185635517661,0.006385055027209043,0.029054125441494785,0.008684014974318296,0.03784590545464158,0.022621666753201788,0.02019323631263282,0.01511791724411098,0.01288757810678896
6HpkHTTwfVmSoopeloHqOp,0.5112327038210248,0.10172025117945441,0.0183789881817721,0.022981617698762693,0.03174349908122455,0.028259659859425492,0.01189405673514208,0.010147264366327438,0.06857165399790291,0.01383808997379802,0.04007131798608189,0.016902393849649266,0.047002618357293614,0.04936462084213922,0.011576921158778139
