title,artists,featured_artists,album_type,spotify_popularity,spotify_release_date,spotify_genres,genres,spotify_track_id,main_artist_id,is_hit,file_name,Audio_Error,Lyrics_Error,duration_sec,tempo_bpm,musical_key,rms_energy,spectral_centroid_mean,mfcc10_mean,mfcc10_std,mfcc11_mean,mfcc11_std,mfcc12_mean,mfcc12_std,mfcc13_mean,mfcc13_std,mfcc1_mean,mfcc1_std,mfcc2_mean,mfcc2_std,mfcc3_mean,mfcc3_std,mfcc4_mean,mfcc4_std,mfcc5_mean,mfcc5_std,mfcc6_mean,mfcc6_std,mfcc7_mean,mfcc7_std,mfcc8_mean,mfcc8_std,mfcc9_mean,mfcc9_std,zero_crossing_rate,spectral_rolloff,spectral_contrast_band1_mean,spectral_contrast_band2_mean,spectral_contrast_band3_mean,spectral_contrast_band4_mean,spectral_contrast_band5_mean,spectral_contrast_band6_mean,spectral_contrast_band7_mean,spectral_flatness_mean,beat_strength_mean,onset_rate,tempo_stability,chroma1_mean,chroma2_mean,chroma3_mean,chroma4_mean,chroma5_mean,chroma6_mean,chroma7_mean,chroma8_mean,chroma9_mean,chroma10_mean,chroma11_mean,chroma12_mean,tonnetz1_mean,tonnetz2_mean,tonnetz3_mean,tonnetz4_mean,tonnetz5_mean,tonnetz6_mean,harmonic_percussive_ratio,final_sentiment,lyric_total_words,lexical_diversity,noun_count,verb_count,adj_count,lyrical_density
Say Em Đắm Yêu,Pham Dinh Thai Ngan,,single,18.0,2023-08-08,"v-pop, vietnamese hip hop","Rap/Hip-hop, Pop",4iuxuyXLlRzSqdwQYaxrO1,6Ca5ccx9CM1kd0LBz1T83U,0.0,say em đắm yêu - pham dinh thai ngan.mp3,OK,OK,241.26,95.7,E:maj,0.215161,2287.87,4.2758,11.422,-6.2683,9.4259,-2.1728,9.4451,-5.1335,8.982,-87.3348,106.5777,92.0888,34.3843,10.8033,18.2134,16.6821,16.0763,4.3192,13.6059,4.4683,12.2593,-1.7846,10.8388,2.8212,11.9945,-9.3277,10.2872,0.091799,5147.15,22.54,17.03,20.47,19.64,19.27,18.29,49.38,0.02082,1.3866,2.67,0.9749,0.2798,0.3728,0.2646,0.3209,0.4181,0.2893,0.3728,0.2823,0.4281,0.4566,0.3585,0.4399,0.1224,-0.2071,-0.0415,0.0061,0.0083,0.0028,1.9021,positive,376.0,0.3537,129.0,129.0,21.0,1.5585
Say Goodbye,Hồ Ngọc Hà,,single,6.0,2017-11-25,"v-pop, vinahouse",Pop,5zU0n0LdGPx4sRfzogTQg0,24Wn81dwdDeTCuB1BWGoVJ,0.0,say goodbye - hồ ngọc hà.mp3,OK,OK,238.08,129.2,G#:min,0.30855,2776.44,4.0138,10.1665,-4.6264,9.7881,1.2686,11.3775,-1.986,10.4394,-27.2101,96.0358,73.0214,32.6877,6.4237,23.2811,10.7443,16.8031,2.2904,13.2666,6.4138,13.2738,-1.1369,11.192,4.7094,10.3022,-4.8505,10.9619,0.110037,6199.34,20.24,15.29,17.72,17.7,17.33,16.37,47.85,0.037691,1.5054,3.82,0.9624,0.3241,0.3415,0.2873,0.3669,0.3015,0.3023,0.4201,0.3638,0.4154,0.3686,0.4454,0.4528,-0.0212,-0.0917,0.0395,0.0049,-0.0047,-0.0068,2.323,negative,332.0,0.2741,106.0,113.0,10.0,1.3945
Say Hết Đêm,Pháp Kiều,Hải Đăng Doo,album,40.0,2025-11-12,"v-pop, vietnamese hip hop","Rap/Hip-hop, Pop",2a1CG13VSCDfvMSEKACbOi,13c4ijEkXNvEFoxGxwp5Su,0.0,say hết đêm - pháp kiều.mp3,OK,OK,223.03,99.38,G:min,0.250983,2373.74,3.9785,12.8151,-8.4247,10.6184,-2.1755,12.0043,-5.1636,10.6789,-86.8262,96.5731,86.9972,35.3404,19.1595,23.4647,19.459,19.3497,8.1615,20.2402,-2.0619,16.2259,-1.6295,15.0273,-0.3474,14.4523,-3.5438,12.299,0.079438,5465.27,22.93,17.5,19.95,18.73,18.57,18.89,47.44,0.018324,1.7547,4.29,0.965,0.3638,0.3419,0.4557,0.3045,0.2414,0.2588,0.3617,0.4754,0.3886,0.4704,0.4208,0.3225,0.1285,0.1219,0.0551,-0.1406,0.0085,-0.0159,1.9153,positive,569.0,0.4095,176.0,178.0,31.0,2.5512
Say Một Đời Vì Em,Nguyên Vũ,,single,31.0,2025-09-26,"v-pop, vinahouse",Pop,7BEPNEzZYMQp7I5XNrIMcY,2T8CUdrA64je3QHfcB0uYJ,1.0,say một đời vì em - nguyên vũ.mp3,OK,OK,258.68,95.7,E:min,0.15565,1640.67,-4.8076,16.7593,-9.4146,12.2291,-8.5948,12.1965,-7.9428,11.7385,-181.0542,108.1692,114.0612,43.2978,22.223,33.23,19.0133,22.0552,-0.4924,18.5476,3.0873,13.8711,-12.1348,15.6303,-3.9019,13.9659,-13.4948,13.1539,0.063065,3380.21,24.98,20.68,23.97,21.29,20.27,19.24,48.96,0.006149,1.2953,2.36,0.9505,0.2321,0.1349,0.1801,0.272,0.3546,0.2045,0.3481,0.3816,0.2035,0.2769,0.2119,0.3436,0.2697,-0.1441,0.1768,0.0575,0.0357,0.0123,3.6003,negative,298.0,0.4765,78.0,93.0,17.0,1.152
Say Như Một Thói Quen,Thái Học,,single,19.0,2025-05-29,"vinahouse, v-pop, vietnamese bolero, vietnamese lo-fi",Ballad,2wmvTKlJstyNWzB336iBrp,6BnKArbWE6Il0AyLJdvUxy,0.0,say như một thói quen - thái học.mp3,OK,OK,300.0,117.45,F:maj,0.148357,1332.57,1.7964,10.4642,-8.4595,9.0175,-7.1239,9.4843,-4.848,8.8752,-184.999,118.5343,135.3058,34.4113,7.5108,23.1197,22.1,17.1509,5.6109,11.8574,-3.4699,12.6218,-6.6515,10.3608,-5.35,11.4608,-12.0634,11.7288,0.057411,2589.5,20.74,19.03,23.46,22.22,21.6,21.98,48.29,0.005698,1.0311,2.15,0.9588,0.2937,0.225,0.4111,0.1685,0.1888,0.4154,0.2326,0.3389,0.165,0.2399,0.216,0.1503,0.102,0.353,-0.0409,-0.1043,-0.0322,-0.0317,4.2576,negative,131.0,0.7328,29.0,40.0,13.0,0.4367
Say Sóng,Tăng Duy Tân,"Drum7, 2pillz",album,53.0,2024-10-29,"v-pop, vinahouse, vietnamese lo-fi",Pop,4rIBbB1vt0lEKDG2UTmfP0,1n9JKdEdLxrbgJiqz1WZFJ,1.0,say sóng - tăng duy tân.mp3,OK,OK,206.32,112.35,C:maj,0.16428,2138.55,-2.7523,12.3369,-8.1679,10.4344,-5.1743,10.6012,-9.8701,10.705,-154.0082,116.9984,91.8472,41.7469,16.9691,24.1534,22.8138,20.3153,9.802,17.4975,-4.2314,16.2415,-5.537,15.4018,-7.5465,14.2151,-12.2931,12.5603,0.078563,4636.36,26.42,19.13,21.89,20.22,18.85,18.58,47.13,0.01815,1.6168,3.17,0.972,0.444,0.2557,0.32,0.2588,0.3214,0.2611,0.222,0.3238,0.2561,0.3414,0.2486,0.3787,0.2301,0.0974,0.0042,0.0929,-0.0063,0.0141,2.7516,negative,383.0,0.3211,163.0,85.0,28.0,1.8563
Say That You Love Me,GUrbane,,single,27.0,2024-05-25,"v-pop, vietnamese hip hop, vinahouse","Pop, Rap/Hip-hop",5ucPshI6gm1rn1oAqka4PO,5SdxHHfstcRfGIxOw1ghSN,0.0,say that you love me - gurbane.mp3,OK,OK,216.0,112.35,G:min,0.237151,1690.12,0.5047,11.6436,-8.9825,11.105,-4.1683,10.5403,-5.3449,9.8366,-112.8809,83.4665,119.6695,43.9637,2.2785,27.4594,16.6681,21.3342,-3.2264,17.067,0.7745,19.1586,-10.3129,14.721,2.8967,14.8198,-10.0553,12.8756,0.062458,3516.09,20.15,17.04,20.6,19.88,19.03,19.66,50.59,0.007947,1.5057,2.53,0.9709,0.31,0.2272,0.3174,0.2409,0.3548,0.4214,0.2874,0.442,0.3362,0.4445,0.3017,0.2284,0.1845,0.1983,-0.0216,-0.0172,0.0198,-0.0065,2.8706,positive,294.0,0.5544,101.0,113.0,16.0,1.3611
Say Trong Lòng,Quang Đăng Trần,,single,11.0,2022-03-31,"vietnamese lo-fi, v-pop, vinahouse","Pop, Indie",2FZVSw8h0CmciwiSsypLYe,2LX2SKJhvZjyH4Z7XMptjd,0.0,say trong lòng - quang đăng trần.mp3,OK,MISSING,321.86,152.0,F#:maj,0.236398,1934.6,5.5695,14.1591,-5.4259,12.3501,-2.0343,10.5737,-4.5544,12.033,-118.624,106.3357,104.2377,38.081,2.6528,31.2482,16.1673,17.2399,7.896,18.2885,0.4984,17.0104,2.2898,15.1061,7.7609,15.7095,-0.6075,11.4357,0.072829,4057.23,22.57,18.78,21.72,21.84,19.17,20.74,49.49,0.009498,1.2259,2.82,0.9602,0.253,0.3325,0.2493,0.2798,0.2487,0.2236,0.3795,0.2756,0.267,0.2145,0.2595,0.3472,-0.082,-0.204,0.0708,-0.0329,0.0045,0.0104,4.3507,positive,604.0,0.394,163.0,191.0,43.0,1.8766
Say Trong Nụ Cười,Tăng Duy Tân,Drum7,single,31.0,2023-10-30,"v-pop, vinahouse, vietnamese lo-fi",Pop,3VLAHdK5HBQmQ4QugxtcQH,1n9JKdEdLxrbgJiqz1WZFJ,0.0,say trong nụ cười - tăng duy tân.mp3,OK,OK,248.0,117.45,G:min,0.239907,1612.23,3.5718,11.7485,-9.3126,8.942,2.6538,9.4455,-8.0532,9.4881,-96.1299,83.399,122.5625,35.4031,10.9982,21.2142,27.9686,16.7944,8.028,17.8651,7.2913,13.6787,-0.1113,12.5624,-1.1742,11.3886,-11.9397,11.0216,0.057663,3339.02,21.89,15.93,20.77,18.98,18.33,19.26,50.25,0.008223,1.6619,4.11,0.9616,0.398,0.3386,0.5195,0.2745,0.2371,0.3474,0.2837,0.4085,0.3062,0.4362,0.4106,0.279,0.0404,0.1275,0.0141,-0.0944,-0.0067,-0.0055,1.9166,positive,418.0,0.3493,153.0,133.0,20.0,1.6855
Say Trong Đêm Nay (feat. LIL MIKEY & Đặng Thái Bình),RAP VIỆT,"LIL MIKEY, Đặng Thái Bình",album,11.0,2023-06-25,"vietnamese hip hop, v-pop",Rap/Hip-hop,4h3EAmjDLsTzueU2OEB22N,1cPpd989kghzlZqfpP4KwL,0.0,say trong đêm nay (feat. lil mikey & đặng thái bình) - rap việt.mp3,OK,OK,178.56,129.2,C#:min,0.192972,3634.57,3.1596,10.6708,-5.0413,12.4498,-0.0382,11.0687,-1.3681,11.5569,-93.626,149.9092,48.0035,31.9841,4.0661,28.2295,8.3361,23.3142,-1.5012,16.8654,-7.0067,15.7959,2.5669,13.758,-3.7468,13.2285,-9.6046,13.2239,0.194513,7300.99,20.15,15.46,18.99,18.8,18.34,18.69,46.85,0.06226,1.5077,4.16,0.9657,0.3674,0.4591,0.3843,0.4486,0.3772,0.2905,0.3489,0.3717,0.5476,0.3848,0.3103,0.33,-0.0405,-0.1379,-0.0882,0.0766,0.0212,-0.0212,1.8493,negative,435.0,0.5632,163.0,123.0,27.0,2.4362
Say Wazzup,Hustlang Robber,,single,23.0,2023-04-10,"vietnamese hip hop, v-pop",Rap/Hip-hop,6J8J7Xe2d4CCFiBOqaAVIa,3JWIaDWHJq11w1xPqJStEv,0.0,say wazzup - hustlang robber.mp3,OK,OK,316.21,143.55,F:min,0.274447,2270.1,4.1175,11.975,-2.4753,11.4033,5.985,10.688,2.0966,10.2196,-91.4844,74.9634,88.8157,31.0076,16.1923,29.2252,14.6579,18.975,15.4066,18.7302,10.8569,14.3042,2.6004,14.0354,1.9414,14.3705,-2.3418,12.2113,0.068507,5478.14,25.3,16.48,19.06,17.9,18.71,17.86,45.81,0.018304,1.5264,3.65,0.9686,0.5204,0.4013,0.5008,0.5695,0.4753,0.5161,0.4307,0.5346,0.4986,0.4595,0.4226,0.4114,-0.0515,0.1691,-0.0094,0.0875,-0.0091,-0.0027,2.6889,negative,955.0,0.3529,284.0,311.0,40.0,3.0201
Say Yes,SUNI,,single,8.0,2016-10-18,"v-pop, vietnamese hip hop, vietnam indie, vinahouse","Rap/Hip-hop, Pop",6s08I89bw7gNFFZXwt8Du0,4x1fUORHa2EsxrQ6ZzAoQ0,0.0,say yes - suni.mp3,OK,OK,188.67,99.38,D:maj,0.114397,3083.95,0.2139,10.1753,-10.6507,10.3678,0.5679,9.3908,-5.6619,9.4995,-127.3492,122.5903,53.1769,37.7162,-4.3862,30.6925,6.4924,19.8553,-4.7588,15.5974,1.2496,15.389,-3.0755,13.9342,-0.2979,12.2073,-4.3747,12.2017,0.148406,6304.9,19.72,16.63,19.29,19.28,19.03,17.85,47.92,0.062763,1.7103,4.01,0.9611,0.3033,0.3956,0.4863,0.2915,0.3011,0.2118,0.2795,0.2759,0.3097,0.5174,0.3216,0.3695,0.164,-0.0415,-0.0372,-0.0405,-0.0134,-0.0016,1.4585,positive,276.0,0.2935,92.0,91.0,14.0,1.4629
Say Yes (Vietnamese Version),Chọn gì? Chọn đi!,"OgeNus, PiaLinh",album,50.0,2024-09-11,v-pop,Pop,7mbWwlHgukuuW8r7Nc3FHv,61ydMyohF67xBZmWSPA3YQ,1.0,say yes (vietnamese version) - chọn gì chọn đi!.mp3,OK,OK,223.2,99.38,E:maj,0.213938,2377.14,1.8278,9.9098,-1.1539,8.9844,-0.7627,9.0304,-3.058,8.4181,-78.184,84.2887,93.935,33.117,16.9623,17.1868,16.3329,14.3886,6.6252,11.8882,7.4194,11.8252,0.1153,10.72,2.5756,11.881,-0.2005,13.8757,0.091208,5435.98,22.69,16.55,20.85,21.07,20.14,18.8,48.19,0.021538,1.3763,3.76,0.9624,0.3001,0.3294,0.2478,0.3342,0.4039,0.2903,0.3874,0.3191,0.4664,0.3935,0.3407,0.4255,-0.028,-0.2145,0.0014,0.0604,-0.0057,-0.0061,2.257,positive,444.0,0.518,140.0,143.0,28.0,1.9892
Say You Do,JSOL,Hoàng Duyên,album,28.0,2023-07-17,"v-pop, vietnam indie, vietnamese lo-fi",Pop,0G4lhMvlFRY4S113ftzGO1,6EybZ5zwPNEtEngfrEMevN,0.0,say you do - jsol.mp3,OK,OK,410.48,123.05,B:maj,0.06314,3186.49,3.9998,10.4792,-5.9193,11.9395,3.5211,9.2724,2.0408,10.7945,-190.8911,103.4238,57.2321,40.5189,12.3491,26.1876,23.7777,19.064,-1.2435,16.1589,8.7287,16.3264,-0.3597,11.6693,4.183,10.6594,-0.7286,11.01,0.159275,6399.59,20.36,14.85,18.42,18.62,19.41,18.69,46.56,0.054642,1.956,3.41,0.9716,0.4898,0.4736,0.401,0.4041,0.3641,0.3164,0.3888,0.3523,0.4284,0.4577,0.465,0.6109,0.043,-0.1127,0.0884,0.0241,-0.0382,-0.0087,1.1221,positive,251.0,0.3147,89.0,90.0,0.0,0.6115
Say You Do,Tiên Tiên,,single,38.0,2015-08-01,"v-pop, vietnam indie, vinahouse","Pop, Indie",1hRIbGyVa583q328wrnQGb,5OvCh1Nin8AGw7OkxYinBe,1.0,say you do - tiên tiên.mp3,OK,OK,220.34,103.36,G:maj,0.214372,2292.53,3.3038,10.8037,-1.2534,9.1334,-1.7069,11.2796,-3.9828,8.944,-85.9217,112.2055,87.7754,32.5098,7.4766,20.1089,22.4253,13.1233,7.8988,12.27,11.5373,12.4788,11.7665,9.518,-0.7288,12.9219,1.4077,9.1963,0.093909,4953.27,18.86,18.72,21.72,21.03,20.12,19.76,47.16,0.022695,1.2178,3.03,0.9638,0.3218,0.2483,0.3613,0.2526,0.3153,0.2853,0.2879,0.4507,0.3253,0.3874,0.2934,0.2598,0.1984,0.1623,0.0058,-0.0412,0.0215,0.0038,2.6993,positive,246.0,0.3008,85.0,86.0,0.0,1.1165
Say You Do - 2018,Tiên Tiên,,album,18.0,2018-12-12,"v-pop, vietnam indie, vinahouse",Pop,2CDY8hToj9WYXe8IZafYub,5OvCh1Nin8AGw7OkxYinBe,0.0,say you do - 2018 - tiên tiên.mp3,OK,OK,219.84,184.57,F:maj,0.209216,1756.82,-5.571,10.4092,-1.6812,9.044,-4.5393,8.8707,-6.7828,8.8172,-145.8686,115.2967,120.8485,51.5034,-19.3998,30.9022,44.2905,29.1554,12.0723,23.1458,2.6359,19.0481,6.5458,13.155,-5.3224,13.8883,1.6312,12.7319,0.087698,3442.91,23.06,19.32,21.79,20.57,20.95,21.65,47.37,0.017639,1.453,3.19,0.9634,0.4847,0.3333,0.3396,0.2549,0.3114,0.3219,0.3072,0.3749,0.3116,0.4419,0.4071,0.3812,0.0695,0.149,-0.0404,-0.0158,0.0274,0.0304,2.7399,negative,111.0,0.4865,37.0,39.0,0.0,0.5049
Say anh,Charmy Pham,,album,19.0,2025-12-01,"v-pop, vinahouse",Pop,0qNdwAz0gbWSiccXIsaczf,6jFvKq4gMkQ50joURHPGXO,0.0,say anh - charmy pham.mp3,OK,OK,254.36,117.45,C:min,0.092736,2208.16,9.196,13.908,-8.9365,12.4556,3.134,10.3901,-3.1317,9.9473,-180.6669,85.6827,92.971,34.1104,2.5283,32.2229,22.894,25.996,0.9559,16.485,-6.0974,17.3804,-0.3204,13.5642,-5.9429,15.5438,-1.4996,11.8399,0.08723,4781.38,22.13,17.61,21.16,20.13,19.68,21.16,48.55,0.014835,1.3681,3.14,0.9738,0.4547,0.2626,0.355,0.356,0.281,0.37,0.2534,0.3731,0.2868,0.3114,0.3151,0.2771,-0.0349,0.2437,0.0375,0.078,-0.011,0.0042,2.8984,positive,574.0,0.2787,237.0,215.0,15.0,2.2566
Say Đắm Trong Lần Đầu,Winno,,single,54.0,2021-11-09,"vietnamese hip hop, v-pop, vietnam indie",Rap/Hip-hop,3nAwC1qVqRQYiRCrp6q1dU,23UOCFmQtFKvx2mFufMoJB,1.0,say đắm trong lần đầu - winno.mp3,OK,OK,186.16,95.7,E:min,0.189312,1960.7,-3.8129,10.9272,5.366,11.4943,1.9287,9.8473,-0.0095,10.9368,-124.886,75.4253,119.5881,37.3269,22.4334,21.6739,-3.525,20.1763,24.9691,19.2178,4.8494,13.921,-1.8329,12.9449,-1.2641,12.1927,-3.7456,11.798,0.06729,4381.37,20.67,16.71,20.72,20.29,21.6,18.63,47.89,0.008919,1.5682,4.21,0.9629,0.3118,0.3444,0.4069,0.3369,0.4657,0.3101,0.4372,0.3468,0.2675,0.3306,0.2757,0.3802,0.1705,-0.0494,0.0087,-0.0179,-0.0065,0.0065,2.4634,negative,522.0,0.3467,149.0,147.0,31.0,2.804
Say Để Quên,Mochiii,,single,11.0,2025-02-06,"vinahouse, v-pop","Ballad, Pop",2btd3dGxtGcsFpXPCtbaUS,2nmxgv9asWhQh4XgqfxK57,0.0,say để quên - mochiii.mp3,OK,OK,296.26,129.2,G:min,0.097049,1642.93,-1.7531,10.0572,-10.18,10.2455,-1.4618,9.6343,-3.0889,9.9359,-211.2137,111.4738,111.5213,31.7172,12.3938,17.5557,20.9134,17.5954,2.7252,10.5142,-1.922,13.5193,0.525,10.4473,-5.4746,12.3119,-2.7468,9.9032,0.064408,3434.14,20.44,18.93,23.45,23.21,21.48,21.5,47.78,0.017757,1.1146,2.71,0.9499,0.216,0.2053,0.3313,0.2267,0.1679,0.2823,0.2259,0.3484,0.2283,0.2926,0.2824,0.1619,0.0344,0.2288,0.0214,-0.0837,-0.0104,-0.0156,3.888,negative,310.0,0.3129,91.0,108.0,16.0,1.0464
Scar Face,Wowy,Khánh JTA,single,25.0,2017-09-13,"vietnamese hip hop, v-pop",Rap/Hip-hop,4NcsqQfiTHw8KJ4Sn6jreQ,4iFNiWhODcMZdmpNkxsTFp,0.0,scar face - wowy.mp3,OK,OK,237.19,129.2,A#:min,0.242822,2639.3,5.6067,9.9223,0.6552,9.4537,7.5929,8.9625,-0.0478,10.7776,-44.6618,110.5295,79.3186,33.9298,-20.8223,41.5169,4.3209,24.7958,0.2834,15.5194,10.3784,14.0009,-7.1533,15.8489,4.3166,13.5188,-3.1687,9.5023,0.13253,5440.82,20.43,13.47,17.71,18.18,19.23,18.37,50.36,0.032307,1.4452,3.92,0.9701,0.4898,0.4445,0.3437,0.3658,0.3817,0.4883,0.3383,0.3612,0.4576,0.4173,0.4817,0.3977,0.0219,-0.0741,0.0031,-0.0001,-0.0193,-0.0179,1.4905,negative,568.0,0.3398,112.0,145.0,34.0,2.3947
See My Flex,Hustlang Robber,,single,18.0,2021-05-17,"vietnamese hip hop, v-pop",Rap/Hip-hop,3vUfZQHiYhTDViXJdHlZ7h,3JWIaDWHJq11w1xPqJStEv,0.0,see my flex - hustlang robber.mp3,OK,OK,131.54,99.38,C#:min,0.207391,2388.16,-1.1088,12.5783,-4.0237,12.176,-0.3791,12.1872,-4.9052,10.658,-163.9598,96.4289,81.8673,42.2476,38.7393,25.3133,21.1435,26.8384,4.2297,21.1046,14.541,17.726,-6.3411,16.2201,-5.5679,15.4235,-2.5826,14.0939,0.081837,5223.39,22.41,16.1,18.63,17.89,18.61,16.43,47.21,0.030318,1.6903,3.69,0.9456,0.4093,0.4596,0.4613,0.4597,0.61,0.47,0.4969,0.4659,0.4243,0.4672,0.4035,0.4717,0.021,0.0157,0.0023,0.1123,0.0397,0.0537,2.8776,positive,272.0,0.4154,119.0,98.0,2.0,2.0678
See Tình,Hoàng Thùy Linh,,single,54.0,2022-02-20,"v-pop, vinahouse, vietnamese hip hop, vietnam indie","Rap/Hip-hop, Pop",3bZGGKrMQLDGg18y2QqKFF,0r63ReVRjxrS4ATbLrdcrL,1.0,see tình - hoàng thùy linh.mp3,OK,OK,185.0,95.7,C:min,0.202746,2313.57,-3.155,11.9588,-8.9471,10.0942,-6.0107,10.4436,-6.5705,9.8556,-122.6354,122.6787,88.5682,43.1905,0.3322,29.1891,18.2011,19.3996,8.4899,16.864,-2.9159,18.6732,-0.5906,14.6026,-3.0931,13.2453,-4.4091,13.1947,0.099087,4785.6,22.74,16.54,18.52,18.96,18.54,19.25,44.87,0.03312,1.6681,3.44,0.9732,0.382,0.2833,0.3644,0.4496,0.328,0.4112,0.3066,0.3906,0.3261,0.2854,0.3855,0.3295,-0.0855,0.1566,0.0395,0.0092,-0.0102,0.0028,1.6931,negative,307.0,0.3713,97.0,104.0,12.0,1.6595
Seen,Trịnh Thăng Bình,,single,25.0,2017-06-15,"v-pop, vinahouse",Pop,1bAPRXVmGBQeMNI8x1dJCe,4co1OIKlUOsNNVJFSZzO9N,0.0,seen - trịnh thăng bình.mp3,OK,OK,235.65,78.3,E:min,0.193095,1788.53,7.2421,12.2179,-3.9101,8.4022,-2.0622,8.3001,-2.5301,8.5277,-154.4422,120.7682,108.2933,39.9106,29.9764,26.4877,18.2077,18.346,13.759,14.8973,-3.0069,13.7688,2.7989,11.0598,1.7218,11.4359,-8.4752,10.3407,0.064283,3949.76,20.48,18.03,21.26,20.06,18.99,19.38,46.86,0.010689,1.2263,2.86,0.9459,0.314,0.2155,0.2468,0.2634,0.3696,0.3401,0.3693,0.3382,0.2756,0.3423,0.2761,0.3414,0.1512,-0.0002,0.0155,0.0335,-0.0059,0.0234,3.0142,negative,369.0,0.3875,105.0,108.0,16.0,1.5659
Seenderella (feat. Công Dương),Chi Xê,Công Dương,single,27.0,2024-09-26,"v-pop, vietnam indie","Pop, Indie",0unGVBwzjNuyyd7Ig8h5fW,3TInd7W6K9AZ6lKYA3dviJ,0.0,seenderella (feat. công dương) - chi xê.mp3,OK,OK,192.0,99.38,E:maj,0.165768,1890.8,-3.0669,12.6419,-11.6519,11.4937,-6.5376,10.247,-6.4077,10.3978,-146.3496,120.9711,106.7096,37.303,3.4912,27.9069,12.0807,21.3638,7.8712,14.5756,-4.4402,17.9519,-4.1172,15.101,-3.2817,15.4297,-1.6744,13.8873,0.076,3917.06,21.91,17.3,21.06,20.98,20.29,19.18,45.75,0.015651,1.43,2.92,0.9644,0.2615,0.3191,0.2807,0.2694,0.4758,0.2932,0.3158,0.2556,0.392,0.4986,0.3278,0.4028,0.176,-0.1992,-0.0711,0.0558,0.0053,0.0049,2.0204,neutral,307.0,0.3779,96.0,98.0,7.0,1.599
Self Love,16 Typh,Lil Wuyn,single,21.0,2022-05-26,"vietnamese hip hop, v-pop, vietnam indie",Rap/Hip-hop,5Pf0yykyRVzypI1yTAeW8g,5U1dINFKjJlYNOSdMrHlRh,0.0,self love - 16 typh.mp3,OK,OK,183.58,129.2,G:min,0.148564,1346.52,2.7274,14.1977,-3.4635,11.9006,2.8333,13.5989,-5.9831,11.2083,-232.633,120.6308,128.6106,49.9353,35.5104,31.3691,19.6019,20.812,-0.1827,21.1118,5.7394,20.8863,-7.9606,16.2271,3.8307,16.0922,-3.1004,14.2502,0.038125,2805.1,21.25,18.47,22.53,22.79,19.99,20.27,45.85,0.004891,1.7582,3.91,0.9703,0.3537,0.3052,0.441,0.3724,0.3573,0.4265,0.3901,0.519,0.4453,0.601,0.6022,0.3488,0.1332,0.317,0.1189,-0.1025,0.063,-0.0185,3.7616,positive,375.0,0.528,164.0,136.0,18.0,2.0427
Selfish Man,B Ray,,album,38.0,2025-07-08,"vietnamese hip hop, v-pop, vinahouse, vietnam indie",Rap/Hip-hop,3hxspVjHxJtCbgcQJ4gT9c,1WvNgEoB66jmHodcj15Zi9,0.0,selfish man - b ray.mp3,OK,OK,217.29,143.55,C#:min,0.169115,2627.6,3.2857,8.8853,-2.3386,8.4085,8.5584,8.5736,1.9063,8.0751,-85.9709,89.3983,73.68,36.4364,9.5639,24.3684,35.4182,17.1478,4.1379,14.536,12.8503,12.883,0.0212,13.351,5.7248,10.4497,-0.7359,9.132,0.10748,5518.56,18.62,14.25,17.31,16.4,16.61,16.64,49.47,0.034312,1.7677,4.05,0.9599,0.5351,0.5005,0.4792,0.4504,0.4875,0.4446,0.4817,0.4131,0.3969,0.4657,0.5304,0.6042,0.0862,-0.0955,0.0525,-0.0352,-0.0083,-0.009,1.5794,negative,624.0,0.4712,187.0,194.0,33.0,2.8717
Sexy4eva,HIEUTHUHAI,King Of Rap,album,23.0,2020-10-13,"v-pop, vietnamese hip hop, vietnamese lo-fi, vietnam indie, vinahouse","Pop, Rap/Hip-hop",3wmyU7IUXV7yM3KA00KBG9,5HZtdKfC4xU0wvhEyYDWiY,0.0,sexy4eva - hieuthuhai.mp3,OK,OK,256.0,107.67,F:maj,0.258938,2234.84,1.5698,11.7868,-6.6378,11.0594,-2.9339,9.9177,-2.1543,8.7005,-70.7069,101.5752,94.9028,36.1658,6.0917,20.5406,13.1941,19.8633,13.4129,14.5117,1.5097,14.8778,-1.8332,15.2455,0.8868,11.7083,-4.7667,10.7197,0.084775,5022.31,21.18,16.93,20.08,19.83,20.06,18.74,46.33,0.022161,1.4419,3.95,0.9671,0.4256,0.2854,0.3746,0.306,0.2897,0.4776,0.2629,0.2951,0.264,0.4274,0.5582,0.3474,-0.0455,0.2056,-0.0496,-0.0584,0.0082,-0.0082,1.8038,neutral,262.0,0.5802,99.0,78.0,10.0,1.0234
