track_id,file_name,title,artists,is_hit,spotify_popularity,artist_followers,spotify_release_date,spotify_genres,total_plays,spotify_streams,duration_sec,tempo_bpm,musical_key,rms_energy,spectral_centroid_mean,mfcc10_mean,mfcc10_std,mfcc11_mean,mfcc11_std,mfcc12_mean,mfcc12_std,mfcc13_mean,mfcc13_std,mfcc1_mean,mfcc1_std,mfcc2_mean,mfcc2_std,mfcc3_mean,mfcc3_std,mfcc4_mean,mfcc4_std,mfcc5_mean,mfcc5_std,mfcc6_mean,mfcc6_std,mfcc7_mean,mfcc7_std,mfcc8_mean,mfcc8_std,mfcc9_mean,mfcc9_std,zero_crossing_rate,spectral_rolloff,spectral_contrast_band1_mean,spectral_contrast_band2_mean,spectral_contrast_band3_mean,spectral_contrast_band4_mean,spectral_contrast_band5_mean,spectral_contrast_band6_mean,spectral_contrast_band7_mean,spectral_flatness_mean,beat_strength_mean,onset_rate,tempo_stability,chroma1_mean,chroma2_mean,chroma3_mean,chroma4_mean,chroma5_mean,chroma6_mean,chroma7_mean,chroma8_mean,chroma9_mean,chroma10_mean,chroma11_mean,chroma12_mean,tonnetz1_mean,tonnetz2_mean,tonnetz3_mean,tonnetz4_mean,tonnetz5_mean,tonnetz6_mean,harmonic_percussive_ratio,lyric_total_words,lexical_diversity,noun_count,verb_count,adj_count,sentiment,sentiment_score,sentiment_confidence
5VEbCBsWrWI2I5OQhDrNJF,Chạy Ngay Đi (Sky Tour 2019).mp3,Chạy Ngay Đi (Sky Tour 2019),Sơn Tùng M-TP,0,33.0,7610913.0,2020-06-12,"v-pop, vinahouse, vietnamese hip hop, vietnam indie",263000.0,1378447.0,309.5,129.2,G:maj,0.112138,2698.57,5.0942,7.4885,-3.0831,7.0002,4.9901,7.2031,-2.8634,7.4854,-84.4731,61.5516,82.5215,24.9757,-5.0003,20.5899,14.2013,11.9647,1.486,10.7677,5.6204,10.2851,0.1995,9.6477,4.1207,8.6102,-2.5145,7.6482,0.116573,5816.47,22.29,13.43,16.46,16.19,16.85,17.09,47.99,0.041996,1.3618,3.87,0.9508,0.4073,0.388,0.4791,0.3968,0.4603,0.4572,0.4236,0.5188,0.4877,0.5818,0.4315,0.399,0.1376,0.1041,-0.0182,-0.0795,-0.0039,-0.007,1.8356,686.0,0.4359,233.0,211.0,50.0,neutral,-0.1208,0.2447
0aEUEtNf9u85BTvBI9Hsoq,Người Âm Phủ.mp3,Người Âm Phủ,Osad,1,52.0,293664.0,2018-01-01,"v-pop, vietnamese hip hop",405200000.0,11553739.0,130.56,60.09,C#:maj,0.283823,1924.87,6.7451,10.4116,-2.1826,14.3868,9.5543,10.4925,0.007,10.1105,-73.9532,86.8092,106.4023,41.9044,8.9592,20.4906,19.701,14.8455,9.636,13.5714,10.3075,13.5519,-0.1866,11.471,2.6292,10.4256,0.9987,9.4485,0.058313,4343.21,25.69,15.71,19.82,19.22,19.75,18.81,46.35,0.011356,1.4031,4.47,0.9571,0.4982,0.482,0.3138,0.3295,0.2724,0.3855,0.3796,0.4065,0.5019,0.4527,0.5387,0.4641,-0.1337,-0.0611,-0.0163,0.0029,0.0279,-0.0256,3.4419,299.0,0.5485,93.0,88.0,12.0,positive,0.4516,0.1818
5y3m3UvJRHDPCqO2SBq98f,Nơi Tình Yêu Bắt Đầu.mp3,Nơi Tình Yêu Bắt Đầu,Bùi Anh Tuấn,1,58.0,405890.0,2016-09-15,v-pop,79000.0,96251.0,268.87,123.05,A:min,0.159315,1859.94,8.5452,10.4456,-2.6546,8.6424,-2.1641,9.1186,-2.9154,8.5738,-135.4467,96.5128,109.4502,31.0185,18.8938,20.9348,22.4703,16.7795,3.6715,12.5037,5.22,9.665,-0.6858,9.5901,5.289,8.3397,-0.8287,9.0657,0.073692,4062.82,21.46,17.97,21.03,21.45,20.07,18.9,51.1,0.01027,1.265,2.81,0.9722,0.334,0.2397,0.3794,0.2744,0.3522,0.24,0.2153,0.3318,0.323,0.4318,0.2898,0.3429,0.2224,0.1082,-0.0479,0.0347,0.0021,0.0099,2.8123,288.0,0.2951,107.0,78.0,12.0,positive,0.7557,0.206
2c0QMztYu6PCfFrGLqHXIV,Răng Khôn (feat. RIN9).mp3,Răng Khôn (feat. RIN9),Phí Phương Anh,1,50.0,53217.0,2021-04-22,"v-pop, vietnamese lo-fi, vinahouse",59700000.0,20780199.0,231.59,83.35,G:maj,0.19214,2274.42,-2.3517,12.4741,-9.7389,9.2649,-3.2128,10.1889,-7.1313,9.1353,-107.2608,117.0385,97.6172,37.8387,23.0738,18.2726,12.9508,15.9573,2.5268,12.3982,1.9575,12.9332,-8.8606,9.9264,-6.2827,10.6679,-8.0622,9.4976,0.087506,5179.26,23.69,17.08,22.71,20.99,20.25,18.98,49.09,0.016355,1.259,3.23,0.9488,0.2341,0.1921,0.3408,0.1945,0.225,0.1627,0.3296,0.4528,0.2418,0.3555,0.2411,0.4086,0.2769,0.0226,0.1241,-0.0565,0.0014,-0.0078,2.8538,154.0,0.6948,48.0,43.0,8.0,neutral,0.102,0.262
20BPNO5wYqbcDw7k2ODxHb,Chong Đèn Canh Thâu.mp3,Chong Đèn Canh Thâu,Trungg I.U,0,31.0,5330.0,2025-07-18,"v-pop, vinahouse, vietnam indie",256000.0,117252.0,318.62,152.0,A#:min,0.098203,1860.63,1.95,8.8481,-1.3329,8.7706,0.3174,8.3061,-4.0718,8.9344,-184.8288,116.0101,109.8935,35.0581,8.495,17.5128,14.3059,14.9561,6.9811,11.0607,6.2115,9.4529,-2.9097,8.7253,2.6019,8.5435,-3.7034,8.3978,0.070159,4102.91,24.27,17.88,21.58,20.25,19.97,19.47,48.16,0.011654,1.1212,1.83,0.9482,0.3716,0.3815,0.2267,0.3036,0.2394,0.375,0.2905,0.2024,0.2698,0.2178,0.2978,0.2232,-0.2527,0.017,-0.0843,0.0123,-0.001,0.0128,3.4397,156.0,0.7949,51.0,41.0,13.0,neutral,-0.0602,0.2128
45PPoUgqs3JrhkZGEzSUHT,"3107 4 (feat. Erik, Nâu).mp3","3107 4 (feat. Erik, Nâu)",W/N,1,59.0,1797397.0,2022-07-31,"v-pop, vietnamese lo-fi, vietnamese hip hop, vietnam indie",3107.0,26514754.0,213.91,129.2,G#:min,0.20836,1923.78,2.3233,12.2569,-11.0007,9.9701,-3.4842,9.0906,-5.168,8.5086,-98.4128,75.8568,115.0872,37.2217,2.0924,31.7481,8.3885,17.6164,5.9733,17.4046,-5.5213,13.7347,-6.5682,12.2273,-3.9981,11.3979,-15.2827,14.1988,0.07702,3953.74,21.17,16.58,20.26,19.73,19.8,20.23,47.77,0.010661,1.4136,2.7,0.953,0.2939,0.342,0.2497,0.36,0.2771,0.2546,0.3267,0.2944,0.3863,0.2937,0.4149,0.4191,-0.1308,-0.134,0.0756,0.0349,0.0029,-0.0095,3.0653,364.0,0.4725,110.0,114.0,11.0,neutral,0.1724,0.1768
5tuggdTrO21Wi9ydcyUXlX,Qua Khung Cửa Sổ.mp3,Qua Khung Cửa Sổ,Chillies,1,52.0,981747.0,2021-05-05,"v-pop, vietnam indie, vietnamese hip hop",2000.0,10372718.0,299.09,136.0,E:maj,0.181072,1489.25,-4.8241,11.3151,-7.25,9.4599,-6.9799,8.8976,-6.669,9.7466,-153.6582,94.6038,128.6177,42.1062,14.9987,20.2739,12.651,17.9743,6.9804,13.6101,3.6651,14.2466,-17.3001,11.7834,0.4986,12.4735,-10.1621,10.4444,0.057522,3101.87,25.53,19.25,23.1,22.24,22.83,19.94,47.43,0.010382,1.057,2.67,0.9411,0.2039,0.3485,0.284,0.2492,0.5219,0.2195,0.1589,0.1439,0.347,0.427,0.2161,0.2812,0.2758,-0.2806,-0.1096,0.1214,0.0156,-0.0281,4.8436,262.0,0.416,76.0,83.0,7.0,neutral,-0.0303,0.2143
6B4AdZzwagId7wvWeJEkiq,Độ Tộc 2.mp3,Độ Tộc 2,Độ Mixi,0,38.0,69688.0,2021-09-22,"vietnamese hip hop, v-pop",34300000.0,5112203.0,201.03,117.45,F#:min,0.172449,2041.86,2.1331,16.2211,-5.9729,14.0963,2.4709,13.6273,-3.5521,14.065,-155.1097,128.375,92.052,42.8662,5.535,31.4742,19.4305,21.8872,10.1768,20.0834,9.5649,19.0546,4.205,15.5237,-0.8685,16.0637,-4.88,14.3781,0.082884,4273.48,19.9,16.24,19.92,18.63,19.65,19.67,47.41,0.016126,2.0094,3.68,0.972,0.3513,0.4645,0.3428,0.2975,0.3132,0.3154,0.4277,0.325,0.3763,0.3621,0.3086,0.385,0.0127,-0.14,-0.0872,-0.07,0.0076,0.0169,1.617,390.0,0.5821,117.0,100.0,24.0,positive,0.2816,0.2294
3AWGEluq3VIBh4k4aIJN1p,Sau Lưng Anh Có Ai Kìa.mp3,Sau Lưng Anh Có Ai Kìa,Thiều Bảo Trâm,0,49.0,143320.0,2022-04-11,"v-pop, vietnamese lo-fi",43300000.0,9473581.0,302.59,161.5,A#:maj,0.150449,1925.68,7.7935,11.8051,-17.4213,14.2253,3.081,9.5609,-6.8878,9.4532,-135.9557,102.2505,110.0583,35.4377,8.7,18.208,17.3708,19.484,0.7493,11.8482,6.5902,11.8281,-1.0891,11.2428,-1.0277,10.1876,-7.2579,11.4159,0.079887,4163.22,20.78,17.45,21.93,21.58,21.13,21.52,52.0,0.008136,1.0766,2.23,0.9599,0.387,0.1993,0.2904,0.3271,0.2237,0.3584,0.2322,0.3515,0.2967,0.2421,0.3482,0.2485,-0.1286,0.2824,0.0304,0.0255,-0.0139,-0.0105,2.6437,360.0,0.3667,91.0,99.0,34.0,neutral,0.0599,0.274
5rVRjE3K44dbMAVtjvLdQh,Hoa Nở Không Màu.mp3,Hoa Nở Không Màu,Hoài Lâm,0,48.0,422311.0,2020-05-30,"v-pop, vietnamese lo-fi, vietnamese bolero, bolero, vietnam indie",7800000.0,12349781.0,328.11,143.55,F:min,0.186988,1591.48,-6.0113,11.4795,-6.3801,11.2755,-8.8362,11.343,-2.4518,9.9597,-143.8582,112.0036,117.0761,38.016,-0.7806,18.1939,22.5086,16.9125,-5.836,12.8751,-2.1405,12.4082,-7.2735,11.5916,-3.7071,11.3548,-14.2545,12.4934,0.072132,3156.51,25.83,19.84,22.8,22.52,21.7,21.63,48.79,0.018984,1.0619,2.28,0.9586,0.2875,0.327,0.1995,0.2718,0.2047,0.3253,0.2635,0.1603,0.2384,0.1994,0.2668,0.1839,-0.2272,0.008,-0.0838,-0.0401,0.0039,0.0173,4.5245,268.0,0.4067,60.0,86.0,20.0,neutral,0.0755,0.3046
5lNJtOVO7b44Aae8zJ5fFB,Xin Đừng Nhấc Máy.mp3,Xin Đừng Nhấc Máy,B Ray,1,53.0,1311337.0,2021-04-01,"vietnamese hip hop, v-pop, vinahouse, vietnam indie",29500000.0,19200695.0,186.08,95.7,E:min,0.265622,2053.01,2.0884,12.0067,-5.8329,12.5939,1.3022,11.4485,-4.2171,10.4875,-93.5631,98.0687,101.3196,45.4565,18.3699,26.3548,21.2954,23.2417,7.5094,17.1564,-1.7541,17.068,-1.2429,15.9584,-0.585,13.6713,-7.3008,13.5095,0.079413,4335.25,21.25,16.56,19.99,19.67,20.46,20.73,47.08,0.020442,1.8328,3.29,0.9735,0.3733,0.3272,0.3989,0.3246,0.3887,0.291,0.3353,0.3856,0.3634,0.4557,0.3805,0.435,0.1588,-0.0081,0.0115,0.0011,-0.0148,0.0031,1.7522,338.0,0.5592,118.0,120.0,6.0,positive,0.5165,0.1233
3OVMe3H6iAxbLF8iD2UYrw,Chúng Ta Của Tương Lai.mp3,Chúng Ta Của Tương Lai,Sơn Tùng M-TP,1,60.0,7610913.0,2024-03-08,"v-pop, vinahouse, vietnamese hip hop, vietnam indie",15400000.0,38810781.0,276.53,143.55,C:maj,0.207975,1522.66,5.5303,10.9784,-1.4517,11.7976,6.3623,10.4788,-4.3243,10.8554,-144.6396,119.3753,121.5527,46.5257,7.13,33.1416,17.9681,19.8057,6.8096,15.8537,1.9232,14.7514,1.6766,13.3627,-0.3045,12.4673,-2.6762,11.0069,0.055149,3076.42,23.48,16.23,19.34,17.84,18.35,19.46,47.42,0.0312,1.395,3.01,0.9704,0.3858,0.2713,0.3152,0.2538,0.3542,0.4493,0.3157,0.4561,0.3408,0.4045,0.2932,0.2949,0.0627,0.1576,0.0059,0.0724,0.0012,-0.0183,2.7644,367.0,0.4223,101.0,111.0,30.0,negative,-0.2444,0.2954
5ZRsfmDqd04BcmCqJPB9AV,Cung Đàn Vỡ Đôi.mp3,Cung Đàn Vỡ Đôi,Chi Pu,0,36.0,365798.0,2020-06-04,"v-pop, vinahouse, vietnam indie",250000.0,3052950.0,141.82,89.1,G#:maj,0.141569,1983.27,-1.417,11.3825,-6.1819,11.1,-0.5969,10.002,-5.3881,10.7317,-197.1497,115.4019,100.465,46.4658,30.2273,30.4778,16.6792,17.8243,5.6772,16.0486,-2.4728,16.5519,-1.6525,12.8402,-2.5127,13.7144,-3.6847,11.023,0.063658,4515.22,23.05,18.11,21.44,20.74,19.21,19.13,45.62,0.021287,1.4121,2.2,0.9441,0.3752,0.2499,0.3061,0.542,0.3296,0.3812,0.2419,0.3078,0.366,0.2872,0.4024,0.2949,-0.2449,0.1209,0.0719,0.0811,-0.0071,0.0243,2.2536,123.0,0.7724,34.0,34.0,8.0,neutral,0.0707,0.3511
3fw9v7CztM2mqu1jCtbg9f,Bóng Phù Hoa.mp3,Bóng Phù Hoa,Phương Mỹ Chi,1,50.0,239689.0,2023-09-18,"v-pop, vietnamese bolero",7000.0,8182254.0,274.62,143.55,G#:min,0.190261,2054.63,2.7353,9.4943,-6.4791,9.7943,3.1099,9.8979,2.3789,10.1494,-112.0284,116.6994,101.7361,33.3039,4.5739,20.3962,17.5814,14.5213,0.2927,13.3387,2.3057,12.6409,5.6553,10.5377,-1.7947,10.7328,-0.1119,10.3905,0.085862,4360.5,23.63,16.14,21.13,21.5,20.52,20.24,47.89,0.019881,1.1375,2.2,0.9627,0.2269,0.3641,0.2661,0.4229,0.2236,0.2028,0.2996,0.2282,0.343,0.2186,0.2846,0.3111,-0.1267,-0.1686,0.1344,0.0418,-0.0087,0.0036,3.4909,217.0,0.4516,101.0,66.0,18.0,negative,-0.3409,0.3132
7bn8ckDTI4EQIKZ6jRL4K0,Chúng Ta Không Thuộc Về Nhau.mp3,Chúng Ta Không Thuộc Về Nhau,Sơn Tùng M-TP,1,62.0,7610913.0,2017-04-01,"v-pop, vinahouse, vietnamese hip hop",202000.0,7186319.0,233.02,103.36,G:maj,0.257394,2109.79,7.832,10.18,-3.7295,10.0121,6.6922,7.7201,-1.0086,8.9217,-62.6244,105.4393,101.4555,32.4798,1.0242,18.5026,14.7305,16.112,-0.3271,12.1526,5.5826,12.4789,1.834,12.5963,1.6668,12.7436,-0.9071,11.6269,0.081984,4575.09,20.66,16.31,19.17,18.33,17.75,18.13,49.01,0.019165,1.4652,4.41,0.9778,0.4307,0.2585,0.3476,0.2482,0.3741,0.2883,0.3574,0.5218,0.3762,0.4705,0.313,0.4256,0.1584,0.1125,0.0419,0.0453,0.0163,-0.0066,2.4754,443.0,0.2889,128.0,125.0,10.0,neutral,-0.1852,0.4637
5Ov59KSL4FPruAFR8UXZPB,When I'm Gone.mp3,When I'm Gone,LAMOON,0,46.0,45286.0,2025-09-04,v-pop,232000.0,585752.0,248.1,123.05,B:min,0.165165,1968.5,-5.8887,10.1427,-12.2043,9.843,-1.5163,9.1911,-10.5822,11.2646,-117.9439,103.3113,113.346,30.9923,-1.745,17.6692,6.0377,15.1142,4.2025,11.348,1.599,13.8286,-0.793,11.2307,-10.9381,11.3881,-3.0891,11.1653,0.086628,4157.08,24.18,17.13,21.35,20.94,21.67,22.11,47.41,0.013552,1.0774,1.93,0.9537,0.2557,0.4196,0.2423,0.1527,0.2451,0.198,0.4167,0.2122,0.338,0.2929,0.2433,0.3948,0.0554,-0.3538,-0.0109,-0.0464,-0.0194,-0.0203,3.9522,0.0,0.0,0.0,0.0,0.0,positive,0.2464,0.227
6p5YdzjbV80ZmzIwk3rvMr,Bông Hoa Nhài.mp3,Bông Hoa Nhài,JustaTee,0,37.0,18477.0,2025-06-10,"v-pop, vietnamese hip hop, vietnam indie",25600000.0,678911.0,235.14,152.0,E:maj,0.211354,2624.6,8.5976,10.1352,1.1971,8.778,1.2519,8.2839,-4.3664,7.9053,-78.0742,95.9781,77.1942,34.5197,15.3256,19.8185,12.7009,16.9031,5.7639,14.2924,12.3143,11.3885,0.0985,11.5821,8.1885,10.5508,0.4461,10.7437,0.10623,5928.83,21.7,17.27,19.64,19.46,19.5,17.56,46.72,0.034254,1.7395,3.54,0.97,0.3613,0.4076,0.2957,0.2904,0.3936,0.3558,0.4853,0.3327,0.4055,0.4396,0.4028,0.5058,0.112,-0.2025,0.0223,-0.0197,-0.0131,0.0136,2.0643,431.0,0.3898,179.0,136.0,22.0,positive,0.3143,0.2117
4TyQKEifYDWTfTSRwpxlYI,bông hoa đẹp nhất.mp3,bông hoa đẹp nhất,quân a.p,1,60.0,903106.0,2020-09-07,"v-pop, vietnamese lo-fi",224800000.0,22835767.0,315.26,117.45,C:maj,0.197956,1974.48,1.9106,10.8627,-6.2462,9.5997,0.9823,9.6443,-3.2891,9.0083,-108.925,129.4523,103.7305,32.5676,0.5255,21.0596,19.0314,14.9237,3.1259,14.2742,-3.7854,11.2661,2.2195,12.0551,-1.1696,10.9167,-5.5676,11.0338,0.085149,4086.92,23.86,17.28,21.67,20.62,19.35,20.24,47.04,0.014744,1.0918,2.17,0.959,0.368,0.2929,0.4317,0.269,0.3771,0.2997,0.2472,0.3114,0.235,0.2898,0.1871,0.2752,0.1799,0.1429,-0.0236,0.0451,-0.0155,-0.0109,2.7278,407.0,0.2482,151.0,106.0,21.0,positive,0.2605,0.2633
2YO5CN3A4FhBjUle4nt9UK,Đoạn Đường Tương Lai.mp3,Đoạn Đường Tương Lai,Khang Việt,0,33.0,0.0,2025-05-08,"vinahouse, v-pop",3500000.0,202154.0,342.86,129.2,F#:min,0.139018,1995.81,-1.0314,11.69,-3.8553,11.379,-0.8777,11.0296,0.406,10.1658,-143.6255,105.4216,107.5682,31.8807,7.3803,19.056,15.0195,18.8291,1.1392,12.1232,-1.6567,11.068,-3.7467,12.0094,3.9237,11.2731,-9.3006,12.5131,0.085259,4356.01,24.23,17.52,21.81,21.52,21.21,21.5,49.34,0.012997,1.1539,2.31,0.9467,0.2439,0.3926,0.3558,0.2009,0.2981,0.2266,0.4217,0.2015,0.1939,0.3163,0.2357,0.392,0.1847,-0.2704,0.0164,-0.1216,-0.0251,0.0052,3.417,168.0,0.7143,39.0,54.0,10.0,neutral,0.1475,0.2933
6SfljFag2auetsjHi9V2BU,Những Ngày Trời Bao La.mp3,Những Ngày Trời Bao La,Jun Phạm,1,50.0,37958.0,2025-06-12,v-pop,872000.0,1560767.0,238.15,129.2,D:maj,0.225573,2279.62,7.4843,10.998,0.1796,8.5284,-0.3467,7.6497,-2.4344,8.1704,-84.0835,100.8682,89.8188,28.1687,26.8479,21.0898,21.6874,16.3543,12.8326,13.3087,8.7819,11.802,3.5947,11.1922,4.5462,9.115,-1.9814,9.5518,0.082267,5340.67,16.49,16.7,19.94,18.86,18.33,17.49,45.23,0.022768,1.6329,3.72,0.9738,0.2741,0.2792,0.3689,0.2866,0.3517,0.263,0.338,0.4267,0.3763,0.4218,0.3038,0.3379,0.2002,-0.0015,0.0101,-0.0036,0.0149,-0.0003,1.6742,519.0,0.4046,156.0,131.0,68.0,positive,0.2436,0.243
2Voeolkjs3dZxjK04Kpdkh,một mình ở đây.mp3,một mình ở đây,bùi lan hương,0,32.0,64114.0,2025-06-20,"v-pop, vietnam indie",151000.0,227802.0,240.0,123.05,F#:min,0.168545,1893.67,10.9607,11.4762,-8.9842,10.3214,-1.7388,10.1493,-4.4764,11.7451,-131.2596,117.2716,109.824,33.6359,2.8198,23.0925,8.5755,15.4535,-0.0436,12.2609,-1.2047,12.6031,4.7831,12.6061,-6.5334,10.2595,-3.1768,9.7518,0.083935,3793.64,23.99,18.31,20.81,21.59,22.09,23.82,47.75,0.008827,1.1341,2.85,0.9552,0.2026,0.3633,0.2396,0.1471,0.144,0.2379,0.4723,0.2496,0.3989,0.3306,0.1707,0.2142,-0.0358,-0.2865,-0.0766,-0.0954,-0.0266,0.0404,3.1881,260.0,0.4,85.0,79.0,16.0,neutral,-0.1385,0.2138
5XnkbEgL1vKoor7Us9YLTr,lo người ướt áo.mp3,lo người ướt áo,nguyễn thạc bảo ngọc,0,0.0,0.0,2025-11-11,"vinahouse, v-pop",640000.0,16117.0,300.64,95.7,F#:min,0.18572,1928.74,1.3498,12.7197,-12.9552,11.5408,-6.2369,9.9038,-10.6911,9.8777,-141.3956,112.3484,109.0209,37.7491,18.1185,20.1076,6.8795,18.3015,5.8114,11.8846,-6.143,13.8686,-5.8647,10.6091,-5.0947,11.6411,-10.7168,11.6149,0.07217,4386.46,21.89,19.34,23.78,23.57,22.73,22.19,49.61,0.006635,1.1631,2.59,0.9538,0.1868,0.2786,0.1842,0.157,0.3018,0.2481,0.4297,0.2475,0.2589,0.2113,0.145,0.2501,0.1218,-0.2495,-0.0551,-0.0412,0.0064,-0.0129,4.1523,282.0,0.3759,101.0,90.0,18.0,neutral,0.0737,0.2819
1arYzhjZeNFSzHDXL1YjOd,cưa em bốn mùa.mp3,cưa em bốn mùa,nb3 hoài bảo,0,32.0,52019.0,2025-10-27,"vinahouse, vietnamese lo-fi, v-pop, lo-fi",578000.0,55820.0,267.84,89.1,C:maj,0.322478,1683.78,0.6553,9.1822,-1.6384,9.8071,-3.8493,9.1907,-1.0924,8.9527,-82.8384,113.8353,114.264,32.9972,8.6769,23.024,18.4139,17.2625,11.6301,12.7391,-2.8481,13.3758,-3.2577,11.4873,-1.7266,10.4867,-7.5533,11.0402,0.066059,3414.8,20.42,19.75,21.94,20.69,20.48,19.89,44.54,0.008664,1.1434,2.42,0.9609,0.4407,0.2405,0.3564,0.1914,0.2845,0.199,0.1944,0.3649,0.2056,0.2299,0.156,0.2739,0.2656,0.2503,0.0451,0.1068,0.0036,0.0136,3.8997,415.0,0.2795,169.0,116.0,20.0,positive,0.6422,0.324
2cY72eGi5dHcjRgKijHFFu,mảnh tình sai đôi - thành đạt.mp3,mảnh tình sai đôi,thành đạt,0,34.0,23922.0,2025-10-08,"vinahouse, v-pop",1200000.0,76997.0,273.49,129.2,A:min,0.102639,1737.27,-1.9335,11.4142,-4.5427,10.5871,-6.1352,9.9771,-0.5841,9.9189,-200.4623,108.5726,110.8137,35.5098,14.9418,19.6958,20.3172,18.8949,2.4746,14.6142,2.0934,12.0928,-1.5958,11.6436,1.1712,11.2904,-9.5895,12.7287,0.071453,3664.3,24.2,18.47,22.3,21.53,21.27,21.05,47.96,0.008776,1.1466,2.88,0.9602,0.2886,0.221,0.3713,0.2706,0.3994,0.2684,0.2065,0.2815,0.2188,0.3264,0.2126,0.3186,0.2789,0.0594,-0.0559,0.0924,-0.001,-0.0052,3.0947,294.0,0.3503,84.0,73.0,20.0,neutral,0.0693,0.2971
29Tj2R8sZZ3fzlXZVe1OyY,pin dự phòng.mp3,pin dự phòng,dương domic,1,57.0,751013.0,2024-11-22,"v-pop, vietnamese hip hop",12400000.0,11314940.0,226.42,107.67,D#:maj,0.234858,1853.67,0.6617,11.4394,-2.6688,9.4887,-1.1767,9.1929,-3.8659,8.3652,-106.349,108.8952,116.9694,37.732,17.3366,22.1324,15.8702,17.6821,9.9047,15.4012,4.4784,12.4505,-0.4999,13.4885,-3.1318,11.9168,-4.9172,9.781,0.081095,3776.51,21.66,15.99,19.6,18.64,18.92,17.5,46.19,0.027409,1.4265,3.81,0.9661,0.3372,0.247,0.3604,0.4196,0.2636,0.3368,0.3131,0.52,0.4391,0.351,0.4286,0.3086,-0.0874,0.1153,0.1424,0.0633,-0.0008,-0.0302,2.1844,426.0,0.3427,123.0,141.0,28.0,neutral,-0.0166,0.1803
2FkAmNeQP75saHAecg0vkr,mình là người yêu cũ.mp3,mình là người yêu cũ,khả hiệp,0,37.0,6738.0,2025-07-22,"vinahouse, v-pop, vietnamese lo-fi",12400000.0,183746.0,293.02,86.13,A:min,0.130891,1635.52,-3.5812,10.9377,-4.5544,9.9337,-3.8667,9.625,-4.4691,9.1916,-171.466,123.3822,114.7517,31.6353,6.6232,25.8029,17.4553,16.6984,6.3817,13.6221,-1.6798,12.3912,-3.9097,11.0949,-3.2899,10.7751,-9.5424,11.5576,0.066086,3299.83,25.52,18.66,22.34,20.8,20.82,20.53,46.66,0.009785,1.0722,2.0,0.9591,0.3725,0.2505,0.416,0.2209,0.3271,0.3441,0.2119,0.2767,0.2121,0.336,0.1862,0.202,0.2414,0.2512,-0.1427,-0.0117,-0.0401,0.0106,3.4989,141.0,0.5816,49.0,42.0,5.0,positive,0.4286,0.2319
7sKeO4FYQzjMUCnoyTo3dh,Hạ Còn Vương Nắng.mp3,Hạ Còn Vương Nắng,DatKaa,1,56.0,106641.0,2021-04-04,"v-pop, vinahouse, vietnamese lo-fi",182900000.0,5976258.0,285.61,99.38,C:maj,0.166937,2206.58,1.6002,11.3829,-1.7845,9.9654,-1.0783,10.8926,-3.1163,8.8247,-123.5397,124.1403,96.6876,37.0583,5.3926,29.8384,4.5683,17.9432,5.0586,14.7633,4.3602,15.499,-3.0123,12.2988,-0.7288,12.2292,-7.4696,10.9811,0.084077,4919.96,19.67,17.24,20.01,18.86,18.63,17.06,47.02,0.019446,1.4455,4.11,0.9813,0.4689,0.2789,0.3365,0.3115,0.4713,0.2787,0.2801,0.4314,0.2648,0.3102,0.2578,0.3931,0.1813,0.0778,0.0265,0.1374,0.0243,0.0096,1.914,563.0,0.3606,163.0,159.0,27.0,neutral,-0.0876,0.2623
2e6uyFP80Vuaz7V7bDWD0e,Chạy Khỏi Thế Giới Này.mp3,Chạy Khỏi Thế Giới Này,Da LAB,1,60.0,1230645.0,2022-06-30,"v-pop, vietnamese hip hop, vietnam indie, vietnamese lo-fi, vinahouse",17000000.0,50647828.0,255.43,143.55,F:maj,0.158406,1812.9,2.0015,9.7121,-5.0436,9.6321,-0.5399,8.7871,-10.1718,8.5695,-131.966,93.7299,114.1682,40.4929,22.7488,22.1,27.5908,19.1223,1.0433,14.2562,3.9807,14.7153,1.8578,12.4864,-1.4543,10.8675,-2.3789,9.985,0.066309,3988.23,24.26,16.21,20.73,20.5,19.05,18.77,47.18,0.010873,1.4425,3.39,0.9635,0.4168,0.2495,0.2633,0.194,0.3585,0.5192,0.2738,0.3598,0.2831,0.4273,0.3183,0.2657,0.0584,0.2309,-0.1295,0.0234,0.0049,0.003,2.7039,540.0,0.3981,184.0,147.0,31.0,neutral,0.0386,0.2731
7frRLER8KT0oAe2ueNalnf,Ở ĐÂY AI CŨNG THƯƠNG CON.mp3,Ở ĐÂY AI CŨNG THƯƠNG CON,ANH TRAI SAY HI,0,0.0,0.0,2025-11-18,"v-pop, vietnamese hip hop",336000.0,186662.0,270.72,123.05,C:maj,0.192541,1746.3,3.5222,12.6972,-5.8324,10.5909,-4.1019,10.2595,-5.079,11.8615,-141.9903,127.5609,110.566,40.4908,19.0614,22.6255,20.488,20.9263,1.8888,13.7748,-0.0049,14.3434,-4.4827,13.7288,-1.6746,12.5954,-11.2628,12.5459,0.067238,3806.3,23.78,18.43,22.22,21.28,19.95,19.95,46.74,0.008844,1.2108,2.14,0.9476,0.4169,0.2611,0.3322,0.2406,0.3458,0.3661,0.2331,0.342,0.2387,0.2879,0.2106,0.286,0.17,0.1805,-0.0131,0.098,-0.0165,-0.009,2.7688,391.0,0.4425,124.0,96.0,20.0,positive,0.3548,0.2062
