track_id,file_name,title,artists,is_hit,spotify_popularity,artist_followers,spotify_release_date,spotify_genres,total_plays,spotify_streams,duration_sec,tempo_bpm,musical_key,rms_energy,spectral_centroid_mean,mfcc10_mean,mfcc10_std,mfcc11_mean,mfcc11_std,mfcc12_mean,mfcc12_std,mfcc13_mean,mfcc13_std,mfcc1_mean,mfcc1_std,mfcc2_mean,mfcc2_std,mfcc3_mean,mfcc3_std,mfcc4_mean,mfcc4_std,mfcc5_mean,mfcc5_std,mfcc6_mean,mfcc6_std,mfcc7_mean,mfcc7_std,mfcc8_mean,mfcc8_std,mfcc9_mean,mfcc9_std,zero_crossing_rate,spectral_rolloff,spectral_contrast_band1_mean,spectral_contrast_band2_mean,spectral_contrast_band3_mean,spectral_contrast_band4_mean,spectral_contrast_band5_mean,spectral_contrast_band6_mean,spectral_contrast_band7_mean,spectral_flatness_mean,beat_strength_mean,onset_rate,tempo_stability,chroma1_mean,chroma2_mean,chroma3_mean,chroma4_mean,chroma5_mean,chroma6_mean,chroma7_mean,chroma8_mean,chroma9_mean,chroma10_mean,chroma11_mean,chroma12_mean,tonnetz1_mean,tonnetz2_mean,tonnetz3_mean,tonnetz4_mean,tonnetz5_mean,tonnetz6_mean,harmonic_percussive_ratio,lyric_total_words,lexical_diversity,noun_count,verb_count,adj_count,sentiment,sentiment_score,sentiment_confidence
7uUuftbcr94tzGOCJSM25u,in love.mp3,in love,low g,1,66.0,1860011.0,2025-10-21,"vietnamese hip hop, v-pop, vietnam indie",927000.0,5507656.0,200.92,89.1,B:maj,0.189586,2362.95,2.1884,12.7072,-12.5252,11.7096,-4.8087,11.282,-6.8117,9.9825,-91.8642,97.7217,89.1469,37.1692,6.5251,27.57,21.405,16.1361,-3.2924,19.2844,7.9413,14.5026,-4.3066,13.022,-0.2482,14.04,-9.7655,10.7833,0.095272,5088.66,22.81,17.4,20.35,19.49,18.92,18.89,47.95,0.018413,1.6207,4.06,0.9799,0.3337,0.3585,0.2664,0.3506,0.2897,0.3048,0.4585,0.2889,0.3196,0.2924,0.4342,0.5275,-0.0806,-0.2325,0.0944,-0.0289,-0.0058,0.0095,1.7131,589.0,0.4041,222.0,190.0,39.0,positive,0.4583,0.2156
2uxjHthUJd2A8PmWaUGGsI,Chờ Anh Nhé.mp3,Chờ Anh Nhé,Hoàng Dũng,1,60.0,739209.0,2019-03-06,"v-pop, vietnam indie, vietnamese lo-fi, vietnamese hip hop",83700000.0,3134745.0,322.51,161.5,G:maj,0.165409,2067.38,-2.6345,10.7964,-5.7146,11.0871,-4.7337,10.0057,-3.3267,10.5409,-119.3821,87.8592,99.8665,31.0519,-0.2644,16.5295,10.7398,15.981,3.4995,12.6808,-1.4684,12.3952,-1.7402,10.7324,-2.2077,11.519,-5.5293,10.2987,0.09487,4238.64,24.61,19.13,23.79,23.4,22.71,22.44,48.58,0.008893,1.063,2.35,0.9618,0.366,0.1743,0.2984,0.1784,0.3566,0.2075,0.172,0.3255,0.1612,0.2147,0.1361,0.3156,0.2875,0.166,0.0759,0.1229,0.0071,0.0016,4.6659,317.0,0.2524,114.0,92.0,21.0,neutral,0.039,0.2139
0sVd1ZavOfbqd5AHspc1Tr,Yêu Em Rất Nhiều.mp3,Yêu Em Rất Nhiều,Hoàng Tôn,1,57.0,297035.0,2017-09-22,"v-pop, vietnamese hip hop, vinahouse, vietnam indie",167400000.0,16864242.0,269.96,129.2,A:maj,0.163772,1970.24,4.9408,11.9671,-7.4061,9.6026,-6.9247,9.9893,-3.2484,9.5446,-139.3197,110.0011,103.2533,35.2355,10.5301,18.5916,12.4633,16.4755,5.1016,12.2946,-5.6534,13.0456,-8.5994,12.1706,-3.7514,12.1207,-9.7567,11.0236,0.074741,4223.42,22.75,19.14,23.12,22.29,21.38,20.19,47.19,0.019539,1.285,2.92,0.9672,0.1934,0.3017,0.2832,0.2002,0.3788,0.202,0.2363,0.155,0.2732,0.3553,0.1923,0.315,0.1893,-0.2153,-0.0782,0.0482,-0.0016,-0.0241,3.1146,212.0,0.5708,70.0,60.0,16.0,neutral,0.1753,0.1964
6GUKRhIsWxA7VuZW8MKQLG,không thời gian.mp3,không thời gian,dương domic,1,67.0,751013.0,2025-09-20,"v-pop, vietnamese hip hop",3200000.0,8317829.0,217.73,95.7,D:maj,0.17606,1786.54,3.2572,10.2589,-1.9208,8.8103,1.658,8.5925,-2.7787,8.8606,-122.0251,116.588,122.9625,43.3126,7.0013,20.9612,9.7295,15.5065,6.9202,11.7938,1.6647,12.9272,1.0266,10.4769,2.6629,9.539,-7.8197,11.8084,0.069055,3828.25,22.69,15.88,20.0,20.12,19.53,19.42,48.64,0.009315,1.1736,3.35,0.9445,0.2468,0.4354,0.5382,0.2865,0.3553,0.2626,0.3634,0.2433,0.3059,0.5452,0.3,0.2812,0.2673,-0.1211,-0.0446,-0.1305,-0.0065,0.0331,2.6236,311.0,0.3923,112.0,94.0,23.0,positive,0.4815,0.2207
6EY7APohRpAo7qozuKSZGn,Trong Bao Nỗi Buồn.mp3,Trong Bao Nỗi Buồn,Ronboogz,0,44.0,454964.0,2025-04-04,"v-pop, vietnamese hip hop, vietnam indie",119000.0,743286.0,293.33,129.2,D:maj,0.151717,1252.77,-3.2304,12.3102,-3.4773,10.4168,4.0092,10.6654,-8.5692,10.6442,-194.3609,112.6384,130.1591,43.5422,15.0073,28.2221,7.8867,18.9093,3.3987,14.8328,3.2745,13.5274,-11.2956,12.025,-4.3513,12.4282,-7.8382,13.0903,0.049806,2357.05,25.39,19.64,22.87,21.15,21.34,20.68,46.73,0.039137,1.1665,2.94,0.9476,0.2646,0.219,0.3519,0.1936,0.2103,0.1694,0.3757,0.3437,0.1924,0.2523,0.1894,0.3083,0.2385,-0.0059,0.1349,-0.0887,-0.0082,0.036,3.6011,537.0,0.4413,171.0,150.0,33.0,neutral,0.0909,0.1984
7tqOgtCSj0EP9MTfEvEhSH,Chẳng Hiểu Anh Dạo Này.mp3,Chẳng Hiểu Anh Dạo Này,Trungg I.U,0,21.0,5330.0,2025-08-15,"v-pop, vinahouse, vietnam indie",9000.0,32797.0,221.82,129.2,B:maj,0.107728,1798.64,3.554,8.9778,-1.6929,7.6136,1.8799,7.8465,-5.8034,9.4459,-202.2162,134.4644,105.4936,34.6909,5.0117,18.8932,21.579,15.5677,14.6884,11.7192,6.8323,10.439,1.6534,9.2328,1.4438,9.3531,-2.3363,8.5378,0.06165,3957.52,22.21,18.21,21.26,19.41,19.86,20.48,47.87,0.008786,1.0998,2.74,0.9518,0.3331,0.4245,0.2953,0.3677,0.2816,0.2447,0.3606,0.268,0.269,0.207,0.3057,0.438,-0.0789,-0.2357,0.1037,-0.053,0.0027,0.0026,3.5568,279.0,0.4409,95.0,103.0,9.0,positive,0.3091,0.1768
7mblTCdc14ylJ1JW71MODb,giờ thì.mp3,giờ thì,buitruonglinh,1,65.0,913414.0,2024-12-12,"v-pop, vietnamese lo-fi, vietnam indie, vinahouse",16500000.0,21818383.0,234.17,143.55,F:min,0.247264,1921.95,1.6337,9.066,-3.4059,9.0757,0.7825,8.8696,-4.881,9.9616,-79.8506,91.9383,107.3857,24.7013,7.7796,17.2754,20.4518,14.1259,7.6702,11.6399,-5.6544,15.7383,-0.7717,11.7543,-3.9154,12.5545,-5.0021,9.432,0.063911,4311.18,22.45,17.43,20.51,19.39,18.53,19.74,47.92,0.00818,1.1406,3.19,0.9625,0.2333,0.3143,0.2457,0.3103,0.2523,0.3781,0.3909,0.3378,0.3623,0.2583,0.3501,0.2959,-0.1843,-0.1054,-0.0209,-0.0696,0.0028,-0.0086,2.5284,389.0,0.4242,109.0,99.0,35.0,neutral,0.1261,0.2787
4mhoDbKhd3JaFNPMyN9bdj,Quảng Nam - Đà Nẵng (Đoàn kết và tổng chồ).mp3,Quảng Nam - Đà Nẵng (Đoàn kết và tổng chồ),Phạm Kỳ,0,6.0,9310.0,2025-04-13,"vinahouse, v-pop, vietnamese lo-fi",28000.0,3927.0,201.62,103.36,F#:maj,0.198341,2363.32,11.0069,11.5419,-3.0051,10.4272,6.9814,9.5252,-5.4781,9.6231,-99.9611,121.6799,86.3175,37.0621,7.2883,26.9266,18.8956,20.8962,3.0447,17.9127,1.1678,16.9083,5.9529,16.7796,2.0143,14.3013,-3.441,11.8109,0.092422,4971.33,23.71,15.85,18.48,18.6,18.83,21.85,47.47,0.047992,1.6542,3.47,0.9633,0.3615,0.4996,0.3297,0.3366,0.4142,0.443,0.5961,0.4163,0.4657,0.4083,0.3716,0.3486,0.0048,-0.2032,-0.0513,-0.1104,0.0333,0.0466,2.0112,202.0,0.7228,73.0,64.0,13.0,neutral,0.0968,0.1667
0OIed6UFpfT2nW4BffD7Js,pho real.mp3,pho real,Low G,0,45.0,1860011.0,2024-02-28,"vietnamese hip hop, v-pop, vietnam indie",132000.0,6810246.0,201.64,99.38,E:maj,0.298066,2269.21,0.3004,14.0298,-7.7241,13.2091,0.3604,12.6423,-1.9976,11.8471,-95.0857,101.5721,90.4052,50.6737,15.6883,37.3125,13.407,23.6448,6.1647,20.1713,5.7653,21.3112,-3.9815,16.4109,0.6049,17.4991,-14.3849,14.5565,0.082441,4808.06,24.4,15.0,19.2,17.82,17.95,18.62,47.29,0.02652,1.9611,4.73,0.9739,0.4944,0.3657,0.3866,0.4332,0.5087,0.4159,0.3978,0.4461,0.5191,0.4949,0.4323,0.5087,0.1296,-0.0298,-0.0496,0.1308,0.0208,0.0083,2.3421,494.0,0.5951,242.0,191.0,5.0,positive,0.8154,0.1163
6xKs4CnVadRzdNZ48vhT27,Ngày Đầu Sau Chia Tay.mp3,Ngày Đầu Sau Chia Tay,Đức Phúc,1,56.0,1438997.0,2024-06-20,"v-pop, vietnam indie, vinahouse",0.0,12121521.0,276.02,152.0,D#:maj,0.203958,1843.17,4.2066,8.7905,-7.2926,11.7898,1.5758,8.9648,-7.5078,9.0311,-121.344,134.4869,104.6538,34.5216,12.4474,21.3796,25.0033,14.3587,13.0787,13.3581,3.627,11.5613,-2.7282,9.7596,2.2189,9.5785,-7.2297,8.6424,0.072618,3936.18,22.83,18.82,22.45,21.0,20.5,21.35,47.79,0.010882,1.1068,2.53,0.9519,0.2866,0.1877,0.3237,0.4622,0.2621,0.3604,0.2357,0.329,0.2723,0.249,0.3807,0.2372,-0.2198,0.2251,0.0922,-0.0209,-0.0073,-0.0085,3.4282,282.0,0.4433,89.0,84.0,19.0,negative,-0.3855,0.2762
6TYqqAtKRmykGXrqLRpZSF,Ghệ Mới.mp3,Ghệ Mới,B Ray,1,50.0,1311337.0,2025-07-08,"vietnamese hip hop, v-pop, vinahouse, vietnam indie",5800000.0,5453516.0,226.24,107.67,D:maj,0.240923,2410.19,5.0329,12.7032,-4.6691,10.5408,2.3547,10.9705,-3.3407,10.0722,-74.0721,95.1068,82.0299,37.2316,0.9061,24.1636,24.1188,19.6612,10.116,16.9667,3.2659,15.0609,-0.2463,13.6386,7.55,12.1994,-2.6169,12.8591,0.088893,5290.42,23.77,17.59,19.88,19.27,19.2,19.3,48.63,0.023205,1.9127,4.27,0.9761,0.2874,0.4035,0.4542,0.338,0.3919,0.3154,0.4557,0.3814,0.3439,0.3858,0.3026,0.332,0.1088,0.0022,0.0423,-0.0822,0.0029,-0.0149,1.7963,513.0,0.499,159.0,184.0,20.0,positive,0.3913,0.1581
0x7rhEP1Tak1guiTYODlic,love game.mp3,love game,low g,1,63.0,1860011.0,2025-09-11,"vietnamese hip hop, v-pop, vietnam indie",955000.0,5571691.0,199.44,129.2,D:min,0.238482,2518.19,5.8282,13.4828,0.7689,12.19,2.0977,10.1251,2.7873,8.94,-84.594,91.0999,88.9465,46.6028,13.8104,37.1478,13.8587,23.6493,6.0129,22.9529,3.5334,19.6321,5.4427,14.8965,6.6539,16.3719,1.0168,16.4115,0.099139,5338.92,20.06,15.34,17.53,18.45,18.13,19.43,45.77,0.02945,2.2256,4.43,0.9742,0.4996,0.4762,0.5606,0.431,0.428,0.4122,0.3706,0.4057,0.4062,0.4996,0.4033,0.4351,0.1287,0.1305,-0.0528,-0.1078,-0.0495,-0.0164,1.527,630.0,0.5492,195.0,215.0,29.0,neutral,0.0376,0.1887
1w3eUC89GPspKpi62tPwjt,nàng thơ.mp3,nàng thơ,hoàng dũng,1,56.0,739209.0,2020-12-16,"v-pop, vietnam indie, vietnamese lo-fi, vietnamese hip hop",22300000.0,42792745.0,254.48,123.05,C:maj,0.181953,1709.63,-4.6155,10.9413,-5.9769,10.7269,-3.3183,9.874,-3.2376,9.6597,-156.5875,137.5014,112.8632,37.9937,1.236,17.8675,12.7896,16.483,8.0294,16.7121,-1.8351,13.9795,-1.9528,11.8531,1.298,12.0901,-7.6303,10.1254,0.07312,3437.33,23.76,18.38,22.98,21.53,20.86,20.28,45.54,0.026622,1.0138,2.03,0.9574,0.3748,0.2267,0.3309,0.2189,0.3629,0.283,0.2452,0.3372,0.1964,0.2494,0.1666,0.266,0.2526,0.1579,0.0231,0.077,0.0036,0.0044,3.7869,241.0,0.444,81.0,68.0,19.0,neutral,-0.0746,0.2445
2FnXZhpEKgIab8vI6t2C7e,Perfect.mp3,Perfect,Shiki,1,61.0,126732.0,2024-06-27,"vietnamese hip hop, v-pop, vietnam indie",151000.0,5953314.0,251.46,143.55,F:min,0.290585,2614.92,-0.9899,13.8018,-6.793,12.7604,-1.7203,12.1251,-4.6706,10.803,-63.5244,101.0665,67.7026,32.7594,-2.0479,27.8466,17.5412,19.9282,0.4452,18.3885,3.1666,16.4334,1.5991,14.8858,-3.2341,15.2456,3.5205,13.9407,0.096307,5621.62,21.61,17.39,20.79,19.64,19.13,19.15,45.84,0.022834,1.664,3.77,0.9634,0.4381,0.3155,0.3096,0.3893,0.3187,0.3718,0.2761,0.3667,0.4591,0.3361,0.3879,0.3429,-0.1291,0.081,-0.0574,0.0789,-0.0011,-0.0064,2.4964,624.0,0.3942,207.0,185.0,34.0,positive,0.5041,0.1764
3o1Dy1cZKTmaEIxRgBlALQ,ôm lấy trái tim.mp3,ôm lấy trái tim,kairon,0,45.0,7846.0,2025-05-23,v-pop,2500000.0,980444.0,195.32,117.45,D:maj,0.203947,1846.82,1.7573,15.5154,-9.2253,12.3903,-1.5053,12.838,-4.5914,10.8921,-102.6038,102.8048,109.2608,36.3594,9.1364,21.8283,19.7011,21.5988,-1.2037,15.7652,-3.3285,15.055,-1.1866,12.9534,-0.3074,12.3518,-4.6643,13.2823,0.070294,3907.89,23.53,16.95,20.73,20.55,19.21,19.34,45.47,0.027878,1.493,3.74,0.975,0.2215,0.2338,0.3809,0.2572,0.3416,0.2664,0.3903,0.4547,0.2821,0.3907,0.2711,0.355,0.2635,0.0025,0.0483,-0.0563,0.0199,0.0013,2.125,306.0,0.5098,99.0,88.0,12.0,neutral,0.0864,0.2238
4RZJObXQzsKQLd25LBjBG8,Em Bé.mp3,Em Bé,AMEE,1,51.0,1695813.0,2020-09-22,"v-pop, vietnamese hip hop, vietnam indie",50700000.0,17474446.0,192.0,129.2,G:maj,0.262194,2286.26,2.0992,10.8189,-3.7839,11.0741,2.9328,10.7801,-2.7247,11.1151,-99.3267,109.8032,81.2343,36.7487,24.564,31.6906,32.4202,25.7483,13.0327,18.5088,11.2264,15.966,4.1112,12.732,5.6938,11.8015,2.5884,11.3562,0.069891,5167.08,22.93,16.73,20.48,19.1,18.82,18.05,45.09,0.018828,2.0872,3.83,0.9768,0.4123,0.4079,0.4887,0.42,0.3691,0.3383,0.3637,0.4614,0.4348,0.3914,0.3909,0.4246,0.0784,0.0704,0.0805,0.0625,-0.0018,-0.021,2.0045,435.0,0.4023,148.0,106.0,14.0,positive,0.5854,0.1657
5wYQC7AuxV8ROALWcbVNxc,giữ anh cho ngày hôm qua.mp3,giữ anh cho ngày hôm qua,hoàng dũng,1,61.0,739209.0,2025-07-09,"v-pop, vietnam indie, vietnamese lo-fi, vietnamese hip hop",1500000.0,5903824.0,290.63,136.0,A:maj,0.181802,2362.98,2.021,10.4864,-4.7322,10.1309,-3.097,9.3921,-6.5094,9.5045,-97.1286,114.5934,94.0518,35.9529,3.3614,17.9927,10.0169,18.6195,8.2256,15.4706,-5.3635,14.688,-4.7825,11.7687,1.0769,11.4024,-4.749,10.694,0.097478,5144.35,22.07,17.57,20.0,19.57,18.82,18.27,47.22,0.024061,1.2864,2.97,0.9624,0.2618,0.3636,0.273,0.2514,0.3855,0.2492,0.283,0.2536,0.3814,0.475,0.2959,0.3244,0.111,-0.1554,-0.1064,0.0472,0.0069,0.0093,2.1834,560.0,0.3786,166.0,160.0,45.0,neutral,0.2,0.2304
7qllbuBfKZ7UWimmXnb9Sg,NHƯỜNG LẠI NỖI ĐAU.mp3,NHƯỜNG LẠI NỖI ĐAU,Ngân Ngân,0,0.0,16518.0,2025-11-27,"vinahouse, v-pop, vietnamese bolero",323000.0,6861.0,211.2,99.38,E:maj,0.184281,2017.64,6.0376,10.6889,-7.5712,10.9742,2.678,9.8569,0.5648,9.2374,-122.9927,98.8289,104.4629,27.8759,12.4959,17.2068,12.9757,19.7663,6.9372,12.9967,-2.1725,13.5888,1.2804,11.2401,-1.903,12.4456,-2.9307,11.0124,0.075034,4598.07,19.24,17.95,21.42,21.57,21.36,20.75,50.58,0.008677,1.2422,2.97,0.9601,0.2809,0.3901,0.2295,0.343,0.3253,0.2141,0.3411,0.2133,0.3211,0.197,0.2172,0.3388,-0.0344,-0.2763,0.0065,0.0591,0.0079,-0.0222,2.7312,303.0,0.3201,94.0,92.0,23.0,neutral,0.1042,0.2824
28pdR27ksvbwEDuLy8pb4r,quên rồi khổ đau năm ấy.mp3,quên rồi khổ đau năm ấy,vicky nhung,0,32.0,67953.0,2025-04-17,"vinahouse, v-pop, vietnamese lo-fi",246000.0,210775.0,298.18,143.55,C#:min,0.142525,2055.73,9.1747,11.6644,-4.8486,9.0777,1.0779,9.1571,-2.03,8.5758,-133.1992,100.6214,96.9888,27.2622,-0.1707,16.9246,15.4574,17.152,4.6821,10.7941,7.2897,12.9031,7.4055,10.368,3.856,11.2633,-2.2629,11.7367,0.076699,4568.56,23.32,18.01,21.3,20.24,20.03,20.81,49.93,0.024133,1.0554,2.15,0.9646,0.2773,0.4093,0.3123,0.2838,0.3895,0.3064,0.3788,0.3022,0.3555,0.3231,0.2468,0.3029,0.0379,-0.1333,-0.1461,-0.0221,0.0216,-0.0271,4.1701,310.0,0.3581,68.0,119.0,18.0,negative,-0.4974,0.2642
5zmAoCuKCbcawLtGiWF2PP,từ thích thích thành thương thương.mp3,từ thích thích thành thương thương,AMEE,1,57.0,1695813.0,2020-12-16,"v-pop, vietnamese hip hop, vietnam indie",40400000.0,27520993.0,170.0,112.35,C#:maj,0.152791,2271.12,0.3129,10.2787,-4.8482,10.7825,-0.8937,10.2044,-3.4978,10.5075,-121.4684,126.4693,90.7977,33.4737,-0.4237,21.4213,17.2517,16.8698,3.5882,16.0867,4.7083,12.9436,0.3615,12.0069,-1.5729,13.161,-4.9578,11.83,0.09269,4895.34,23.75,17.78,21.0,19.58,19.7,19.37,47.17,0.019982,1.364,3.71,0.9553,0.3352,0.5223,0.2981,0.3376,0.2579,0.382,0.2624,0.227,0.3748,0.2483,0.2648,0.2039,-0.2143,-0.0594,-0.1328,0.047,-0.0032,-0.0182,2.0478,291.0,0.4708,86.0,107.0,8.0,positive,0.3073,0.2648
32JgoZRk5YZ5DOUlZUPY6O,TADIDA.mp3,TADIDA,EM XINH SAY HI,0,44.0,0.0,2025-08-25,v-pop,455000.0,516098.0,272.0,117.45,A#:min,0.25989,2146.79,2.0701,10.3327,-2.7707,10.4662,0.2434,9.519,-0.9537,9.5143,-72.112,91.2251,92.2973,30.5127,8.9202,22.8447,19.4508,15.8217,5.1008,12.479,5.0431,13.3513,-1.6273,10.8381,0.5758,12.07,-0.4491,11.2485,0.0698,4810.96,21.42,16.75,18.76,17.63,18.16,17.54,45.72,0.018269,1.5388,3.97,0.9612,0.406,0.4137,0.3439,0.3847,0.3389,0.4257,0.3486,0.3035,0.3264,0.3805,0.4561,0.3387,-0.0903,0.0338,-0.0516,-0.0506,0.0137,0.0084,1.8205,450.0,0.3667,170.0,158.0,36.0,positive,0.3188,0.2185
2NEzxeMKW0mk5pr7tcrvs2,Có Chàng Trai Viết Lên Cây.mp3,Có Chàng Trai Viết Lên Cây,Phan Mạnh Quỳnh,1,57.0,1165498.0,2019-12-20,"v-pop, vietnam indie, vietnamese lo-fi",540000.0,20912682.0,309.94,89.1,G:min,0.175033,1380.99,-2.3956,9.1898,-4.0527,8.3562,-2.1541,7.9884,-1.2464,8.7937,-173.0768,127.7015,135.5291,37.7109,1.6166,22.8891,22.4531,14.9058,8.9652,12.7056,1.6504,10.5398,-2.2705,10.1702,-0.4363,9.7937,-8.7648,9.8384,0.064869,2641.06,21.25,17.91,22.61,20.2,20.02,19.46,47.42,0.013407,1.0216,1.72,0.9649,0.2542,0.1707,0.3175,0.3242,0.1886,0.2229,0.2312,0.4389,0.2329,0.213,0.4121,0.2193,-0.0739,0.2438,0.175,-0.0631,0.0384,-0.0156,3.4986,352.0,0.4489,121.0,84.0,38.0,neutral,0.0918,0.2531
3eJr9Z8KZuOTRblAeJi2zB,The One For Me.mp3,The One For Me,KayC,1,52.0,23693.0,2025-03-27,"vietnamese hip hop, v-pop, vietnam indie",0.0,3078833.0,239.78,99.38,F#:min,0.191241,2699.58,6.735,10.027,-0.4462,8.0677,3.919,9.0152,-4.1266,7.484,-68.8969,67.1403,85.0956,29.7559,26.6744,19.7464,20.6395,15.1704,5.9633,12.3033,3.2308,11.5971,-1.1917,10.8886,4.7817,9.2139,-5.4567,9.2771,0.105444,6213.32,22.28,15.37,18.67,18.8,18.17,18.77,47.3,0.028805,1.24,3.52,0.9398,0.2986,0.442,0.2875,0.3359,0.5135,0.4273,0.5853,0.3692,0.4319,0.4253,0.3073,0.397,0.1859,-0.2457,-0.042,-0.0119,0.0248,0.0004,2.4215,426.0,0.385,179.0,146.0,12.0,positive,0.6232,0.1478
3ztP5O7dJSha2PG429eUCb,Thiên Lý Ơi.mp3,Thiên Lý Ơi,Jack - J97,1,55.0,683956.0,2024-02-22,"v-pop, vinahouse, vietnamese lo-fi",47300000.0,8770736.0,220.11,92.29,B:maj,0.201333,1708.01,2.1651,12.5165,-7.483,11.0503,-4.6624,10.292,-4.032,10.1184,-129.7592,96.1975,119.1975,31.4032,8.9685,18.3703,6.9955,19.4512,-4.7664,12.6937,-2.456,12.5442,-3.657,10.4509,-6.5764,11.1737,-15.0465,12.8139,0.060879,3566.76,22.75,18.87,21.69,21.22,20.52,19.14,48.15,0.006628,1.3146,3.57,0.9727,0.2449,0.3369,0.1878,0.2929,0.187,0.2193,0.3753,0.203,0.2549,0.1478,0.2649,0.4585,-0.1006,-0.3036,0.1194,-0.0567,-0.0232,0.0131,3.8719,340.0,0.4824,114.0,85.0,34.0,positive,0.3071,0.312
2EnTkrLXgoGQ1S9atYZu2F,linh cảm.mp3,linh cảm,phùng khánh linh,1,55.0,121153.0,2025-10-18,"v-pop, vietnam indie",16000.0,678863.0,249.11,99.38,E:maj,0.214681,1947.81,2.9631,8.2619,-5.4434,9.278,3.4709,8.2326,0.5365,7.8773,-81.047,73.3074,108.8934,25.8238,7.1224,19.8372,13.9548,13.9054,7.1733,11.5109,8.1735,11.2613,0.1562,10.0308,0.8755,11.8688,0.6878,9.8823,0.067607,4353.74,24.01,18.27,20.3,18.55,18.74,18.23,46.82,0.013867,1.1772,1.85,0.9608,0.3034,0.3099,0.2883,0.223,0.3096,0.2308,0.311,0.2189,0.3204,0.3724,0.4191,0.5207,0.0612,-0.1514,-0.0045,-0.0232,-0.0266,-0.0271,3.2865,194.0,0.6237,55.0,79.0,10.0,neutral,-0.0505,0.2124
00dggIDSzu0KPsK07wAGtZ,tạm bợ.mp3,tạm bợ,miina,0,27.0,49747.0,2025-05-30,v-pop,770000.0,151160.0,230.35,123.05,B:maj,0.153103,1836.92,-2.5966,11.894,-12.6448,9.6317,-5.2755,10.5376,-8.829,9.2678,-140.1884,98.6853,109.945,34.2647,-13.0967,22.8238,18.0818,18.0303,-6.5393,13.7655,-2.0099,12.8145,-8.342,12.4799,-6.9065,10.3747,-11.7527,12.7292,0.080149,3684.51,25.39,18.23,21.85,20.69,20.49,20.32,49.02,0.010767,1.2621,2.63,0.944,0.2236,0.2997,0.1897,0.3003,0.332,0.2171,0.3184,0.1967,0.2759,0.2357,0.2754,0.383,-0.0231,-0.267,0.0394,0.0344,0.0064,-0.0015,2.657,329.0,0.3647,81.0,94.0,17.0,positive,0.3743,0.2226
3QpSn5QZC0MwIal8vnc3Hp,Lặng Nghe Hạt Mưa Rơi.mp3,Lặng Nghe Hạt Mưa Rơi,Shartnuss,0,36.0,12398.0,2025-03-08,"v-pop, vietnam indie",84000.0,137884.0,221.14,143.55,A#:maj,0.167612,2114.61,3.2644,12.4422,-9.2987,10.0603,-0.7626,9.6229,-5.7337,8.8508,-106.9957,80.1073,100.9176,30.9498,4.3902,23.5153,21.3658,13.7569,3.8699,14.8378,1.7746,11.828,0.4399,13.1789,-0.7849,12.0368,-4.6037,11.2321,0.081633,4599.84,23.57,18.0,20.92,20.36,19.49,21.32,49.01,0.014815,1.2662,2.85,0.9565,0.4201,0.2515,0.3516,0.2868,0.2512,0.4231,0.1895,0.2,0.1655,0.3436,0.6166,0.3133,-0.1709,0.2529,0.0396,-0.1924,0.0127,0.0091,3.052,427.0,0.4988,149.0,111.0,14.0,positive,0.2531,0.2479
5UkqkFaJWKhmNl6LI2ouhn,Đứt Tơ Hồng.mp3,Đứt Tơ Hồng,Dunghoangpham,0,14.0,45142.0,2025-05-29,"vinahouse, v-pop, vietnamese lo-fi",530000.0,4359.0,264.0,83.35,G#:min,0.166633,2203.69,-0.5181,12.6305,-3.8015,9.3127,-0.8092,11.0954,-3.9317,11.204,-135.7223,146.6781,89.0374,35.3602,6.5708,25.1679,11.2472,16.1982,-5.5072,12.251,4.7508,13.9565,5.7629,14.0313,-14.4126,17.2265,-1.8527,10.6308,0.099982,4575.23,21.99,17.62,22.05,22.12,22.24,21.02,46.69,0.025645,1.0329,2.17,0.9577,0.1888,0.2773,0.2342,0.4339,0.1933,0.1686,0.2555,0.1953,0.3951,0.2124,0.3006,0.2876,-0.249,-0.1806,0.1141,0.0309,-0.0212,0.0027,3.0909,228.0,0.4342,92.0,73.0,11.0,neutral,0.1527,0.3512
3yKzLSeR9NTwCTg9HvQkcJ,Chưa Quên Người Yêu Cũ.mp3,Chưa Quên Người Yêu Cũ,Hà Nhi,1,51.0,409690.0,2022-08-03,"v-pop, vinahouse, vietnam indie, vietnamese lo-fi",0.0,11922726.0,336.0,143.55,E:maj,0.172644,2027.61,2.9832,10.0519,-10.4685,10.5716,-4.7122,9.3717,-8.1949,9.1097,-152.5126,123.6727,97.9724,32.5489,2.3651,21.2634,16.1043,18.6139,-0.0402,13.1882,-3.5717,14.0575,-1.2101,12.2902,-7.5119,12.4033,-7.0684,10.3726,0.086434,4094.7,20.46,18.41,22.86,21.32,20.51,20.47,49.04,0.012339,1.1378,2.0,0.9594,0.1873,0.1823,0.134,0.2472,0.3576,0.2236,0.312,0.2026,0.3181,0.3033,0.2048,0.2985,0.0702,-0.2338,-0.0042,0.0961,-0.0017,0.0191,3.063,384.0,0.3099,67.0,165.0,27.0,neutral,0.056,0.2847
