title,artists,featured_artists,source,spotify_popularity,spotify_release_date,spotify_genres,spotify_track_id,match_key,__key__
Em Có Yêu Anh Không ?,Anh Quân Idol,nan,bsides_non_hit,38,2021-06-08,"vinahouse, vietnamese lo-fi, v-pop",2efC2ZfzJUzYyMbJkwzmd6,emcoyeuanhkhong||anhquanidol,"('em có yêu anh không ?', 'anh, idol, quân', 'nan')"
Em Của Ngày Hôm Qua,Sơn Tùng M-TP,nan,"new_hits_scraped, new_hits_scraped_old",57,2014-10-20,"v-pop, vinahouse, vietnamese hip hop, vietnam indie",6NX2B1nLrulC8XogMQzVaI,emcuangayhomqua||sontungmtp,"('em của ngày hôm qua', 'm-tp, sơn, tùng', 'nan')"
Em Khong The,Tiên Tiên,nan,new_hits_scraped_old,56,2018-10-27,"v-pop, vietnam indie, vinahouse",2mB6Hgr8tVaBXSOoXhHdYf,emkhongthe||tientien,"('em khong the', 'tiên', 'nan')"
Em Không Hiểu,Changg,nan,"new_hits_scraped, new_hits_scraped_old",61,2021-06-28,"v-pop, vietnam indie, vietnamese hip hop, vietnamese lo-fi",1izPmgSW7FV6XFdEOiTvOY,emkhonghieu||changg,"('em không hiểu', 'changg', 'nan')"
Em Không Khóc,buitruonglinh,Vũ Phụng Tiên,"new_hits_scraped, new_hits_scraped_old, spotify",62,2022-03-28,"v-pop, vietnamese lo-fi, vietnam indie, vinahouse",4N99EuIjwSSFFFMDfTeOLU,emkhongkhoc||buitruonglinh,"('em không khóc', 'buitruonglinh', 'phụng, tiên, vũ')"
Em Không Quay Về,Hoàng Tôn,nan,"new_hits_scraped, new_hits_scraped_old",52,2015-01-01,"v-pop, vietnamese hip hop, vinahouse, vietnam indie",36vTcKKh2EafskEYs4ju02,emkhongquayve||hoangton,"('em không quay về', 'hoàng, tôn', 'nan')"
"Em Không Sai, Chúng Ta Sai",ERIK,nan,"new_hits_scraped, new_hits_scraped_old",55,2020-05-07,"v-pop, vinahouse, vietnam indie",3yWacnoBnM0lrzLmXAk44d,emkhongsaichungtasai||erik,"('em không sai, chúng ta sai', 'erik', 'nan')"
Em Là,MONO,nan,"new_hits_scraped, new_hits_scraped_old",58,2022-08-18,"v-pop, vietnamese hip hop, vinahouse",6GxdtMg7DdomU79EodUpfk,emla||mono,"('em là', 'mono', 'nan')"
Em Là Ai Trong Đôi Mắt Anh,Nguyễn Trung Đức,nan,new_hits_scraped,50,2022-01-18,"v-pop, vietnam indie",3DfGCmO02GLVHCsDO8CO09,emlaaitrongdoimatanh||nguyentrungduc,"('em là ai trong đôi mắt anh', 'nguyễn, trung, đức', 'nan')"
Em Muốn Được Bay,VSTRA,Tyronee,apple,40,2025-12-06,"v-pop, vietnamese lo-fi, vietnamese hip hop, vietnam indie",7Alqz3KnV46S8lkFZha1hg,emmuonduocbay||vstra,"('em muốn được bay', 'vstra', 'tyronee')"
Em Mới Là Người Yêu Anh,MIN,nan,new_hits_scraped_old,56,2021-06-08,"v-pop, vietnamese hip hop, vietnam indie, vinahouse",1zvL2X6HPrLfvtSY4DpopE,emmoilanguoiyeuanh||min,"('em mới là người yêu anh', 'min', 'nan')"
Em Xinh,MONO,nan,"new_hits_scraped, new_hits_scraped_old",58,2023-11-30,"v-pop, vietnamese hip hop, vinahouse",6IHLOkgZftkcqS3fM0jMCT,emxinh||mono,"('em xinh', 'mono', 'nan')"
Em Yêu Cô Ấy - Prod. Hải Ma,Double2T,nan,bsides_non_hit,17,2024-04-14,"v-pop, vietnamese hip hop",7jpIovb8YQ6CedKvPYwH4N,emyeucoayprodhaima||double2t,"('em yêu cô ấy prod. hải ma', 'double2t', 'nan')"
Em chỉ nhìn thấy anh,TRANG,Khoa Vũ,zingmp3,0,2025-11-16,"vietnam indie, v-pop, vietnamese lo-fi",1cwd2t0nvN97cWqxTlSqzA,emchinhinthayanh||trang,"('em chỉ nhìn thấy anh', 'trang', 'khoa, vũ')"
Em iu,Andree Right Hand,nan,new_hits_scraped,60,2022-01-30,"vietnamese hip hop, v-pop, vinahouse",5cml547MByVlaVrKU2lJTg,emiu||andreerighthand,"('em iu', 'andree, hand, right', 'nan')"
Em Đi Về Đâu?,Hoàng Tôn,nan,bsides_non_hit,21,2025-06-08,"v-pop, vietnamese hip hop, vinahouse, vietnam indie",6KyqAO52R41PJ3Qu1bQhXH,emdivedau||hoangton,"('em đi về đâu?', 'hoàng, tôn', 'nan')"
Em Đâu Muốn Yêu,Nguyễn Hữu Kha,nan,bsides_non_hit,4,2025-03-07,"vinahouse, v-pop",0pbRvYG029mcNtFUuL7dNJ,emdaumuonyeu||nguyenhuukha,"('em đâu muốn yêu', 'hữu, kha, nguyễn', 'nan')"
Em Đây Chẳng Phải Thúy Kiều,Hoàng Thùy Linh,nan,"new_hits_scraped, new_hits_scraped_old",50,2019-10-20,"v-pop, vinahouse, vietnamese hip hop, vietnam indie",031jyNUkkD02vrkgZDGJxu,emdaychangphaithuykieu||hoangthuylinh,"('em đây chẳng phải thúy kiều', 'hoàng, linh, thùy', 'nan')"
Em Đã Có Người Mới,Tóc Tiên,nan,new_hits_scraped_old,27,2021-12-09,"v-pop, vietnam indie",2BqQ5ZM73pNugfd6NteCPe,emdaconguoimoi||toctien,"('em đã có người mới', 'tiên, tóc', 'nan')"
Em Đã Thương Người Ta Hơn Anh,Noo Phước Thịnh,nan,new_hits_scraped_old,47,2020-09-09,"v-pop, vinahouse",2dpLkJ0HXFXPJw9qvJh5n4,emdathuongnguoitahonanh||noophuocthinh,"('em đã thương người ta hơn anh', 'noo, phước, thịnh', 'nan')"
Em Đồng Ý (I Do),Đức Phúc,nan,new_hits_scraped_old,47,2023-02-09,"v-pop, vietnam indie, vinahouse",0bgJPIvefuRnEU4MNJuJSA,emdongyido||ducphuc,"('em đồng ý i do', 'phúc, đức', 'nan')"
Em Đừng Khóc,Chillies,nan,"new_hits_scraped_old, spotify",59,2021-05-05,"v-pop, vietnam indie, vietnamese hip hop",0JKEP4dB1riE6l7Kq5kJm1,emdungkhoc||chillies,"('em đừng khóc', 'chillies', 'nan')"
Em Ơi Là Em,buitruonglinh,nan,bsides_non_hit,44,2024-12-12,"v-pop, vietnamese lo-fi, vietnam indie, vinahouse",0nTw4IXQAIpWiG5pT4TKN7,emoilaem||buitruonglinh,"('em ơi là em', 'buitruonglinh', 'nan')"
"Em Ơi, Anh Nhớ Nhà",SOOBIN,nan,bsides_non_hit,36,2024-12-30,"v-pop, vietnamese hip hop, vietnam indie, vinahouse",64dolvD1ShtugXxtFsKzzB,emoianhnhonha||soobin,"('em ơi, anh nhớ nhà', 'soobin', 'nan')"
Exs Hate Me,B Ray,nan,"new_hits_scraped, new_hits_scraped_old",60,2023-04-15,"vietnamese hip hop, v-pop, vinahouse, vietnam indie",170CNv2CAZn8wg6GxvHXYC,exshateme||bray,"('exs hate me', 'b, ray', 'nan')"
Falling With You,Quân A.P,Pháp Kiều,zingmp3,36,2025-07-29,"v-pop, vietnamese lo-fi",4h07icz1LwK80zGhxebVdf,fallingwithyou||quanap,"('falling with you', 'a, p, quân', 'kiều, pháp')"
Flavour,CoolKid,nan,bsides_non_hit,37,2025-10-07,"v-pop, vietnamese hip hop",6ng2WPKNRRVR3kMjQCy8Ta,flavour||coolkid,"('flavour', 'coolkid', 'nan')"
Forget About Her,JustaTee,nan,"new_hits_scraped, new_hits_scraped_old",58,2022-10-31,"v-pop, vietnamese hip hop, vietnam indie",5kJMW3pK49PvQDtpVryHf5,forgetabouther||justatee,"('forget about her', 'justatee', 'nan')"
Full Topping,Minh Đinh,nan,bsides_non_hit,15,2025-05-16,"vietnam indie, v-pop, vietnamese hip hop",14mfzzIjh0JIr1az88Z89h,fulltopping||minhdinh,"('full topping', 'minh, đinh', 'nan')"
GENIE,JSOL,nan,bsides_non_hit,36,2025-09-16,"v-pop, vietnamese hip hop, vietnamese lo-fi, vietnam indie",4T2A4Xgs5ADRi0Ru0GjP9b,genie||jsol,"('genie', 'jsol', 'nan')"
GIẤC MỘNG VỠ,ANH TRAI SAY HI,Ryn Lee,"nct, zingmp3",48,2025-12-08,"v-pop, vietnamese hip hop",6xPEWxpQlw6p7gjaDaC4lg,giacmongvo||anhtraisayhi,"('giấc mộng vỡ', 'anh, hi, say, trai', 'lee, ryn')"
GOLD,Chillies,nan,bsides_non_hit,36,2025-10-16,"v-pop, vietnam indie, vietnamese hip hop",5ltZqH7vxiDeDZe2xpuGsA,gold||chillies,"('gold', 'chillies', 'nan')"
Ghệ Mới,B Ray,nan,"new_hits_scraped, new_hits_scraped_old",50,2025-07-08,"vietnamese hip hop, v-pop, vinahouse, vietnam indie",6TYqqAtKRmykGXrqLRpZSF,ghemoi||bray,"('ghệ mới', 'b, ray', 'nan')"
Gia Tài,Wxrdie,nan,bsides_non_hit,40,2024-11-12,"vietnamese hip hop, v-pop",4JnFhRv9VhxxrshKvVDnqh,giatai||wxrdie,"('gia tài', 'wxrdie', 'nan')"
Gieo Quẻ,Hoàng Thùy Linh,nan,new_hits_scraped_old,45,2022-08-11,"v-pop, vinahouse, vietnamese hip hop, vietnam indie",6SjnTRDyTM162pPOAM0O8M,gieoque||hoangthuylinh,"('gieo quẻ', 'hoàng, linh, thùy', 'nan')"
"Giàu Vì Bạn, Sang Vì Vợ",RAP VIỆT,nan,new_hits_scraped_old,41,2020-10-25,"vietnamese hip hop, v-pop",0ljbDAWHXvX6Fbqy2qs98U,giauvibansangvivo||rapviet,"('giàu vì bạn, sang vì vợ', 'rap, việt', 'nan')"
Giá Như,Lê Hiếu,nan,bsides_non_hit,6,2024-11-27,"v-pop, vietnam indie, vietnamese bolero, vietnamese hip hop, vinahouse",5YYIvGYS9d7j47qHm3cxEP,gianhu||lehieu,"('giá như', 'hiếu, lê', 'nan')"
Giáng Sinh a.k.a Dáng Xinh,Emcee L (Da LAB),nan,bsides_non_hit,12,2024-07-10,"v-pop, vietnamese lo-fi, vietnam indie, vietnamese hip hop",0xMtXsnajnkgrbyhJD3Zco,giangsinhakadangxinh||emceeldalab,"('giáng sinh a.k.a dáng xinh', 'da, emcee, l, lab', 'nan')"
Giấc Mơ Khác,Chillies,nan,"new_hits_scraped, new_hits_scraped_old",55,2023-02-09,"v-pop, vietnam indie, vietnamese hip hop",5YiqPAVbiFUj1G1qvbXo0X,giacmokhac||chillies,"('giấc mơ khác', 'chillies', 'nan')"
Giấc mơ từng rất thơ (ý thơ người ví em là ánh trăng lẻ loi...),Mer,nan,"new_hits_scraped, new_hits_scraped_old",57,2025-04-24,"vietnam indie, v-pop",7l4lXk92jV4Eg2r8ZRel4K,giacmotungratthoythonguoiviemlaanhtrangleloi||mer,"('giấc mơ từng rất thơ ý thơ người ví em là ánh trăng lẻ loi...', 'mer', 'nan')"
Giữ Lại Nỗi Đau,Lê Gia Bảo,nan,zingmp3,35,2025-10-17,"vinahouse, v-pop, vietnamese lo-fi, vietnam indie",1SRpCHkojRJfWMMTA5kJm9,giulainoidau||legiabao,"('giữ lại nỗi đau', 'bảo, gia, lê', 'nan')"
Giữa Hoà Bình,Lyly,nan,bsides_non_hit,42,2025-08-29,"v-pop, vietnamese hip hop, vietnam indie",0jxkAu7OS6STFFY28BUzI0,giuahoabinh||lyly,"('giữa hoà bình', 'lyly', 'nan')"
Giữa Đại Lộ Đông Tây,Uyên Linh,nan,new_hits_scraped_old,49,2021-11-04,"v-pop, vietnam indie",4M3s2pObhdGGipU9akgGNa,giuadailodongtay||uyenlinh,"('giữa đại lộ đông tây', 'linh, uyên', 'nan')"
Good Night,14 Casper,nan,bsides_non_hit,3,2024-01-01,"v-pop, vietnamese lo-fi, vietnam indie",6pE8wXSuCPIU1Bsw9IE8SP,goodnight||14casper,"('good night', '14, casper', 'nan')"
Gác Lại Âu Lo,Da LAB,Miu Lê,"apple, new_hits_scraped, new_hits_scraped_old",56,2020-07-25,"v-pop, vietnamese hip hop, vietnam indie, vietnamese lo-fi, vinahouse",1mKDbug8bbfDmLe7I4CJpe,gaclaiaulo||dalab,"('gác lại âu lo', 'da, lab', 'lê, miu')"
GƯƠNG VỠ LÀM LÀNH,Show It All Vietnam (Tân Binh Toàn Năng),"Cường Bạch, Hồ Đông Quan, Swan Nguyễn",zingmp3,47,2025-11-22,v-pop,5bkljpbdit80JLbXo7C90s,guongvolamlanh||showitallvietnamtanbinhtoannang,"('gương vỡ làm lành', 'all, binh, it, năng, show, toàn, tân, vietnam', 'bạch, cường, hồ, nguyễn, quan, swan, đông')"
Gặp Nhưng Không Ở Lại,Hiền Hồ,nan,new_hits_scraped_old,47,2020-12-08,"v-pop, vinahouse, vietnam indie",6jvCnAiPiiy5OORy8x4hRI,gapnhungkhongolai||hienho,"('gặp nhưng không ở lại', 'hiền, hồ', 'nan')"
Gửi Người Yêu Cũ,Hồ Ngọc Hà,nan,new_hits_scraped_old,22,2016-09-26,"v-pop, vinahouse",6BA2hlP6dZ50s7V4Vf1XUo,guinguoiyeucu||hongocha,"('gửi người yêu cũ', 'hà, hồ, ngọc', 'nan')"
HONGKONG1,Nguyễn Trọng Tài,nan,"new_hits_scraped, new_hits_scraped_old",56,2018-10-28,"vietnamese hip hop, v-pop, vietnam indie",6UFvSmKzCZ16fxsybf4PhE,hongkong1||nguyentrongtai,"('hongkong1', 'nguyễn, trọng, tài', 'nan')"
HOP ON DA SHOW,tlinh,nan,"new_hits_scraped, new_hits_scraped_old",57,2024-09-18,"v-pop, vietnamese hip hop, vietnam indie, vinahouse",0SLzsfxED15vyUccX4bCqo,hopondashow||tlinh,"('hop on da show', 'tlinh', 'nan')"
HOURGLASS,EM XINH SAY HI,nan,bsides_non_hit,44,2025-08-25,v-pop,1nspJwzwAUju2DnlvI2oiv,hourglass||emxinhsayhi,"('hourglass', 'em, hi, say, xinh', 'nan')"
Hai Người Hai Hướng,Pinky Vanh,nan,zingmp3,13,2025-11-20,"vinahouse, v-pop",2fOQ8dZsiwQaAEblqMUAAu,hainguoihaihuong||pinkyvanh,"('hai người hai hướng', 'pinky, vanh', 'nan')"
Hai Triệu Năm,Đen,nan,new_hits_scraped_old,49,2019-06-22,"v-pop, vietnamese hip hop, vietnam indie, vietnamese lo-fi",6rhPfrew3JeBBVL4iVMOAt,haitrieunam||den,"('hai triệu năm', 'đen', 'nan')"
Hai đứa nhóc,Ronboogz,nan,"new_hits_scraped, new_hits_scraped_old",60,2023-01-09,"v-pop, vietnamese hip hop, vietnam indie",3AjXaNF3TPcdi5vTiQZxva,haiduanhoc||ronboogz,"('hai đứa nhóc', 'ronboogz', 'nan')"
Her Summer,Vũ.,nan,new_hits_scraped_old,49,2019-07-18,"v-pop, vietnam indie, vietnamese lo-fi",4XkeDeEoSxS7V1B4cjDshU,hersummer||vu,"('her summer', 'vũ', 'nan')"
Hit Me Up (feat. Nomovodka),Binz,nan,"new_hits_scraped, new_hits_scraped_old",50,2023-10-19,"vietnamese hip hop, v-pop, vietnam indie, vinahouse",4acXEYw7ayyJnm9GXDrqiL,hitmeup||binz,"('hit me up', 'binz', 'nan, nomovodka')"
Hoa Hải Đường,Jack - J97,nan,"new_hits_scraped, new_hits_scraped_old",54,2020-09-22,"v-pop, vinahouse, vietnamese lo-fi",0J2otOvMdg62gVMMjwOvSK,hoahaiduong||jackj97,"('hoa hải đường', '-, j97, jack', 'nan')"
Hoa Nở Không Màu,Hoài Lâm,nan,new_hits_scraped_old,48,2020-05-30,"v-pop, vietnamese lo-fi, vietnamese bolero, bolero, vietnam indie",5rVRjE3K44dbMAVtjvLdQh,hoanokhongmau||hoailam,"('hoa nở không màu', 'hoài, lâm', 'nan')"
Hoa sữa,JustaTee,nan,"new_hits_scraped, new_hits_scraped_old",50,2011-10-12,"v-pop, vietnamese hip hop, vietnam indie",3mAEEsw6zUJlpmjZOHdHPp,hoasua||justatee,"('hoa sữa', 'justatee', 'nan')"
HÀO QUANG,ANH TRAI SAY HI,"RHYDER, Dương Domic, Pháp Kiều","new_hits_scraped, new_hits_scraped_old, spotify",61,2024-08-06,"v-pop, vietnamese hip hop",7gSQxwCpEMjg8wb6Y3oqe7,haoquang||anhtraisayhi,"('hào quang', 'anh, hi, say, trai', 'domic, dương, kiều, pháp, rhyder')"
Hà Nội Của Bố,Emcee L (Da LAB),nan,bsides_non_hit,15,2024-07-10,"v-pop, vietnamese lo-fi, vietnam indie, vietnamese hip hop",5GS2sXqMQEmKtMLxpIyKxI,hanoicuabo||emceeldalab,"('hà nội của bố', 'da, emcee, l, lab', 'nan')"
Hành Tinh Song Song,Vũ.,nan,new_hits_scraped_old,38,2019-11-06,"v-pop, vietnam indie, vietnamese lo-fi",7miWk0Fm0d21gqhjDqLVMm,hanhtinhsongsong||vu,"('hành tinh song song', 'vũ', 'nan')"
Hãy Quên Anh Đi,Việt Anh,nan,bsides_non_hit,27,2024-10-29,"vinahouse, v-pop",6LNA5yVw4Gdilu7xB7Fuue,hayquenanhdi||vietanh,"('hãy quên anh đi', 'anh, việt', 'nan')"
Hôm Nay Tôi Buồn,Phùng Khánh Linh,nan,new_hits_scraped_old,58,2018-02-01,"v-pop, vietnam indie",5SzJs9cwYXdSm9G3xcXuA2,homnaytoibuon||phungkhanhlinh,"('hôm nay tôi buồn', 'khánh, linh, phùng', 'nan')"
Hơn Cả Yêu,Đức Phúc,nan,"new_hits_scraped, new_hits_scraped_old",51,2022-05-05,"v-pop, vietnam indie, vinahouse",5YouPnnFSfNJPXgrWZ0P8C,honcayeu||ducphuc,"('hơn cả yêu', 'phúc, đức', 'nan')"
Hướng Dương,Changg,nan,"new_hits_scraped, new_hits_scraped_old",55,2021-05-20,"v-pop, vietnam indie, vietnamese hip hop, vietnamese lo-fi",65uxT4ZGe6eOABj1g5V2Fj,huongduong||changg,"('hướng dương', 'changg', 'nan')"
Hạ Còn Vương Nắng,DatKaa,nan,"new_hits_scraped, new_hits_scraped_old",56,2021-04-04,"v-pop, vinahouse, vietnamese lo-fi",7sKeO4FYQzjMUCnoyTo3dh,haconvuongnang||datkaa,"('hạ còn vương nắng', 'datkaa', 'nan')"
Hẹn Em Ở Lễ Đường,Shartnuss,nan,bsides_non_hit,32,2025-05-07,"v-pop, vietnam indie",3VfNoMjrwFKF0dIWPM0cZl,henemoleduong||shartnuss,"('hẹn em ở lễ đường', 'shartnuss', 'nan')"
Hẹn Hò Nhưng Không Yêu,Wendy Thảo,V2T Media,zingmp3,51,2025-07-20,"vinahouse, v-pop",1XwSFfIlwB7pZrbovT9Kvo,henhonhungkhongyeu||wendythao,"('hẹn hò nhưng không yêu', 'thảo, wendy', 'media, v2t')"
Hẹn Một Mai - From 4 Năm 2 Chàng 1 Tình Yêu,Bùi Anh Tuấn,nan,"new_hits_scraped, new_hits_scraped_old",60,2024-03-04,v-pop,5BJqg07SKgmFnVLOBmLFvq,henmotmaifrom4nam2chang1tinhyeu||buianhtuan,"('hẹn một mai from 4 năm 2 chàng 1 tình yêu', 'anh, bùi, tuấn', 'nan')"
Hết Thương Cạn Nhớ,Đức Phúc,nan,"new_hits_scraped, new_hits_scraped_old",55,2019-09-29,"v-pop, vietnam indie, vinahouse",3rtMytBKFkyD0HygMUl727,hetthuongcannho||ducphuc,"('hết thương cạn nhớ', 'phúc, đức', 'nan')"
Hết Yêu Rồi,Lê Hiếu,nan,bsides_non_hit,13,2024-11-27,"v-pop, vietnam indie, vietnamese bolero, vietnamese hip hop, vinahouse",3Wf50MLZUgw65OAlQ9UMuZ,hetyeuroi||lehieu,"('hết yêu rồi', 'hiếu, lê', 'nan')"
Hết Yêu Từ Bao Giờ,Lê Hiếu,nan,bsides_non_hit,13,2024-11-27,"v-pop, vietnam indie, vietnamese bolero, vietnamese hip hop, vinahouse",3Wf50MLZUgw65OAlQ9UMuZ,hetyeutubaogio||lehieu,"('hết yêu từ bao giờ', 'hiếu, lê', 'nan')"
HỀ,EM XINH SAY HI,nan,"new_hits_scraped, new_hits_scraped_old",53,2025-06-23,v-pop,7C0kNQRFtNhs7Ibx1Q4sLy,he||emxinhsayhi,"('hề', 'em, hi, say, xinh', 'nan')"
Họ Bỏ Tôi Đi Nữa Rồi,Thành Đạt,nan,zingmp3,24,2025-03-21,"vinahouse, v-pop",0KnBEOKpRB4jULjrLTiCwi,hobotoidinuaroi||thanhdat,"('họ bỏ tôi đi nữa rồi', 'thành, đạt', 'nan')"
Họ Yêu Ai Mất Rồi,Doãn Hiếu,nan,"new_hits_scraped, new_hits_scraped_old",52,2021-01-20,"v-pop, vietnamese lo-fi, vinahouse",6gBWxXAK6LTkGAy0062LoV,hoyeuaimatroi||doanhieu,"('họ yêu ai mất rồi', 'doãn, hiếu', 'nan')"
Hồn Lỡ Sa Vào,Binz,nan,bsides_non_hit,38,2024-11-27,"vietnamese hip hop, v-pop, vietnam indie, vinahouse",1OcT17F9VeSAvLBlk4GBc8,honlosavao||binz,"('hồn lỡ sa vào', 'binz', 'nan')"
I LOVE U,MANBO,nan,bsides_non_hit,12,2024-01-10,"vietnamese hip hop, v-pop, vietnam indie",556Z66FcjnWVvZaOXL9uxW,iloveu||manbo,"('i love u', 'manbo', 'nan')"
I Miss You,Shayda,nan,bsides_non_hit,18,2025-10-10,"v-pop, vietnamese hip hop",3yFblaXzakvQH1UgO9hoiP,imissyou||shayda,"('i miss you', 'shayda', 'nan')"
I'm Still Loving You,Noo Phước Thịnh,nan,new_hits_scraped_old,35,2019-11-13,"v-pop, vinahouse",7vJyCz6Q8AE13xfPo6iQAz,imstilllovingyou||noophuocthinh,"(""i'm still loving you"", 'noo, phước, thịnh', 'nan')"
IT’S GON’ BE ALRIGHT,ANH TRAI SAY HI,"Negav, Văn Mai Hương","nct, new_hits_scraped, spotify, zingmp3",52,2025-12-01,"v-pop, vietnamese hip hop",35sOT7zq5F0i9IsJF5whxm,itsgonbealright||anhtraisayhi,"('it’s gon’ be alright', 'anh, hi, say, trai', 'hương, mai, negav, văn')"
If,Vũ Cát Tường,nan,new_hits_scraped_old,36,2018-10-18,"v-pop, vietnam indie",0s7wXifcEHCo9OgELbNv8d,if||vucattuong,"('if', 'cát, tường, vũ', 'nan')"
It's A New Dawn (feat. CHARLES. & Kriss Ngo),SOOBIN,nan,bsides_non_hit,20,2024-08-02,"v-pop, vietnamese hip hop, vietnam indie, vinahouse",55l3s3AyCrme390oukaMYO,itsanewdawn||soobin,"(""it's a new dawn"", 'soobin', 'charles, kriss, nan, ngo')"
KHÓC CÙNG EM,Tân Binh Toàn Năng,"Long Hoàng, Đức Duy & Phúc Nguyên","apple, zingmp3",27,2025-11-15,v-pop,3EjzTDgZWCp7lrpLP3QXD3,khoccungem||tanbinhtoannang,"('khóc cùng em', 'binh, năng, toàn, tân', 'duy, hoàng, long, nguyên, phúc, đức')"
"KHÔNG BIẾT PHẢI NÓI GÌ, KHÔNG BIẾT PHẢI LÀM SAO",ANH TRAI SAY HI,VƯƠNG BÌNH,zingmp3,52,2025-12-08,"v-pop, vietnamese hip hop",6huRIhE6x34oIm5dol9y9I,khongbietphainoigikhongbietphailamsao||anhtraisayhi,"('không biết phải nói gì, không biết phải làm sao', 'anh, hi, say, trai', 'bình, vương')"
KIM PHÚT KIM GIỜ,ANH TRAI SAY HI,"HURRYKNG, HIEUTHUHAI, Negav, Pháp Kiều, Isaac","new_hits_scraped, new_hits_scraped_old, spotify",59,2024-08-26,"v-pop, vietnamese hip hop",2GE2p2dFpxp7OIz2QOFBzW,kimphutkimgio||anhtraisayhi,"('kim phút kim giờ', 'anh, hi, say, trai', 'hieuthuhai, hurrykng, isaac, kiều, negav, pháp')"
Khi Cô Đơn Em Nhớ Ai (Lofi),Vicky Nhung,nan,new_hits_scraped_old,40,2021-08-31,"vinahouse, v-pop, vietnamese lo-fi",6hy9HCfQd8mISNWd6mnDoA,khicodonemnhoailofi||vickynhung,"('khi cô đơn em nhớ ai lofi', 'nhung, vicky', 'nan')"
Khi Cơn Mơ Dần Phai,RAP VIỆT,nan,new_hits_scraped_old,49,2023-09-03,"vietnamese hip hop, v-pop",486dVHo58R4EhBQjcYF2NX,khiconmodanphai||rapviet,"('khi cơn mơ dần phai', 'rap, việt', 'nan')"
Khi Cơn Mưa Qua - Prod. MinBoo,Double2T,nan,bsides_non_hit,6,2024-04-14,"v-pop, vietnamese hip hop",6xepqnov695xTLJNZ5tLli,khiconmuaquaprodminboo||double2t,"('khi cơn mưa qua prod. minboo', 'double2t', 'nan')"
Khác Biệt,PAR SG,nan,bsides_non_hit,12,2024-05-30,"vietnamese lo-fi, vietnamese hip hop, vietnam indie, v-pop",6PChLweO7W2woQXZAW3WUw,khacbiet||parsg,"('khác biệt', 'par, sg', 'nan')"
Khách Vãng Lai,Trungg I.U,nan,bsides_non_hit,29,2025-08-05,"v-pop, vinahouse, vietnam indie",3GEwGKDncU9yOjhVU4TdnI,khachvanglai||trunggiu,"('khách vãng lai', 'i, trungg, u', 'nan')"
Khép Lại,Linh Hương Luz,nan,zingmp3,14,2025-08-22,"vinahouse, v-pop, vietnamese lo-fi",7al6ZREBUKbtwH2VpsaAkh,kheplai||linhhuongluz,"('khép lại', 'hương, linh, luz', 'nan')"
Khép Màn,Văn Mai Hương,nan,"apple, zingmp3",46,2025-12-11,"v-pop, vietnamese hip hop, vinahouse, vietnam indie",517VBmJOBs4ccpRwFGSNXr,khepman||vanmaihuong,"('khép màn', 'hương, mai, văn', 'nan')"
Khó Vẽ Nụ Cười (feat. Du Uyen),Đạt G,nan,"new_hits_scraped, new_hits_scraped_old",56,2019-09-17,"v-pop, vietnamese hip hop, vietnam indie, vinahouse",0piLGIj0C7RR4B2gowEqmO,khovenucuoi||datg,"('khó vẽ nụ cười', 'g, đạt', 'du, nan, uyen')"
Khóc Đấy,Thắng,nan,"apple, spotify",53,2025-11-30,"vietnam indie, v-pop, vietnamese hip hop",1x6rRJAgtPYgmlPOkZ6hpz,khocday||thang,"('khóc đấy', 'thắng', 'nan')"
Không Còn Em,Hải Đăng Doo,nan,bsides_non_hit,35,2025-01-11,v-pop,1oCCfoXdrp1HqniyPuTf7I,khongconem||haidangdoo,"('không còn em', 'doo, hải, đăng', 'nan')"
Không Còn Em,Madihu,nan,"new_hits_scraped, new_hits_scraped_old",51,2023-07-20,"v-pop, vietnam indie, vietnamese hip hop",1RGA13K66cABN7nYek6WNk,khongconem||madihu,"('không còn em', 'madihu', 'nan')"
Không Hối Hận,Chillies,nan,bsides_non_hit,32,2025-10-16,"v-pop, vietnam indie, vietnamese hip hop",70YAIRgdk1u4ao0Va2z2Iy,khonghoihan||chillies,"('không hối hận', 'chillies', 'nan')"
Không Muốn Một Mình,Vicky Nhung,nan,new_hits_scraped_old,32,2022-12-20,"vinahouse, v-pop, vietnamese lo-fi",4t5a9f1IUFCWpIG16kUs5W,khongmuonmotminh||vickynhung,"('không muốn một mình', 'nhung, vicky', 'nan')"
Không Phải Gu,HIEUTHUHAI,nan,new_hits_scraped,52,2023-10-16,"v-pop, vietnamese hip hop, vietnamese lo-fi, vietnam indie, vinahouse",4LAdZsiks8vsw3e1iZQgVY,khongphaigu||hieuthuhai,"('không phải gu', 'hieuthuhai', 'nan')"
Không Quan Trọng,Hoàng Dũng,nan,bsides_non_hit,36,2025-07-09,"v-pop, vietnam indie, vietnamese lo-fi, vietnamese hip hop",4JafWSKkgQOdHVrfvJ4UlE,khongquantrong||hoangdung,"('không quan trọng', 'dũng, hoàng', 'nan')"
Không Thể Chạm,Đức Trường,nan,bsides_non_hit,6,2025-03-01,v-pop,3LZYzC2BuOVru4HjixB1Cq,khongthecham||ductruong,"('không thể chạm', 'trường, đức', 'nan')"
