track_id,track_name,artist_name,artist_id,release_date,spotify_popularity,duration_formatted
7mvEEfUWNZjuIePJScSVGl,Mê Em...,Khắc Việt,7luDDYsfkSivBsoTz3BKMq,11/11/2025,23,0:00
4l21QNz6vDrTZzwN1eUYLI,Nguyện Làm,Khắc Việt,7luDDYsfkSivBsoTz3BKMq,08/21/2025,17,0:00
6tdPdm7CIXf9H46e4XETXK,Celeb Date,Low G,6TITnFVRcl0AcZ4syE7Toe,10/21/2025,48,0:00
0GAu4gxqG0Ym8QCMEpu4LD,Tràng Thi,Low G,6TITnFVRcl0AcZ4syE7Toe,10/21/2025,48,0:00
0jxkAu7OS6STFFY28BUzI0,Giữa Hoà Bình,Lyly,4POahBr8YCPNKGErIiofyx,08/29/2025,42,4:29
42lJaUs0Nd2C1f2PUMQ9GZ,Ngày Ta Có Nhau,Lyly,4POahBr8YCPNKGErIiofyx,09/15/2025,30,4:00
0jaj3xCPewr6P4W8KkAPxi,Cây Phong Non,Lê Hiếu,4sOvsEM0ooH149joyEm7Wg,02/14/2025,0,0:00
64kXwf3h9uFwF14SRag4oH,Chấp Nhận,MANBO,2rKtPYcwYmevNcaqzJOwvf,10/16/2025,29,0:00
0oLdpAqSgmSyqzXJo4XHig,Ôm Em Thật Lâu,MONO,5jTFNkoZebPnX90CbB3F2A,04/03/2025,49,4:10
0kcbXWB5jS9b1KSinLWYp1,1 mũi tên trúng 2 con tim,MiiNa,76nos2JmvLyYGZ28ribrf7,04/14/2025,13,0:00
49KXsWxwnHbc8Qr8xigY2D,9 Tầng Mây,MiiNa,76nos2JmvLyYGZ28ribrf7,04/14/2025,23,0:00
6zHvvuO6Rfsupp1yzzylYg,gương kia ngự ở trên tường,MiiNa,76nos2JmvLyYGZ28ribrf7,04/14/2025,22,0:00
0iqM1sFRGxdmU59D0ZFSiV,real-world,MiiNa,76nos2JmvLyYGZ28ribrf7,04/14/2025,11,0:00
73MlA0niSjXOpl08KiBqBR,siêu người yêu,MiiNa,76nos2JmvLyYGZ28ribrf7,04/14/2025,8,0:00
0W7JrR1SSEDcBorkVJjEUw,song sinh,MiiNa,76nos2JmvLyYGZ28ribrf7,04/14/2025,17,0:00
7rpUmhpLVWMvoHPemepfyx,tần số chung,MiiNa,76nos2JmvLyYGZ28ribrf7,04/14/2025,35,0:00
1eVddKrxhaI6nTKZtHP7eV,wonderland,MiiNa,76nos2JmvLyYGZ28ribrf7,04/14/2025,8,0:00
155scePLMi17bHzmOuZcqU,át chủ bài,MiiNa,76nos2JmvLyYGZ28ribrf7,04/14/2025,8,0:00
6gpxCkfzKZvYrbaoakZHpb,123 Ngôi Sao,Minh Đinh,4NfuHLESitkh66LOZeyzsu,05/16/2025,17,0:00
14mfzzIjh0JIr1az88Z89h,Full Topping,Minh Đinh,4NfuHLESitkh66LOZeyzsu,05/16/2025,16,0:00
5nY2ukyE905BVnkfsQKnwY,Giảm Các Cảm Giác,Minh Đinh,4NfuHLESitkh66LOZeyzsu,05/16/2025,38,0:00
2cNcjscvTZxftFWMKI39oB,Luật Hấp Dẫn,Minh Đinh,4NfuHLESitkh66LOZeyzsu,05/16/2025,25,0:00
3wUXFCy3flStFatZSzzUeh,Tản Mạn Tình Yêu,Minh Đinh,4NfuHLESitkh66LOZeyzsu,05/16/2025,23,0:00
4HCT5Lc7kkjLcD8mMlpUQC,Vòng Xoáy,Minh Đinh,4NfuHLESitkh66LOZeyzsu,05/16/2025,16,0:00
2HdqYXq0yAPsP7FfN9Vxy5,buông?,Minh Đinh,4NfuHLESitkh66LOZeyzsu,05/16/2025,14,0:00
1MRRVrfAj7S1X1Iz3KfftI,Đi Ra Đi Vào,Minh Đinh,4NfuHLESitkh66LOZeyzsu,05/16/2025,31,0:00
78415pqdUQz2dqWtFj7rZP,ĐÔI LỜI,NIT,1MTANbmLhUqJXlLuqADGE7,01/09/2025,3,5:11
66cWqlacdf6ue3SyXklqs7,5 Ngón Bàn Tay - Đàn Cá Gỗ Original Soundtrack,Nguyễn Hùng,7oxw8G3qB7DwjCs18JWJt5,07/10/2025,48,0:00
0pbRvYG029mcNtFUuL7dNJ,Em Đâu Muốn Yêu,Nguyễn Hữu Kha,50zVd0WBgPZqC88gkrJ5xd,03/07/2025,5,5:15
015cWxefajYwEUZodBvpfn,Chúng Ta Còn Ở Đó Không? - Tet 2025 Movie “Bộ Tứ Báo Thủ” Original Soundtrack,Orange,5lAfakPZgxFKgiJD6xAF1G,01/30/2025,45,0:00
3W7xUIUUN8qNvzcD2tpdnm,Lội Ngược Dòng,Orange,5lAfakPZgxFKgiJD6xAF1G,09/14/2025,38,4:01
6Dv5B820mrWpXGIc7gFyKV,Một Nơi Bé Nhỏ Nào Đó - Tet 2025 Movie “Bộ Tứ Báo Thủ” Original Soundtrack,Orange,5lAfakPZgxFKgiJD6xAF1G,02/03/2025,26,0:00
3N02LWl86YenzSDo7JegsG,Anh Muốn,PAR SG,5yE1xvNIbuEB2kkopCuCVY,05/09/2025,17,0:00
3an8ECXf8jZ674aDfXibAI,DALAT 1810 (feat. Cigar & LongLu),PAR SG,5yE1xvNIbuEB2kkopCuCVY,04/18/2025,29,0:00
1fwgdNPdqSw28WpZA9kLdb,Lựa Chọn Của Em (feat. Cigar),PAR SG,5yE1xvNIbuEB2kkopCuCVY,05/09/2025,20,0:00
2tJDlk1gxIjqcb5PxlM3To,SUPERSHY (feat. luyn),PAR SG,5yE1xvNIbuEB2kkopCuCVY,05/09/2025,22,0:00
2g5O9eciZ7uib7SFbprnM6,Được Và Mất (feat. Hngle),PAR SG,5yE1xvNIbuEB2kkopCuCVY,05/09/2025,22,0:00
5phC3U5ofvJzPZMaJbCl7M,258,PC,3HD3V1nGFPwepBO7064Ij0,08/25/2025,38,3:51
5CDDI7NsITmyJI6hgvXBAd,Bài Học Quý Giá,PC,3HD3V1nGFPwepBO7064Ij0,01/22/2025,43,4:35
0cVITkMNlUbTiJrsgl6DPm,Cá Tính,Pháo,4en2ObzSYlIYbCGknXjgG9,05/09/2025,21,0:00
6fyL05j6x6mkmoXs5s1M7L,Anh Đi Tìm Ai,Pháp Kiều,13c4ijEkXNvEFoxGxwp5Su,11/12/2025,37,3:37
1mtU80oviSvkF0jJzNhkjn,Biết Chi Nhiều,Pháp Kiều,13c4ijEkXNvEFoxGxwp5Su,11/12/2025,35,0:00
6xlzG2CvkX7I0xDpo7VyyT,Mũi Tên Uất Hận,Pháp Kiều,13c4ijEkXNvEFoxGxwp5Su,11/12/2025,35,0:00
2a1CG13VSCDfvMSEKACbOi,Say Hết Đêm,Pháp Kiều,13c4ijEkXNvEFoxGxwp5Su,11/12/2025,37,3:43
7aNwZ9Zrth9qO1wjIZFRsq,Đôi Mi Chẳng Ướt,Pháp Kiều,13c4ijEkXNvEFoxGxwp5Su,11/12/2025,37,3:25
2EdxnysfXd2iGuBklL1bPj,NÀO AI BIẾT TRƯỚC - Phạm Kỳ,Phạm Kỳ,3yCPgp6ckDEqBUQnybWeTm,11/10/2025,13,0:00
4mhoDbKhd3JaFNPMyN9bdj,Quảng Nam - Đà Nẵng (Đoàn kết và tổng chồ),Phạm Kỳ,3yCPgp6ckDEqBUQnybWeTm,04/13/2025,7,0:00
6RSjrWXw9y76qygGImRsYT,Thôi em đừng khóc,Phạm Kỳ,3yCPgp6ckDEqBUQnybWeTm,10/04/2025,36,0:00
3HmTBYZI5cXyrjhyof4suh,VỪA HAY THỨC GIẤC,Phạm Kỳ,3yCPgp6ckDEqBUQnybWeTm,08/09/2025,13,0:00
27YNFssMSXPHNrHsKnFZEg,Địa Ngục Trần Gian - Phạm Kỳ (Trap),Phạm Kỳ,3yCPgp6ckDEqBUQnybWeTm,09/23/2025,21,0:00
4Jzv8SuPB46QoTKbfzSR1Y,Đứa Trẻ Đi Lạc,Phạm Kỳ,3yCPgp6ckDEqBUQnybWeTm,04/13/2025,7,0:00
5We7uD9TpLxSYGSK0kOfsZ,No.21,Puppy,2dC1IBU9NOD9xsQJ5RE7j7,10/20/2025,40,0:00
03lqBJVdEg5oPZPhtNANFn,Đầu Tư Cho Trái Tim,Quang Hùng MasterD,0slOzRzTQb1RBBVJbvRITP,02/22/2025,46,0:00
3HiEO7xIH81yDVivdugnDP,Anh Vẫn Ở Đây,Quang Đăng Trần,2LX2SKJhvZjyH4Z7XMptjd,06/30/2025,37,4:38
6bcRMc7wuLsbXP7KHHiKLK,Rời Đi Có Lẽ Tốt Hơn,Quang Đăng Trần,2LX2SKJhvZjyH4Z7XMptjd,04/08/2025,45,0:00
0u23VEYtvfgUdZ70zSI7Rf,Vô Tình Như Em,Quang Đăng Trần,2LX2SKJhvZjyH4Z7XMptjd,05/31/2025,21,3:27
4h07icz1LwK80zGhxebVdf,Falling With You,Quân A.P,2NRcG7E1j2sSi8vnUzCcpi,07/29/2025,36,0:00
6h0WS97nJhRZamjYCu7Mwk,Lời Xin Lỗi Vụng Về,Quân A.P,2NRcG7E1j2sSi8vnUzCcpi,02/12/2025,46,0:00
4yVjUXGvBqnHhoP322fSZr,BAY KHÔNG CẦN CÁNH,RHYDER,1W2pigH6UYwuTuFbwoSfVZ,07/03/2025,38,0:00
3KLCWggJ1ceqx2UBTaeEgy,CHẲNG TIN VÀO TÌNH YÊU,RHYDER,1W2pigH6UYwuTuFbwoSfVZ,10/16/2025,54,3:23
4Erroubw0xXgFb5n4f2xdI,NÓI GÌ NỮA,RHYDER,1W2pigH6UYwuTuFbwoSfVZ,10/16/2025,49,0:00
513lpsKxZL6fFMIhJdxVOj,SỐNG là phải ĐỘNG,RHYDER,1W2pigH6UYwuTuFbwoSfVZ,01/05/2025,38,2:06
6YZUeBdhpZ3xEcfGeMQje7,All The Fans,Rhymastic,0gGd4WhPXBSgDX6fdOHcOw,10/22/2025,29,0:00
3H0crn1dmj1leEzTCws5SW,2025,Richie D. ICY,0FvZX3MHDrlAAnf15FgBkA,10/10/2025,39,3:07
2lJNyw69T6IYMtFY7cKBJx,Có lẽ,Ronboogz,0dBcEvEklr1jx4uZuhFX5e,03/15/2025,32,0:00
4rlBvqOu3cZrrEq3JYMIpq,Một Người Thành Công,Ronboogz,0dBcEvEklr1jx4uZuhFX5e,09/29/2025,36,0:00
6EY7APohRpAo7qozuKSZGn,Trong Bao Nỗi Buồn,Ronboogz,0dBcEvEklr1jx4uZuhFX5e,04/04/2025,44,0:00
4Gs3MrfMQub2r90VWmcnMZ,Ai cũng phải lớn,SOOBIN,6CGGvCBHWqQ4HXtn5aLhbh,05/20/2025,48,4:20
3aGxbvI7bSoLm8amDLPChw,Tiến Tới Ước Mơ 2 (feat. Rhymastic & SlimV) - Vươn Mình Vượt Trội,SOOBIN,6CGGvCBHWqQ4HXtn5aLhbh,06/20/2025,34,2:48
6lNfj1VcaETCDfCuZJYj8I,VIỆT NAM TÔI ĐÓ,SOOBIN,6CGGvCBHWqQ4HXtn5aLhbh,01/09/2025,36,3:07
