artist_id,artist_name,genres,followers,popularity
001OedRF8lGo3og3aHDTy6,Thai Trinh,"v-pop, vietnam indie, vietnamese lo-fi",8430,22
006RBJU7ScwRg9eouP4kJw,NICKY,"v-pop, vietnam indie",82786,46
009ClVlsLYwmu9ohcC0SeV,Guen,"vietnam indie, v-pop",3511,30
01WAgDamuRnJyTMnRXbSfB,2Hoang,"vietnamese hip hop, v-pop",101,3
033tY0EKEVdDtzoeEMMCJC,Phạm Quỳnh Anh,v-pop,51941,35
03A7qa4lY7tRu54wSu5FMt,Mee Media,"vinahouse, v-pop",73462,45
03RW9nhAyt03K42HHHLuus,Đĩa Than Hồng,v-pop,26045,7
03UysjOtanYHmkx6pRiPWr,Andy Vu,v-pop,405,4
04MnOKOdhBexWQZC0kvCva,Trung Ngon,"vinahouse, v-pop, vietnamese lo-fi",1500,29
04xz9bIBYTIqEpmRvQkfvu,Tyronee,"v-pop, vietnam indie, vietnamese hip hop",18828,59
04ZLXX1T9Xg9YYqDRTe8k7,Nuilillaw,v-pop,469,25
05ORC2RS6P2qeGCYLvaApv,Lê Thu Thảo,"vinahouse, v-pop",617,30
05qvgW4tgMM2me9GynXvPw,LDleKING,"vietnamese hip hop, vietnam indie",1954,12
05xxXziuRhVsmlSjTD4Soh,Kuun Đức Nam,"v-pop, vietnam indie",23896,39
063N27mzFn4rYsaFwUsRgc,THIÊN ĐÌNH,"vinahouse, v-pop",1703,43
06poxdxQLKoN1WqCvk4qcP,Thái Lê Minh Hiếu,v-pop,922,42
06SicyiJaPtTdRWR015ZKw,Saka Trương Tuyền,"vinahouse, vietnamese bolero, v-pop",34166,27
06WYvcUpN39UAIcPuvjske,Thanh Huyy,"vinahouse, v-pop",228,28
07esLKVnemAsxNGcChy09y,INC 3Fe,"new wave, melodic rap, v-pop",479,19
07vl3No6oFpi7pBu6OZv4v,Billis,"v-pop, vietnam indie",1641,32
08oVk6zBKzkq6k9kn7SLAb,ShanHao,"vietnamese hip hop, v-pop",343,11
08xn7sYY4KworP8Vc3GoiU,Orinn,"vinahouse, vietnamese lo-fi, v-pop, lo-fi",596877,54
09TbfG9329V26zqpb7IQT5,Xuân Nghi,"vietnamese hip hop, vietnam indie, v-pop",15317,30
0ABztwl5ApqMZOllFyaCmP,Youngboi Heily,"vietnamese hip hop, v-pop",3204,31
0aDZC2CPSqgpZwzqrh0DeF,Giang Nguyễn,"v-pop, vietnam indie, vietnamese hip hop",423,32
0agWx6vy0Ss4FGafO8bEYc,Ánh Sáng AZA,v-pop,58294,47
0ANqYDzdblLKjBoTvasVJg,Lê Ngọc Thúy,"vietnamese bolero, bolero",1383,13
0aNyWetkjBvIdZvJY00yEa,Phan Mạnh Quỳnh,"v-pop",1218130,53
0AOAMHZgHaxM71om8IDGsv,Nguyễn Trung Đức,"v-pop, vietnam indie",3123,48
0b68vXEHFuQP71O9FOESra,Huy Vạc,"vinahouse, v-pop, vietnamese lo-fi",42221,45
0bumIz1y6b6OurYMtWZukb,Châu Tuyết Vân,v-pop,364,25
0cAcRTWMSeuezcHpxInChD,BeepBeepChild,"vietnamese hip hop, v-pop, vietnam indie",622,15
0cf0oidLIQoNhGTp0SHzhU,Việt Anh,"vinahouse, v-pop",16711,47
0CkuQCslREF7yuvAqJXVuz,Sáo,"v-pop, vietnam indie",19517,32
0CO1IZAPmgTbkfXvcRCLsL,BAN,"v-pop, vietnamese hip hop, vinahouse",90237,46
0cpYo9q95ayGdAK8IJ3O8N,Linh Chi,vinahouse,225,5
0crvrM34uGoPas0sO0uhJu,Lê Minh Trung,"vietnamese bolero, bolero",2817,19
0CxhbfVo6mRgS62NoBkAMT,Yến Ngọc,bolero,49,0
0DALWve1lANb1zn6i0hy8s,Nguyễn Duyên Quỳnh,"v-pop, vinahouse",2104,27
0dBcEvEklr1jx4uZuhFX5e,Ronboogz,"v-pop, vietnamese hip hop, vietnam indie",499819,58
0DL9VpY3UsZWQyDOO5Ej2o,Lemese,"v-pop, vietnam indie, vietnamese lo-fi",23014,38
0DLHQZXRt87szUIYk1QRFq,T.A.P Entertainment (Producer T.A),"vinahouse, v-pop",59,17
0DmCrJIkZpp9ef4c23Msly,Bùi Dương Thái Hà,v-pop,73,4
0dOyZaptbuMapmkLoV8PVd,Ngọc Phước,v-pop,469,26
0e1ztmyg5j6MNeyDmr5nFX,Thiên Tài,"vinahouse, v-pop",544,42
0EEcEHFjh4q0m1Dif55qIB,XOLITXO,"vietnamese hip hop, v-pop, vietnam indie",5078,27
0EfEWOpWEbf6WP8rsQMSDM,Phúc Nguyên,v-pop,2881,43
0eM9FVpbKx2ZvUOWDHXbUO,BB Trần,v-pop,2386,37
0EOMdQwzUG6CKh9oWvcANr,Lăng LD,"vietnamese hip hop, v-pop",36812,44
0Et0kTQ4C6nJOJ0sJKXJmL,XHTĐRLX,v-pop,14,1
0f14R2JMVOQsRuxCc4CIPf,Hồ Minh Đương,bolero,834,7
0F1rSmrNT6sp3LYohgYKsT,Hải Đăng Doo,v-pop,117405,47
0F9QjQY6Sq6cxN4n8fmvBn,Tân Trần,"vietnamese lo-fi, vinahouse, v-pop, vietnam indie, lo-fi",1800,25
0FflNqUFk4ODtAZuVuqgou,Nguyenn,v-pop,36234,43
0FGIOjX91Nnaq4ENBkXBxH,Phương Anh Idol,v-pop,196,3
0FqdaYWdo1r4esDdZ4wA8n,NP.2,"vinahouse, v-pop",1510,18
0FvZX3MHDrlAAnf15FgBkA,Richie D. ICY,"vietnamese hip hop, v-pop",34813,44
0gbeh1a6jor3A3vyJFVJxm,Hồng Ngọc,"v-pop, vietnamese bolero",7834,27
0gC4SsEIzJB5rTRWSZ3sj3,24 Bit Records,vinahouse,16,5
0Gdbr9myXctE3u0jKahkFo,Chuột Sấm Sét,"vietnam indie, v-pop",20288,26
0gGd4WhPXBSgDX6fdOHcOw,Rhymastic,"v-pop, vietnamese hip hop",795630,56
0Gp028APVCnVO9Au7qcMQK,Lil Enzo,vietnamese hip hop,338,8
0Gr3bRnYGIx2xHO853bo3V,Wheelie,"vinahouse, vietnamese hip hop, v-pop",1373,19
0gsKMaZgIDuvSSlXR1IJKd,Drixen,vietnam indie,324,11
0gsqfuR0OFF5SSai7lsPrj,Drum7,"v-pop, vietnamese hip hop, vinahouse",19920,42
0gyjtTN7dfUe59UT0a0fKR,Tuann,"vietnamese hip hop, v-pop, vietnam indie",692,48
0h1t3bX5OgIk0VtZOkQIWA,Ryn Lee,v-pop,6912,44
0hAwpZIS6AwuTGkkIBMWZB,tuấn việt,v-pop,54,1
0HhRjPFqN1sqrUpJA7NuDe,TUYEN VO,"vietnamese hip hop, v-pop",1008,35
0HjNcRzFHIoXQ8gSoWuluC,Đoan Trang,v-pop,1126,12
0HkuKQC3KrDbCAYUzT2dIp,ZuongZero Ent,"vinahouse, v-pop",503,14
0HqNIZwtUtRM5FEuXrdZWf,Wang An Nan,"v-pop, vietnam indie, vietnamese hip hop",1121,28
0hUr8xEtATxbq2OTiJFAP0,24k.Right,"vietnamese hip hop, v-pop",261147,55
0HwjyFCRtowzu4nRwln3gj,Hoàng Khang,"vinahouse, v-pop",1046,15
0hWPa5etsuzHraxEq4xt6U,Hà Lê,"v-pop, vietnam indie, vietnamese hip hop",13504,39
0Hxo49G2Y9jzrRGqQeok1m,Vinh Khuat,"vietnam indie, v-pop, vietnamese hip hop",25314,31
0hy8mfXxfD8kQ6MRQkDVrn,itsnk,"v-pop, vietnam indie, vietnamese hip hop",33401,57
0i5YOCQqYC28mLNJTB5tGx,Lê Thu Hà,"vietnamese bolero, v-pop",121,9
0I6jb4RjMkF84T2e5VsjlG,Dani D,"v-pop, vietnam indie",1932,31
0IBUlucigx80io4qV5fQ34,An Vũ,"v-pop, vinahouse, vietnamese lo-fi",57882,43
0IdAjS2LRieBR3gzoazdAw,MIN,"v-pop",1171285,60
0iiKTHOQ52q6AE8KaglyyV,Đỗ Hiếu,v-pop,349,6
0ikTu85gQdXHbyBhqPnn3Z,Xuân Phú,"bolero, v-pop",3389,5
0IMvyEWySP665zddlejaSm,Quang Vinh,v-pop,54738,35
0iqum9KAHh3LkgDhuqvTxM,Song Luân,"v-pop, vinahouse",106978,44
0iryGC3USpWG5jDEN4FlCR,Vlary,"v-pop, vietnamese hip hop",2702,22
0iyMn5y6Y5p4E8Okh9ciHg,Mimetals,vietnam indie,2436,17
0J19G5YWN6tlNJgP2sRkKd,J.ADE,"v-pop, vietnam indie",4498,33
0jF7Zlz8P5p74zcH7YwcMU,Anh Quân Idol,"vinahouse, vietnamese lo-fi, v-pop",74365,48
0JggLWdYe1p6oHZoHpyPSD,Blacka,"vietnamese hip hop, v-pop, vietnam indie",23423,36
0JiW3QUXOM2tKRRz3vxTan,Xanh 8+1,vietnam indie,5562,7
0K7K6pYpNBSlzeDx9vPVMB,Minh Hang,v-pop,11443,35
0kCHO9VgH0daADoU4bCrfF,Võ Phương Thủy,v-pop,9,11
0KQIBlBvD0i48NL3kigXIA,Hào JK,"vinahouse, v-pop",519,25
0kQJGNzgog5Y2D4m7zTRxD,GiunDra,v-pop,50,8
0kRs5H8JQHkHMQwBg7BgPv,SWAN,v-pop,4987,41
0KWdVd7ZYhtlm0CLHIFBya,Bằng Kiều,"vietnamese bolero, v-pop, bolero",451747,44
0l3YAI1xmZKCZBzduST5ft,Thùy Chi,"v-pop",551637,43
0l9gyu1WOgCfMDrpnwA7et,Đặng Thái Bình,"v-pop, vietnamese hip hop",4754,25
0LIZC1GStlO5tEEYC0cB1e,Hast,"v-pop, vietnam indie",6014,38
0Lw08GV4evPKSZnPJKUefT,Dacia,"vietnamese hip hop, v-pop",1004,15
0LzKYyu8mwHXfMih4lnMXY,Pay,"v-pop, vietnam indie",11232,40
0MDeZ8vIkpFX3QkvY0el6B,Duy Mạnh,"v-pop, vietnamese bolero, vinahouse",123266,37
0mDoUba96VCtvihkndNxpU,VY Jacko,"vietnamese hip hop, v-pop, vietnam indie",477,7
0MMvhtfFn1izZ6EeSSPBQW,VoVanDuc,"vietnamese hip hop, vietnam indie, vietnamese lo-fi, v-pop",9543,32
0MNKLsBMKa5KGShgrWgE3B,Cheng,"v-pop, vietnamese hip hop, vinahouse",3122,28
0MSThXXAv51swAKUOuZg8A,Trương Thảo Nhi,"vietnamese lo-fi, v-pop",4377,31
0n5wPsNoNc7w1bElyNzY4Z,CONGB,v-pop,41187,52
0N6HV62prScKXpkfy97S2Q,Thiều Bảo Trang,v-pop,284,4
0n9PLnVvJELlNf5Lkk7vQ5,Lê Thành Trung,vinahouse,88,17
0nI8L7XAhsuamaOgUAaRsA,Quavic,"vietnamese hip hop, v-pop",158,15
0NPrS1NOx6rxhDZ4ujNDB7,Nguyễn Hải Phong,v-pop,3719,31
0NQ3N57MEr4xVh9MrBz2dM,Layla,v-pop,17,4
0Nru2xZlOHoIRwpLZO785D,Ran,v-pop,1478,26
0nyDEI18MiJfAIDLam8scz,Biên,"vietnamese hip hop, v-pop",475,35
0o3J7OHDa35b6AY7Ivj5j7,Muộii,v-pop,59258,43
0obXkAXG0Ivhjj6TK6QZfd,Sofia,"v-pop",18194,36
0ocO9wD6nzLDn1HCwTmioM,Joka3iz,vietnamese hip hop,682,6
0OECMkZp1koXqQLQrMizHb,Vicky Nhung,"vinahouse, vietnamese lo-fi, v-pop",68507,40
0Ok2WXF4QmV02a0k6nijST,Karrot,"vietnamese lo-fi, vietnam indie, lo-fi",4601,24
0OLukfVDKFAHm9QsOIj3gU,Tâm Phúc,vietnam indie,11,4
0oRmS4Q2x8CZdvwbdLRLuM,D'CEE,"v-pop, vietnam indie",1369,14
0ossMcioC6nqOMgL9U7pzC,Genta Huynh Ayun,v-pop,17,5
0oSTg7YmupI6V3mU9bwtBa,Nguyễn Phước Hoàn,v-pop,104,2
0OzWJ833Wac4o3SAh38s7i,Xám,"vietnam indie, vietnamese hip hop, v-pop, vinahouse",25603,41
0PMKIhcS7nvrPJRo1TTFDT,Lâm Phúc,v-pop,1825,25
0pOtP6jMG4IXacNYJIGTAe,Bảo Yến,"vietnamese bolero, bolero",42066,24
0PpU7wmAVhHZWsJBVGKjh4,T-Akayz,v-pop,41,9
0PsYNWoA9eUOHO4VUOSp8F,AK49,"vietnamese hip hop, v-pop, vietnam indie",1764,27
0Q6P8dNoDT5Laxl7XFUStQ,LilGee Phạm,v-pop,63,24
0qAJ604EZMbkbpZ9NN6W6d,WOKEUP,"vietnamese hip hop, v-pop",26017,51
0qkGQFUrj8ERPAZcdpa79j,Phuc Du,"vietnamese hip hop, v-pop, vinahouse, vietnam indie",141280,48
0qLm3SxEV64WhTKTChH9Nb,Huỳnh Lập,v-pop,1711,16
0QRUD41ltP8vhaAIxMZb2H,Lu,"v-pop, vietnam indie",20366,40
0qSe56Ov0FLE4tgcP1OOhH,Fowlex,"drill, vietnamese hip hop, vinahouse",455,14
0qsxxwNWl74ERd4qAoNrkT,Ngọc Phụng,"vietnamese bolero, bolero",2061,19
0r63ReVRjxrS4ATbLrdcrL,Hoàng Thùy Linh,"v-pop, vinahouse",882410,53
0rc9eaCCrxAD7dXeEmkNAP,Đỗ Lê Hồng Nhung,"vinahouse, vietnamese lo-fi, v-pop",1212,17
0rexcawTdDEBEFYnb6X3sO,C-Palm,"v-pop, vietnam indie",970,12
0RKO9apqLv21yxEPU8v3NT,Thoại Nghi,"v-pop, vinahouse",474,19
0RzxSfLRSQmRJ3fFabRMsT,MINH,"vietnam indie, v-pop",16841,19
0s9oqVCJ2iXTqSUR5fcky5,Mer,"vietnam indie, v-pop",52378,44
0sHgkSy46mGBuQLmyusrKu,Kay Chau Anh,"v-pop, vinahouse",9660,40
0SjJhjgc1D572KAnWda6rl,Doan Trang,v-pop,6064,6
0SKLLbNiQwtDCvSvyVweom,Đổng Linh,v-pop,26,6
0slOzRzTQb1RBBVJbvRITP,Quang Hùng MasterD,"v-pop, vietnamese hip hop",655809,57
0sylGBYigcQgVf6byNiwJS,Phức Hợp Hood,"v-pop, vietnamese hip hop, vinahouse",340,5
0T8DkuhhFhdWAMN0bdeLL7,Lil Zpoet,"vietnamese lo-fi, v-pop, vinahouse",54586,52
0tBmmwc8j8zbJxISwdsvjA,Andiez,"v-pop",405598,52
0TDuXIrLHXPYbWPXbD0LRZ,V.Music,v-pop,415,26
0TMi7gI9TNr3eybX1oTCK2,JunDi,v-pop,104,11
0TOkAHuy2QmeEaMxLhUbDI,Hoàng LV,"vinahouse, v-pop",16,8
0tThYvMPafMHjXI11IbtZ8,Duy Andy,"vietnamese hip hop, v-pop",983,13
0TZKKZG6WHl2aVFPDtND82,Độ Mixi,"vietnamese hip hop, v-pop",69854,22
0U2ySQ7f4kwPOp1Y38xqJk,Blak Ray,"vietnamese hip hop, vietnam indie",369,7
0u5ikKYYDO2XGyYjNGQRGf,The Flob,"vietnam indie, v-pop",73147,44
0uFmsZn2rpoHDgddEOxoZJ,Uyenkulele,"vietnam indie, v-pop",70,6
0UiXDBbk4GzfVorApe8UUC,Huy Dean,"v-pop, vietnamese hip hop",92,14
0uJCxg582DDyZL3iq6CkYh,BIG WIND,"v-pop, vietnamese hip hop",16742,47
0UoTQAalwmabcQ7HXGIpug,Trung Lương,"vietnamese hip hop, v-pop",768,4
0UphfPPTiOu3DUQnu8XF93,LongLu,"vietnamese hip hop, v-pop",69,25
0USsiioabw7ukSY0ZBwXlP,Trung Hiếu,,68,10
0uujlZ3ZqFabsl6dztOMC7,Dusky,"vietnam indie, v-pop",433,15
0uV9wXh91Nuk5YHYqlkVup,Phạm Lịch,"vinahouse, v-pop",8237,32
0Ux2qIQbEeqvv7uYLgHhDH,tofutns,"vietnamese hip hop, vietnamese lo-fi, v-pop, vietnam indie",39623,45
0uyQt4EGosoRXLoxcxjg4b,Graykee,v-pop,166,16
0UyTscBfKB6ILapfawqhFB,Haukong,"v-pop, vietnamese hip hop",8894,32
0UzTVrRT0KTsJDxmlcGfQG,Tiên Cookie,"v-pop",255631,35
0V2DfUrZvBuUReS1LFo5ZI,Ngọt,"vietnam indie, v-pop, vietnamese lo-fi, vietnamese hip hop",1154395,55
0V8tQXWkKPD5SxsB2moGew,The Gregory Brothers,,176490,50
0va0d4S89QpwDbKAAVGZjf,Avin Lu,"v-pop, vietnam indie",1457,20
0VdnnR7BczJNjseKPWXep5,NK,,1468,24
0VH0mrHf6OQ8uiFwgDsZqR,Nguyễn Huy Hoàng Hiệp,v-pop,1,1
0VoZgCD5fTS8JDmMPu0bX3,Vsplifff,vietnamese hip hop,4472,12
0vTUa2hbNHke3omoGxuKFm,Linh Cáo,"vietnamese lo-fi, vietnam indie, v-pop, vietnamese hip hop",33761,42
0wATZebE9ZNj7fTjTdwiJB,Kewtiie,"v-pop, vietnamese hip hop, vietnam indie",48375,45
0We6FybaRNC3InZwnhiH2J,CeCe Trương,"v-pop, vietnam indie",461,16
0wJWawRvX8K9joiK9QqkX5,SIVAN,"v-pop, vietnam indie",70984,46
0wQBc88XT0U6yRa23QFwV8,Châu Dương,"vinahouse, v-pop",3614,34
0wqus4nTxIoJvLZLwBt8Df,Rapital,"vietnamese hip hop, v-pop",149703,46
0WTq44We1hgk44exLV0pFc,Uyên Pím,"vietnamese hip hop, v-pop, vietnam indie",2607,23
0X7B4Hx2vwlcfKJx4yhfNn,Diệu Đan,"v-pop, vinahouse",843,17
0X9ppz0tn5cKp8YkR9TsyX,Toxic Dope,"vinahouse, v-pop",559,17
0XClvlpPDNRs3tglCzqxyw,ZIMLOW,vietnamese hip hop,89,7
0Xdh4oLzLFDUuUwhuRmv6g,NAMVEE,"v-pop, vietnamese hip hop",277,14
0XEYiIh3AzMl9lBaT3gNz7,Willistic,"vietnamese hip hop, v-pop, vietnam indie",31410,41
0XInUxYrh0zedGJOsZy3Z7,Nguyễn Thùy Linh,"vietnam indie, vietnamese bolero",1073,18
0XOHQOteNO7pqYk5hWs9TX,Hồ Việt Trung,"vietnamese bolero, v-pop, vinahouse, vietnamese lo-fi, bolero",53266,35
0XtC2d9ZVigYA7iMy5YkW0,2pillz,"v-pop, vietnamese hip hop, vietnam indie, vinahouse",75491,53
0XXsDvZGaRpOTStVpuTEst,Cao Bá Hưng,"vietnamese hip hop, v-pop",3268,28
0Y9KzsdFByEI4bigKF1htd,Myra Trần,"v-pop, vietnam indie",137806,44
0YTbQFGnp951NRsbyeGDo6,Đình Bảo,"vietnamese bolero, bolero, v-pop",2481,24
0z1BxmlQBMGmM99NI8tlAd,FiGDee,vietnamese lo-fi,9270,35
0ZbgKh0FgPYeFP38nVaEGp,Obito,"v-pop, vietnamese hip hop",1405046,62
0ZDirTwCdmoL4RpbXxiRvj,Max Benderz,"vietnamese hip hop, v-pop",2944,32
0ZIJokI7PUnSoUqPumMbTv,Galaxyy,"vietnamese hip hop, vietnam indie, v-pop",600,23
0zo8kCJVktn7oPnzpkbC2p,14 Casper,"v-pop, vietnamese lo-fi, vietnam indie",110465,52
10DVqLQppj5k4viGgo33Gj,Astronormous,"vietnam indie, v-pop",460,5
10MEOxTLCmEMQKOLkrVSjU,Như Ý,"vietnamese bolero, v-pop, bolero",2197,30
10Vh55OOiguHa5Yo7w0UL9,Đồng Lan,"vietnam indie, v-pop",1957,28
10wPOKgSR6fBgohk23b226,#SSdaRealest,"vietnamese lo-fi, v-pop, vietnam indie",6458,39
11fKQT0P9kw4T6XLsQ2a06,Nie,"v-pop, vietnam indie",8364,40
11P9YnpUOfSnRohkq3NMpH,Gala Nhạc Việt,v-pop,1416,10
11XSPXCG3UqDtI8ymG2NX3,Nguyễn Đình Tuấn Dũng,v-pop,6816,32
12scI4mEdyEDBi7cdkxkVZ,1nG,"vietnamese lo-fi, v-pop, vietnam indie, vietnamese hip hop",39806,45
13c4ijEkXNvEFoxGxwp5Su,Pháp Kiều,"v-pop, vietnamese hip hop",343098,54
13EvlEb1o6wmn6dFfWLuoq,Duc Tri,"vietnam indie, v-pop",2606,27
13t5p3QkFAAkqIGRh8m2tu,Hoàng Quyên,"vietnam indie, v-pop",3817,12
14q7EXaTyQx2h9pr7zfI7H,Nhi Hoàng,v-pop,23,3
14RscV8jZp2WBjJMr3SNK9,Ngọc Linh,v-pop,774,38
14W31zJumZnGDgZuPXclTJ,Thanh Hưng,"v-pop, vinahouse",324686,52
14yxbWNAfp2LOdYtm69ASk,Vin Quốc Anh,v-pop,195,18
15BdWDB7smcW5zPsl26u44,Ngô Anh Đạt,"vietnamese lo-fi, vinahouse, v-pop, lo-fi",22332,33
15ce8dZVp4RyVWiiBy27AQ,Khuê,"vietnam indie, v-pop",266,22
15FSTGdPc6v6LuyK8E5mxL,Cao Trung Hiếu,v-pop,155,18
15qIW0R8ys6DkGKygGnMEN,Kiều Chi,v-pop,14101,36
15RKeJqxSbkcmwkBFoALjs,MayBae,"v-pop, vietnamese hip hop",1661,32
15xl6lE5nGj3220u9wCAYr,Đan Tiên,v-pop,69,2
16GHGZelmAKHPo5lqcA0rX,Hoài Sơn,v-pop,183,14
16JewZRHiMy6GWbmaf2PH0,INC Sick,"vietnamese hip hop, melodic rap, v-pop",1234,20
177bhZzp0omJzqXbXDsJcl,Anh Thơ,"vietnamese bolero, bolero, v-pop",23754,29
177KBVFwdDaS2qQNHstlrY,Nguyên Thảo,"v-pop, vietnam indie",11123,30
17HFnmX9Dse1LG8Z5WpeiS,tamthanh,"vietnamese hip hop, new wave",702,3
17KPuj0tqRIO9ZX5Q15VwC,JK Tuấn Minh,v-pop,14,2
17NBKc6hvO5JPyK7BU1T1Z,Trà My Idol,,80,21
17QbIxGorCQnxk26pvqESU,iMAZE,"vietnam indie, v-pop",1194,19
18qwiOIbQ6YIMrsdPm06x6,Soulient,"vietnam indie, v-pop",758,18
18tVOg5gKuSc0zHPsWsPgL,Lope Phạm,"v-pop, vietnamese hip hop",362,2
18UvSgH0pVJChXNug0V8qZ,ICY RIX,"vietnamese hip hop, drill",553,16
18vmPKrKuO3whqA8z1UOL9,Lưu Bích,"vietnamese bolero, v-pop",18630,29
1946SXMtprXuDRbjV3TXDh,Trịnh Lam,"vietnamese bolero, v-pop",11041,33
196qGzmjvUJDtjKjO2604d,Du Uyên,"v-pop, vinahouse",13159,41
19f20EhuHJJ3YJ03TxDiuM,Phaos,"vietnamese hip hop, v-pop",659,7
19XsZgjlw1MS5Ggg3bNP3l,Zinnine,vietnamese hip hop,124,8
1AgB1RkxZOp5XcCDfvVLUS,Nguyễn Minh Cường,v-pop,626,19
1ahlgMVhWA7BuUq755IoGZ,MAIQUINN,v-pop,49071,44
1AMNgxyuihWhr7kP2EKzhr,Nguyễn Tùng Dương,v-pop,125,10
1aNUAPZDybKaYoNvuJns9E,Chlldish,vietnamese hip hop,744,19
1b5vsEIamSveO3xe3oEMsT,Ca Ca,v-pop,1062,24
1b9USL8WQoqdSDSrdMNk8g,1DEE,"v-pop, vietnamese hip hop",546,33
1BcjfrXV4Oe3fK0c8dnxFF,Phương Mỹ Chi,"v-pop, vietnamese bolero",258851,50
1bkEtYsRYvm3mKCzL2X21A,ĐỖ PHÚ QUÍ ,"v-pop",20783,31
1Bn3dlrtgiD6zDzRSDBaMi,Lala Trần,"vinahouse, v-pop",4438,36
1BOGWxAhrDOqS7utkhJQSU,Đông Đào,"vietnamese bolero, bolero",675,5
1br1qwFrzbNkxvisBvJBbe,EVY,"v-pop, vietnamese hip hop, vietnam indie, vinahouse",3089,26
1bweJ8ReP08akfsoW8jiP9,nae & de'lay,"vietnam indie, v-pop",1266,21
1BYxA12Ptu7vku1GY4bniO,GPG msmy,"vietnamese hip hop, v-pop, vietnam indie",5557,27
1CAp3NsMuJQzbPPQ4cduSg,Flava Sati,"vietnamese hip hop, v-pop",192,31
1CmpPe389rlcewV0pAmxyq,EREN,"v-pop, new wave, vietnamese hip hop",30076,46
1cPpd989kghzlZqfpP4KwL,RAP VIỆT,"vietnamese hip hop, v-pop",2141106,54
1CtKyh1nnweRiMM2OCWzPj,Giáng Tiên,"vietnamese bolero, bolero, v-pop",5822,22
1cTygyyG6dtnj7uNnM10Lh,Soonerr,"vietnam indie, vietnamese hip hop, v-pop",394,9
1CWwyDPjCowRTO4p6A7r6g,Mỹ Tâm,"v-pop, vietnamese bolero",1984002,50
1D7DOKmTJUBj8TcLVAsug1,Thu Hằng,"vietnamese bolero, bolero",280,12
1Dd0DajYMxzu1Q6kuXLyJ3,Hoàng Yến Chibi,"v-pop, vietnam indie",217316,42
1deDBB69YQHCr0hfw2INEt,Kinn,"vietnamese hip hop, v-pop",525,7
1dm0F6bc96vbMWFy5pz8UR,MeMe Media,"vinahouse, v-pop",7950,53
1dmaHHd1Xbd85cT1egYb4w,Trúc Nhân,"v-pop",1025420,46
1DOiJPXSa8eUgf0bTUeyn5,Thủy Tiên,"v-pop, vietnamese bolero",11542,32
1Dsu1qosuhggqKT62FafSj,Củ Cải,"vietnamese lo-fi, vietnam indie, v-pop, vietnamese hip hop",3926,13
1DsxcBE0S8R9btRREUb43A,Liêm Hiếu,"vietnam indie, vietnamese hip hop, v-pop",250,14
1dTIpevtVRUYrKcoFMNFFf,namesbao,v-pop,21,4
1dwfi5uS5pfQMhAic73Q7L,The Masked Singer,v-pop,346122,47
1e2soLvkyYiXMugNDo0VNt,Nguyễn Thành Đạt,"vinahouse, v-pop",816,39
1E356l9hlsN6UnPDQTRUNp,Mike Pham,"vietnam indie, v-pop",42,0
1E6UYLIV5yRqnF1FFM97g3,Phạm Hoài Nam,"vietnam indie, v-pop",5993,26
1eLRJ9F6qwKeI6frD3ZzQg,SMO,"vietnamese hip hop, v-pop",27681,18
1EnqE63biVUgNpKChrH0SN,DJ Trang Moon,vinahouse,681,22
1fm3FIfOMGSaxeOPK5QpKp,Vương Bảo Nam,v-pop,285,12
1FSFk4EW0J2Yeb0Fua26b9,Mars Anh Tú,v-pop,342,10
1fsk39iGGXdgvspm0zvSbd,Hoàng Luân,v-pop,58,4
1fTWz0OemWveF9AMkRPJKi,Forest Studio,"v-pop, vietnam indie",52174,44
1G2yxRuuHv9mev4EHZzbXw,Đinh Mạnh Ninh,"v-pop, vietnam indie",6921,28
1G3RcXhj9uV6rBEoWMEB6O,Đồng Ánh Quỳnh,v-pop,1548,27
1gcRVXmxLnwzd7EJn5dLGD,Quang Dũng,"vietnamese bolero, v-pop, bolero",189556,34
1gjeO7nm4QagscrFBbHiSZ,Nguyễn Đình Vũ,"vinahouse, v-pop, vietnamese lo-fi",107890,43
1gRltC2Wy0Gi2cxsDDJrh6,Truc Ban Bun,v-pop,166,5
1gUH71ZCFzPyLoyrSguJe1,Yuno Bigboi,"v-pop, vietnamese hip hop, vinahouse",18862,37
1H3wX90oKRfy2zHFpWRzeX,TINO,v-pop,4120,34
1HGIytOQn1RdSrvBF7W5hb,Zenky,"vinahouse, v-pop",163,22
1hhQRlbjtVj3lrP7b3eblN,Mabel,v-pop,427,25
1hmAASPr3Njk1PEWCYTVdF,Nhựt Trường,"vinahouse, vietnamese lo-fi, v-pop",1387,22
1hOTk0ce1aMuDrOC9WV082,Kim Tử Long,"vietnamese bolero, bolero",1878,14
1hsuwBzmMB1CzXHCJxan6W,Hofi Fang,sexy drill,127,8
1I5CkmtLVWLUygTT3cLr5X,"EM XINH ""SAY HI""",v-pop,344839,57
1i9boYyWPAZZLSrDcIov6U,Gxxfy,"vietnamese hip hop, v-pop",1406,32
1IL2QOf3qcroXaqrIZ2qxc,Petervux,vietnamese hip hop,235,8
1IP0KD7r4lBb60Zb1DlCmF,滴燙Diiton,v-pop,6,8
1iVDAS7uGjPmHGNxhNmJdI,Marlykid,"vietnamese hip hop, v-pop, sexy drill",303,39
1j4zMbgjMGHCgTAXYNvUuU,Phượng Vũ,v-pop,2444,22
1j6QCJXxviV8ZDhOncFdUo,Tường Duy,"v-pop, p-pop, t-pop",330,7
