Date,Rank,Title,Artist,Featured_Artists,Days_On_Chart,Peak_Position,Peak_Count,Daily_Streams,Streams_Change,Seven_Day_Streams,Seven_Day_Change,Total_Streams,Source
2025-11-14,29,DANCING IN THE DARK,SOOBIN,,247,3,8,64444,-3521,481193,-17104,21906976
2025-11-14,30,Mất Kết Nối,Dương Domic,,358,1,2,63295,5083,395493,1974,42336244
2025-11-14,31,NGƯỜI NHƯ ANH XỨNG ĐÁNG CÔ ĐƠN,ANH TRAI SAY HI,"Vũ Cát Tường, Karik, Negav, Ngô Kiến Huy, Jey B",47,2,5,61467,1187,422582,-7757,4578845
2025-11-14,32,Nếu Ngày Ấy,SOOBIN,,323,25,0,60176,2076,411044,-2842,10375865
2025-11-14,33,ĐOẠN KỊCH CÂM,ANH TRAI SAY HI,"CONGB, Negav, B Ray, CODYNAMVO, Pham Dinh Thai Ngan, Mỹ Mỹ",12,29,0,57436,4624,377459,1673,643763
2025-11-14,34,KHÔNG ĐAU NỮA RỒI,EM XINH SAY HI,"52Hz, Orange, Châu Bùi, Mỹ Mỹ, Pháp Kiều",145,1,1,56764,4875,386695,-12946,11938878
2025-11-14,35,một bài hát không vui mấy - Extended Version,T.R.I,"Dangrangto, Donal",314,17,0,55739,5053,387926,1381,16502485
2025-11-14,36,Ngày Này Năm Ấy,Việt Anh,,98,11,0,55296,11065,345703,-6488,5643285
2025-11-14,37,Buông Đôi Tay Nhau Ra,Sơn Tùng M-TP,,854,3,1,53188,3879,379848,-4258,25009673
2025-11-14,38,Love is,Dangrangto,,385,7,0,52513,-6022,359703,4769,24067950
2025-11-14,39,Nơi Này Có Anh,Sơn Tùng M-TP,,2132,7,0,50717,-355,362089,-4597,32591785
2025-11-14,40,Có Em,Madihu,Low G,1289,2,1,50010,-3195,355403,3259,42675409
2025-11-14,41,id 072019,W/N,,837,3,9,49850,1473,320586,-18,45421017
2025-11-14,42,vaicaunoicokhiennguoithaydoi,GREY D,tlinh,1244,1,6,49421,-1920,358608,-9136,58543786
2025-11-14,44,Nắng Ấm Trong Tim,Duongg,Dadeon,19,31,0,48452,-3284,351520,-2893,827138
2025-11-14,45,Thằng Điên,JustaTee,Phương Ly,1135,18,0,47300,1514,314720,6367,34868366
2025-11-14,46,PHÓNG ZÌN ZÌN,tlinh,Low G,422,4,0,46684,-1517,348232,-3019,34332230
2025-11-14,47,Không Yêu Em Thì Yêu Ai?,Vũ.,Low G,414,14,0,46422,4503,319103,2529,21947972
2025-11-14,48,Vì Anh Đâu Có Biết,Madihu,Vũ.,1199,2,10,46267,286,371904,-7437,57754771
2025-11-14,49,Giờ Thì,buitruonglinh,,334,10,0,46162,-3137,328853,309,18306027
2025-11-14,50,Xin Đừng Lặng Im,SOOBIN,,172,33,0,45963,6766,278492,3256,6183816
2025-11-14,51,Tràn Bộ Nhớ,Dương Domic,,357,5,0,45645,-5800,328789,-3041,23142480
2025-11-14,52,tâm trí lang thang,Ánh Sáng AZA,Negav,164,7,0,44720,9263,300587,1723,7891499
2025-11-14,53,TIẾC CHO EM,RHYDER,,29,7,0,44583,-5228,390094,-16249,1682680
2025-11-14,54,Thích Quá Rùi Nà,tlinh,Trung Trần,1883,30,0,44539,7683,256097,11803,40149121
2025-11-14,55,Còn Gì Đẹp Hơn - Mưa Đỏ Original Soundtrack,Nguyễn Hùng,,109,1,1,44473,3504,300649,-3517,8111908
2025-11-14,56,Sau Cơn Mưa,CoolKid,RHYDER,804,7,0,44139,-8746,274126,8936,51280623
2025-11-14,57,Nếu Những Tiếc Nuối,Vũ.,,205,34,0,43840,8943,253701,7081,7424299
2025-11-14,58,Có Đôi Điều,Shiki,,319,9,0,43794,139,327870,-7400,21179647
2025-11-14,59,Chịu Cách Mình Nói Thua,RHYDER,"Coolkid, BAN",724,4,0,43792,-10769,310290,3545,51403568
2025-11-14,60,Hư không,Kha,,673,18,0,43781,2460,268485,8644,26326319
2025-11-14,61,Pin Dự Phòng,Dương Domic,Lou Hoàng,136,34,0,43573,-3410,208378,43573,5782184
2025-11-14,62,HƠN LÀ BẠN,ANH TRAI SAY HI,"Ngô Kiến Huy, Vũ Cát Tường, Karik, VƯƠNG BÌNH, Sơn.K, Min",11,60,0,43555,1666,281533,10592,427723
2025-11-14,63,Hà Nội,Obito,"Shiki, VSTRA",493,11,0,43420,4949,273460,5734,23274371
2025-11-14,64,nhắn nhủ,Ronboogz,,701,9,0,43314,3664,309515,4250,37031653
2025-11-14,65,1000 Ánh Mắt,Shiki,Obito,505,8,0,43048,-1526,288854,3063,24408633
2025-11-14,66,Bầu Trời Mới,Da LAB,Minh Tốc & Lam,408,6,0,42905,-1270,334431,-8665,28994764
2025-11-14,67,Đừng Làm Trái Tim Anh Đau,Sơn Tùng M-TP,,525,1,20,42884,-1041,299433,-480,50462894
2025-11-14,68,Tháng Năm,SOOBIN,,1073,5,0,42670,-3883,311108,1633,20132816
2025-11-14,69,dự báo thời tiết hôm nay mưa,GREY D,,1088,5,0,42200,5199,279961,-5314,35792267
2025-11-14,70,2AM,JustaTee,BigDaddy,1281,14,0,42078,6088,304963,-12233,35770835
2025-11-14,71,Lạ Lùng,Vũ.,,2752,12,0,42002,2163,276502,-3327,40680879
2025-11-14,72,Hẹn Gặp Em Dưới Ánh Trăng,MANBO,"HIEUTHUHAI, HURRYKNG",631,15,0,41165,1918,291399,-1307,29646440
2025-11-14,73,Thức Giấc,Da LAB,,1585,1,16,41000,1811,313622,-525,44370442
2025-11-14,74,10 Ngàn Năm,PC,,1249,25,0,40854,-2480,314447,-8247,33152586
2025-11-14,75,ANH LÀ THẰNG TỒI,Phùng Khánh Linh,,26,32,0,40544,-4558,334653,-8267,1239317
2025-11-14,76,Vet Mua,Vũ Cát Tường,,554,37,0,40512,-1738,294342,5009,14207611
2025-11-14,77,Bước Qua Mùa Cô Đơn,Vũ.,,1694,1,8,40309,-7531,298725,1081,37404975
2025-11-14,78,Đánh Đổi,Obito,"Shiki, RPT MCK",493,46,0,39720,8544,244030,6608,17707864
2025-11-14,79,Muộn Rồi Mà Sao Còn,Sơn Tùng M-TP,,1661,1,33,39055,4959,243419,5050,49412133
2025-11-14,80,HÀO QUANG,ANH TRAI SAY HI,"RHYDER, Dương Domic, Pháp Kiều",488,6,0,38904,8243,217186,8607,31904176
2025-11-14,81,Người Bình Thường,Vũ Cát Tường,,250,43,0,38769,7903,239390,3911,7516091
2025-11-14,82,Chúng Ta Của Hiện Tại,Sơn Tùng M-TP,,1791,1,81,38568,3725,263914,-9917,58520199
2025-11-14,83,Bạn Đời,Karik,GDucky,772,5,0,38523,1032,254384,-2046,34434093
2025-11-14,84,Nếu Biết Đó Là Lần Cuối,Đức Trường,BMZ,86,67,0,38516,1868,262475,-3337,2445099
2025-11-14,86,ĐỢI,52Hz,"WEAN, RIO",481,40,0,37058,8321,240014,11818,15584324
2025-11-14,87,Vùng An Toàn,B Ray,V#,130,3,8,37039,2131,260872,-9314,7873316
2025-11-14,88,nếu lúc đó,tlinh,2pillz,989,1,17,36904,-3104,277095,-5714,59805273
2025-11-14,89,Kịch Bản,Táo,Hoàng Yến Chibi,20,38,0,36606,1119,265351,-3409,831765
2025-11-14,90,Ghé Qua,PC,"Dick, tofutns",459,44,0,35336,-3860,274146,841,13897498
2025-11-14,91,Chắc Ai Đó Sẽ Về,Sơn Tùng M-TP,,150,80,0,35056,4301,172244,35056,3496413
2025-11-14,92,Kho Báu,TRONG,Rhymastic,92,3,9,34924,-232,236845,-3143,5905885
2025-11-14,93,Chờ Anh Nhé,Hoàng Dũng,Hoàng Rob,90,58,0,34911,7406,197151,9358,2520292
2025-11-14,94,Cho Mình Em,Binz,Đen,716,27,0,34585,1711,242376,8346,9462095
2025-11-14,95,Đã Lỡ Yêu Em Nhiều,JustaTee,,958,59,0,34323,-1098,263576,2337,16031913
2025-11-14,96,An Thần,Low G,Thắng,1477,1,7,34297,3663,205703,4937,44487686
2025-11-14,97,Lễ Đường,Kai Đinh,,248,3,12,34262,1279,245469,-528,15206851
2025-11-14,98,MOIEM,Dangrangto,DONAL,372,22,0,34143,-4973,254688,-2873,15255042
2025-11-14,100,Anh Đã Quen Với Cô Đơn,SOOBIN,,379,47,0,33659,-2514,224073,-2802,9192130
