file_name,spotify_track_id,duration_sec,tempo_bpm,musical_key,rms_energy,spectral_centroid_mean,mfcc10_mean,mfcc10_std,mfcc11_mean,mfcc11_std,mfcc12_mean,mfcc12_std,mfcc13_mean,mfcc13_std,mfcc1_mean,mfcc1_std,mfcc2_mean,mfcc2_std,mfcc3_mean,mfcc3_std,mfcc4_mean,mfcc4_std,mfcc5_mean,mfcc5_std,mfcc6_mean,mfcc6_std,mfcc7_mean,mfcc7_std,mfcc8_mean,mfcc8_std,mfcc9_mean,mfcc9_std,zero_crossing_rate,spectral_rolloff,spectral_contrast_band1_mean,spectral_contrast_band2_mean,spectral_contrast_band3_mean,spectral_contrast_band4_mean,spectral_contrast_band5_mean,spectral_contrast_band6_mean,spectral_contrast_band7_mean,spectral_flatness_mean,beat_strength_mean,onset_rate,tempo_stability,chroma1_mean,chroma2_mean,chroma3_mean,chroma4_mean,chroma5_mean,chroma6_mean,chroma7_mean,chroma8_mean,chroma9_mean,chroma10_mean,chroma11_mean,chroma12_mean,tonnetz1_mean,tonnetz2_mean,tonnetz3_mean,tonnetz4_mean,tonnetz5_mean,tonnetz6_mean,harmonic_percussive_ratio
summer vibe - pay.mp3,4TKmhfa0DXBYs9pXXCbPDZ,168.03,99.38,C:maj,0.143335,2395.57,4.216,9.2188,-3.041,8.6144,-3.3402,7.9518,-4.6566,7.731,-113.452,92.8228,92.2031,38.7512,5.5144,23.2171,15.6013,17.6798,6.8188,13.7036,2.8363,12.8679,-0.783,10.2671,-0.6019,10.7524,-5.3304,10.3227,0.105064,5057.57,21.4,15.51,19.6,18.51,18.29,17.51,47.02,0.027542,1.6701,4.39,0.9846,0.2794,0.2266,0.308,0.2579,0.3846,0.4702,0.3295,0.4306,0.3255,0.3955,0.2841,0.2102,0.1158,0.1527,-0.0137,-0.0018,0.0088,-0.0133,1.6469
bước đi_nán lại - 2pillz.mp3,4TnN5zsCtwIngkvEn2b8s7,234.94,123.05,D:maj,0.253537,2198.55,6.2238,14.5364,-11.611,10.9624,-0.5182,12.3314,-3.9135,9.0827,-94.5962,99.3813,91.809,47.5319,6.3073,31.5515,22.837,21.817,11.6514,18.8677,11.2762,21.3969,-1.8474,17.4975,0.7776,13.2478,1.6066,14.2499,0.093195,4901.2,22.08,17.09,19.14,18.35,19.63,19.95,47.7,0.020573,1.6259,3.65,0.9649,0.3611,0.3048,0.4519,0.4517,0.5145,0.36,0.3439,0.4196,0.4193,0.5269,0.4051,0.4393,0.1786,-0.0008,0.0069,0.0216,-0.0007,0.0099,1.9516
cho ta gần hơn (i'm in love) - chi pu.mp3,4TrTPzMXipx3tiAKIhFtfq,216.69,172.27,C#:maj,0.245824,3080.14,3.851,10.0894,-9.1094,12.2226,0.5775,10.7031,-3.1465,10.8313,-28.7712,81.9161,65.0093,30.7376,3.3186,16.6931,7.9098,17.6349,-0.9007,13.6446,2.5346,16.1336,2.4434,9.6146,2.3478,12.1093,-5.2273,10.8275,0.138841,6617.37,19.17,16.36,19.01,19.06,18.19,17.61,47.41,0.046087,1.351,3.37,0.9623,0.3978,0.4608,0.3128,0.4154,0.3097,0.4071,0.3147,0.287,0.4187,0.3312,0.379,0.274,-0.1845,-0.0378,-0.1205,-0.0198,0.0098,0.0002,2.4817
vì mất đi ánh mặt trời - trung quân.mp3,4TspcyglnBrl9JX3eaUE7S,294.35,172.27,C#:maj,0.091046,1791.43,5.3346,12.2233,-10.3392,9.0903,-3.99,9.1156,-6.5032,9.7075,-211.2355,130.2169,107.0913,37.8041,-8.0354,20.7644,18.5251,15.1682,-2.9415,14.7562,-4.3179,10.8975,-0.4131,11.5399,-4.3707,10.1911,-11.3469,10.5208,0.08228,3540.32,18.39,17.89,21.62,21.21,21.06,21.58,48.33,0.038127,1.1635,2.3,0.9555,0.2487,0.3212,0.2063,0.2943,0.219,0.3606,0.2904,0.1877,0.2909,0.1702,0.2017,0.1384,-0.2599,-0.0481,-0.0784,0.0168,-0.0118,0.01,3.2954
retrograde - naomi - wean.mp3,4tV5GlNWSE0bajdrDOzCQP,229.03,83.35,G#:maj,0.120408,1896.37,2.0467,10.4087,-3.844,9.3436,-3.6316,8.8734,-7.3405,8.225,-179.5196,75.4123,101.2982,35.145,7.4833,20.8109,30.6584,18.1788,11.2671,15.3342,7.9199,13.4783,6.3942,11.8319,1.4957,12.258,-3.2319,11.8912,0.059233,3961.86,20.79,18.5,21.78,20.01,19.14,17.26,47.34,0.012008,1.5572,3.25,0.9507,0.436,0.4084,0.3208,0.3681,0.3529,0.3032,0.2427,0.3664,0.419,0.3073,0.2698,0.2993,-0.1694,0.0151,0.0081,0.2104,0.0022,-0.0033,3.0524
for the ride - $a milo.mp3,4TWDYU6iZlGu47hSJiOjgU,109.21,143.55,C:min,0.272657,2215.96,-1.7129,14.1733,-2.3744,12.4271,1.9345,9.6921,-2.2716,10.4022,-105.5796,121.1056,87.5118,42.2096,3.3347,34.606,5.5445,27.8233,-3.2664,25.4963,0.3778,21.5537,-4.6035,17.2476,-1.0089,15.6795,-4.0543,16.4517,0.094509,4729.15,20.14,15.74,16.12,16.43,17.55,18.0,46.97,0.025147,2.0546,4.99,0.9668,0.5814,0.5028,0.4066,0.4105,0.4268,0.4429,0.4646,0.5015,0.4018,0.3694,0.4423,0.472,-0.0203,0.1015,-0.0324,0.0856,0.0248,0.0558,1.7089
đồng bọn real - rich choi.mp3,4twN0rOTV2q4B9QVD0AFIk,237.18,152.0,F#:min,0.321107,2518.33,11.13,13.0126,0.912,11.1809,6.1584,11.1899,0.4563,10.167,-52.7309,65.4922,83.1799,33.4385,3.6675,26.3248,6.0228,17.7082,9.0378,17.3083,8.1368,16.4213,0.5191,14.1967,16.2792,13.1859,-2.9348,13.5372,0.077159,5757.09,23.53,15.61,18.75,19.27,19.09,18.59,48.39,0.0177,1.8556,4.98,0.9656,0.3974,0.5638,0.4669,0.4347,0.4521,0.4607,0.5235,0.435,0.562,0.5025,0.4042,0.4142,0.0151,-0.2031,-0.0805,-0.0791,0.031,0.0265,3.4251
ngoài đằng kia mùa đông - thái đinh.mp3,4twOBApFZ4sYYXUoD5RTDO,220.17,152.0,G:maj,0.186355,1823.2,1.6131,9.6123,-5.035,10.5895,-1.6352,10.0299,-8.6995,9.1347,-130.957,86.4542,110.2482,27.8972,4.2565,19.1259,10.6521,15.2186,23.116,14.8063,2.3439,11.7549,-5.4214,12.9688,6.2496,10.066,-9.5248,12.0923,0.067166,3769.46,21.17,18.8,22.19,20.83,20.7,20.6,48.41,0.00677,1.3556,2.73,0.9452,0.3396,0.2821,0.3807,0.258,0.2377,0.2011,0.2288,0.3661,0.2939,0.3483,0.2441,0.275,0.2576,0.2074,-0.0016,-0.0051,-0.0074,0.0336,3.2166
giao trọn trái tim - ngô lan hương - dtap.mp3,4tXoSmhcEuNurPgbbTzJP2,233.34,136.0,A#:maj,0.1552,2355.98,3.0141,11.3234,-4.8234,9.9067,1.2983,9.9125,-1.0784,8.4533,-114.4738,116.9035,84.9342,31.533,6.1659,22.9937,16.7493,18.1745,6.3866,14.0691,2.3374,15.2126,4.5326,12.8214,0.8463,11.5048,-1.4745,10.4025,0.084864,5255.36,19.93,17.15,19.18,18.76,18.11,18.26,47.13,0.0342,1.4149,3.21,0.965,0.3992,0.2879,0.3638,0.2608,0.2707,0.3809,0.2698,0.3443,0.265,0.3381,0.4323,0.3277,-0.0721,0.1883,0.0394,-0.0602,0.0111,-0.0011,2.1444
xập xình xập xình - masew.mp3,4Ty2AYqz8cTV6ZnWW6PJRd,180.01,99.38,G#:maj,0.216157,2386.81,10.4142,14.4543,-6.1454,12.6053,3.7962,12.7448,-5.1584,11.7223,-100.1856,115.1212,80.7316,36.9317,5.9741,31.6035,17.6445,22.8245,-2.7122,20.9092,-1.0697,20.214,-6.6002,17.2131,4.4715,14.9199,-5.3352,14.794,0.103264,4948.54,20.71,16.88,20.5,20.13,19.35,19.18,49.46,0.021563,1.8689,3.75,0.9754,0.2516,0.2948,0.286,0.4409,0.2855,0.2317,0.3387,0.3471,0.5662,0.3254,0.2872,0.3292,-0.0782,-0.0355,0.0779,0.1168,-0.0021,-0.0036,1.769
người phản bội - lê bảo bình.mp3,4u1uxLf2Xc3KHyMYNnyDBI,310.0,99.38,B:min,0.187522,1869.01,1.8424,10.5744,-9.6317,9.5254,-1.8191,9.9571,-2.1674,10.0535,-134.6456,115.3296,111.9274,38.2034,5.4801,22.1048,12.1348,16.7579,1.311,11.8102,-3.906,11.4062,-5.3063,11.532,-2.4199,10.3683,-8.6486,10.9044,0.085589,3748.57,19.8,18.7,22.82,21.74,20.94,19.89,48.63,0.020516,1.0291,2.16,0.9677,0.223,0.1882,0.3138,0.2223,0.3855,0.1908,0.344,0.3108,0.2046,0.2876,0.2112,0.4029,0.2911,-0.1076,0.0985,0.0015,-0.0149,-0.0001,3.9487
được là chính mình - mabel.mp3,4u1VnXsY5Hpowq1WmpndeG,186.09,136.0,G#:min,0.196226,2038.02,2.1933,12.0669,-5.9803,13.6601,0.0389,10.1562,-7.2327,12.4249,-146.956,97.8807,104.46,44.5194,33.1985,26.0542,14.6434,19.8185,8.1761,14.0614,7.4859,16.6518,7.8249,15.1522,-7.3107,15.4948,-3.2321,12.6538,0.065857,4720.44,21.55,18.38,21.35,19.89,20.11,19.76,47.3,0.021217,1.457,3.81,0.9673,0.2713,0.3797,0.3051,0.4265,0.2968,0.2259,0.3195,0.2751,0.4071,0.2921,0.3871,0.3734,-0.1856,-0.1584,0.07,0.0636,0.0228,-0.0071,2.5941
tan - hà nhi.mp3,4U4H7HZNPHUdVEJA7uJYMA,260.91,129.2,D:min,0.176015,1824.32,4.0587,8.5137,-2.3687,8.3678,-0.4083,7.9079,-3.727,8.2483,-136.3589,118.9588,111.225,29.2725,21.6904,20.241,19.9496,15.4915,6.3647,11.4432,7.2299,9.9322,7.4228,10.3391,0.5077,8.5558,3.0264,9.0308,0.065289,3975.48,20.47,15.58,19.79,19.66,18.37,16.92,47.03,0.009034,1.1551,2.29,0.972,0.2669,0.23,0.3227,0.2506,0.3355,0.3744,0.3044,0.3962,0.3129,0.41,0.2847,0.2401,0.1591,0.191,-0.0349,-0.0112,-0.0167,-0.0176,2.9333
tình yêu mang theo - wendy thao.mp3,4UaZHe4dNktJ29d1Iytf0W,264.82,99.38,B:maj,0.143584,1845.27,-11.6858,10.5036,-20.6341,10.2092,-11.0568,11.2158,-15.5964,13.3691,-198.5107,84.2586,100.649,28.4651,22.877,18.4376,7.9329,18.9242,-1.2772,13.3881,-7.392,15.5054,2.8744,12.9986,-7.9531,14.926,-9.4813,11.9216,0.061447,4101.86,21.41,21.24,24.66,24.94,22.38,21.59,48.95,0.005003,1.3213,3.26,0.9396,0.1728,0.253,0.1528,0.2531,0.14,0.1242,0.2914,0.1631,0.2168,0.1394,0.2485,0.2947,-0.1741,-0.3036,0.1365,-0.0626,-0.0089,0.0051,5.2624
tóc gió thôi bay - vũ thảo my.mp3,4uBn5lSKNDqav5Hxiw3VCN,231.99,123.05,C:min,0.177621,1324.57,3.4003,12.5068,-12.2684,10.1617,2.0835,9.3088,-6.0503,9.974,-177.0966,102.5144,140.629,39.281,18.7637,26.3132,20.0735,18.5276,3.3846,13.4016,2.2428,12.1895,4.2958,13.3559,-7.412,14.9158,-0.7911,9.1476,0.052743,2529.93,20.86,17.32,21.6,21.31,20.03,20.57,48.32,0.006104,1.1307,2.79,0.9638,0.3753,0.2415,0.3143,0.3242,0.2001,0.2603,0.2179,0.3802,0.2994,0.1726,0.1816,0.1926,-0.0299,0.259,0.1104,0.0831,-0.0149,0.0167,5.0013
ilymama - wxrdie.mp3,4uCqHoadUidZR07IcEScTh,167.76,73.83,A:min,0.228218,1980.13,2.691,10.907,0.0214,10.0321,5.0303,10.244,-0.9938,9.7037,-105.1664,83.9709,108.0118,43.0798,-5.4149,31.3182,11.7618,19.9305,4.7622,17.9252,6.462,15.0215,0.049,14.6888,-1.0596,13.7927,-0.0592,12.0852,0.073858,4173.21,23.07,16.04,19.19,17.87,18.65,18.51,47.45,0.016464,1.7989,4.84,0.9634,0.5172,0.357,0.3621,0.3639,0.5031,0.3795,0.3549,0.481,0.4801,0.4683,0.402,0.4894,0.1371,0.129,-0.0547,0.1436,0.017,0.033,2.4881
đố em biết được anh là ai - lil tian.mp3,4udUyHO6AhlFMvZBhehhG8,173.08,103.36,F#:min,0.203846,2242.74,10.3568,16.4432,-2.5365,11.5511,3.6354,11.8156,-2.5222,9.4975,-156.0849,129.356,78.6626,44.0105,15.5972,28.3226,14.4416,21.4913,14.1651,18.4046,-0.1034,16.4069,0.3181,15.551,1.6912,13.9044,-5.6922,12.5689,0.066408,5025.53,23.24,17.75,19.83,17.21,17.99,18.43,46.46,0.028008,1.5088,3.4,0.9622,0.3743,0.3542,0.3517,0.3481,0.4228,0.3972,0.5073,0.4149,0.4335,0.4734,0.4419,0.4897,0.1488,-0.1317,0.0037,-0.124,-0.0017,0.0356,4.1959
phải níu hay buông - thái học.mp3,4uEvU54OEs0XFBYwfXOAOx,294.48,99.38,E:min,0.171467,1961.67,5.3803,9.2873,-2.4609,8.6554,0.0615,8.8014,1.943,8.3318,-108.7178,95.6595,112.0192,41.4446,-0.8263,18.7752,14.0593,14.8657,10.0746,12.95,2.8548,14.0675,3.4767,10.4217,1.5002,10.1384,-6.4691,11.2439,0.079877,4180.37,20.21,15.54,18.85,18.2,18.59,19.28,47.38,0.019556,1.3537,3.83,0.9763,0.4279,0.2727,0.3548,0.297,0.4533,0.2563,0.2767,0.4144,0.3257,0.454,0.3146,0.4271,0.1673,0.0369,0.0082,0.0855,0.0164,0.0104,2.4077
dành cho em - the masked singer.mp3,4UJFTiq389IBMl5aD1c41f,267.81,129.2,C#:maj,0.181214,1549.24,2.1954,10.1812,-7.3039,10.325,-4.3225,8.4321,-4.4051,8.5835,-142.355,108.8484,125.0485,26.9464,10.7071,21.5744,16.9411,16.3297,-0.1121,12.0608,2.4054,9.873,-3.5709,10.4533,-0.1147,9.0677,-5.2939,9.4019,0.063629,3064.45,20.9,17.21,21.9,21.58,20.29,19.41,49.5,0.00612,1.1464,2.67,0.964,0.2171,0.2921,0.1956,0.2141,0.1841,0.3219,0.3471,0.2806,0.3267,0.2424,0.2567,0.2103,-0.147,-0.0583,-0.0687,-0.0349,-0.0093,-0.0097,3.0867
đếm lá ngoài sân - phương phương thảo.mp3,4Ul0gURHw8SsUnarsRVhk2,251.48,123.05,G:maj,0.146073,1830.74,0.3387,10.0368,-15.2464,10.9884,-3.2335,9.0011,-6.8736,9.1728,-182.4128,106.9512,112.633,46.4398,8.4285,27.4513,15.6144,18.221,4.3215,14.2714,-2.083,12.6707,-0.7736,11.7359,-5.7161,10.6827,-14.5015,13.2546,0.071371,3859.18,21.53,19.94,23.26,21.64,21.27,21.3,50.05,0.010054,1.0725,1.36,0.9464,0.2108,0.1762,0.3273,0.1825,0.2355,0.1374,0.2644,0.4556,0.247,0.329,0.1965,0.3159,0.3467,0.0913,0.1626,-0.0138,0.0184,-0.0118,4.7879
giai điệu ngủ quên - pixel neko.mp3,4ul2plTagDMORhv9udB2O3,126.55,112.35,G:maj,0.178013,1837.4,-0.8966,12.4056,-6.4201,12.9172,-2.7966,11.0361,-7.6666,10.7528,-152.2075,94.5483,103.987,34.8424,12.362,21.5525,16.7342,18.8073,8.8071,14.0591,9.1782,14.3067,-3.8269,11.3874,-0.0219,13.6749,3.1401,15.0856,0.065764,3993.46,19.93,17.53,20.88,20.26,20.55,18.86,47.82,0.009972,1.3181,2.45,0.9561,0.238,0.2451,0.4369,0.2643,0.2788,0.2716,0.4376,0.5725,0.3383,0.3601,0.2811,0.4145,0.258,0.0941,0.16,-0.0371,0.0223,-0.027,2.9723
gặp mẹ trong mơ - thùy chi.mp3,4UrULycJTCqgQgwuniroW0,227.21,117.45,C:min,0.228474,2352.45,3.298,10.0718,-12.334,10.4102,-1.4888,9.9174,-5.2974,10.2414,-104.1841,89.4931,97.8113,34.4725,32.5182,18.5787,10.5628,15.7682,5.9772,11.6643,3.3509,12.8281,9.7212,9.2955,-4.1744,10.8687,-2.0419,9.2006,0.09602,5398.08,17.94,18.12,21.39,21.57,21.07,20.4,49.28,0.01042,1.1289,1.72,0.9572,0.481,0.2248,0.1689,0.2329,0.1543,0.2462,0.1845,0.3753,0.1884,0.1175,0.222,0.2164,-0.0715,0.3589,0.1201,0.1627,0.0162,0.0472,4.4065
đắn đo - hồ ngọc hà.mp3,4UsbPBxDSEqc66aWJqJQJK,230.4,136.0,D:min,0.208782,2035.3,5.1859,9.6752,-3.0598,7.2769,-0.3248,7.4831,-2.1983,7.5075,-91.0987,93.5033,101.8603,31.0383,16.3696,18.3068,17.6103,15.7513,2.0703,12.0585,14.8099,9.1799,0.1858,9.297,10.2492,9.3331,-5.777,8.3531,0.077664,4720.26,18.83,15.72,18.78,19.16,18.98,17.68,48.52,0.019425,1.1772,2.83,0.9721,0.3009,0.3908,0.4306,0.3857,0.3456,0.2723,0.2658,0.2959,0.338,0.3176,0.2727,0.2732,0.0536,-0.0169,-0.0415,0.0163,-0.0087,-0.0149,2.7583
mây trời gió cuốn - d blue.mp3,4USrkOFLhpQEajfCWm2lPV,235.18,117.45,C:min,0.114123,2312.51,4.2775,10.8461,-5.2661,9.9492,1.3413,9.7701,-4.8139,9.9203,-147.2794,78.9405,91.714,36.1771,7.0356,24.3365,15.3673,17.5113,10.5797,15.515,6.831,12.7052,-1.084,12.6189,7.0203,11.468,-6.6831,10.8478,0.09903,5034.53,20.07,17.22,20.1,19.67,20.86,19.8,49.34,0.02006,1.4694,3.45,0.955,0.4109,0.2753,0.3848,0.3803,0.3228,0.3527,0.2748,0.3646,0.3065,0.3515,0.3444,0.2894,-0.0684,0.1704,0.0277,0.0464,-0.0021,0.027,2.2299
có ai nói với em - from #trầm - ngô lan hương.mp3,4utgd4AfyCkgYWhpEe6Fae,276.41,92.29,D:maj,0.137818,1618.77,-1.3219,10.4574,-10.3459,10.1344,-5.7195,8.5388,-9.1121,8.6797,-216.9422,100.311,112.0571,37.0406,15.7672,23.5158,25.8361,20.6765,5.6529,18.0292,6.4288,15.6553,6.1025,11.3154,-3.9728,11.9488,-4.3514,10.2792,0.066426,3111.92,20.42,19.33,22.31,21.12,20.1,19.81,48.05,0.016607,1.3533,2.64,0.9643,0.1729,0.24,0.3792,0.2615,0.2899,0.2391,0.3218,0.3534,0.2951,0.3955,0.3184,0.2741,0.3002,0.0245,-0.0466,-0.0898,0.011,-0.0051,3.3084
còn yêu sao nói không hợp - jsol.mp3,4uThraj5FY9xUfWXb0oBAR,284.33,64.6,D:maj,0.201617,1984.89,5.327,11.4896,-4.4807,9.2609,-3.63,9.5322,-4.0803,10.8199,-116.8997,134.1708,99.3867,33.9296,9.2938,23.5165,25.5541,16.1015,6.2158,12.842,-0.7875,11.4232,-3.2642,11.0849,1.3053,9.8641,-5.1833,9.8184,0.080288,4215.47,22.61,16.74,20.68,20.21,19.71,19.64,47.63,0.016423,1.0749,1.75,0.9397,0.1862,0.3113,0.4958,0.3017,0.3814,0.259,0.3497,0.2799,0.2498,0.3706,0.2313,0.2466,0.2253,-0.0762,-0.0017,-0.0748,0.0033,-0.0102,2.9147
người giữ kỉ niệm - thái đinh.mp3,4v24dwqpvFn2HcqLrlwFw4,366.25,117.45,G:maj,0.129319,1493.49,-5.3408,9.4415,-10.6161,9.5716,-6.0453,9.1066,-3.7004,8.5283,-178.2072,87.9061,134.2785,38.2487,-7.2057,18.5241,10.9826,14.7648,10.2745,12.4472,-3.8842,10.7158,-7.1978,11.2511,-3.6583,10.6137,-8.7055,10.7261,0.07017,2812.55,21.98,19.77,23.58,22.5,23.25,24.13,48.36,0.011938,1.1254,2.17,0.9601,0.3702,0.2197,0.3697,0.1764,0.1768,0.1209,0.3179,0.4188,0.2025,0.2691,0.21,0.3778,0.2976,0.0786,0.1697,-0.0114,-0.0153,0.0281,5.2259
lyhoptinh (feat. han sara) - erik.mp3,4v2g6Sba64XVw17615Rx63,207.39,92.29,F#:maj,0.27852,2187.99,5.2116,10.8118,-4.1112,10.3323,1.9725,8.9542,-1.4643,8.653,-63.1872,108.4857,98.7201,34.928,18.2566,22.4381,4.7565,16.24,2.6761,13.7828,-1.7891,14.3435,-1.8145,11.7072,6.5252,11.6885,-5.1242,11.7121,0.06981,5168.65,22.53,16.01,18.69,18.69,17.42,17.41,46.52,0.01662,1.6037,4.35,0.9734,0.327,0.4746,0.3016,0.3234,0.2557,0.3843,0.5308,0.3452,0.432,0.3236,0.4409,0.3618,-0.1077,-0.1196,-0.0014,-0.0989,0.0021,0.0142,2.2897
ếch ngoài đáy giếng - phương mỹ chi.mp3,4V9vzq7Spve9xAXeiOA3Ii,232.76,143.55,F#:min,0.236301,2414.48,6.5159,10.3788,-2.7971,9.6666,5.2515,9.3491,-3.7249,9.0431,-59.3795,84.6364,90.077,37.018,2.2775,26.6598,8.7178,16.851,3.771,14.4521,4.6182,13.8137,4.6986,12.0714,3.7892,11.6465,-1.0776,10.3452,0.094984,5459.24,19.93,15.26,18.23,17.76,18.19,18.02,47.92,0.023412,1.6446,3.07,0.9731,0.3363,0.4142,0.2933,0.2892,0.3656,0.3919,0.5424,0.343,0.3467,0.3688,0.3371,0.4062,0.022,-0.1026,-0.0089,-0.0208,0.0071,0.0144,1.593
sài gòn và nước mắt - khiem.mp3,4vId0HlMbSWmPLCbrHLFnz,247.8,136.0,G:maj,0.089756,1425.68,3.9455,10.2205,-5.2198,11.5622,0.7062,8.9344,-7.9095,9.8884,-238.7111,117.3487,133.4986,39.799,21.2484,29.2684,13.3914,18.3108,15.2906,15.6165,-0.6216,13.2591,1.6176,12.5083,-9.8078,13.0514,-7.9736,10.2611,0.0573,2800.02,19.99,19.28,23.18,21.27,20.85,20.03,47.9,0.00477,1.0658,2.55,0.9517,0.3107,0.2528,0.4268,0.2413,0.2196,0.1541,0.2894,0.4277,0.2259,0.2696,0.1851,0.3173,0.3119,0.1177,0.1255,-0.0052,-0.0031,0.0044,4.0858
mộng mơ (feat. vcc left hand) - rap việt.mp3,4ViVz1BhzEG7FNrZTYBLSQ,172.29,136.0,A:maj,0.27938,2580.03,8.0677,13.0102,-5.8034,11.614,-0.1236,11.3691,-5.9748,11.2359,-63.2098,77.7826,77.5674,36.0746,9.6731,26.5095,11.3157,20.4119,2.16,18.9144,-0.7163,18.7499,-4.0439,17.538,1.9752,13.9149,-8.1726,14.8984,0.095595,5658.31,22.18,17.81,20.74,21.02,20.79,19.82,48.84,0.018844,1.6056,4.22,0.9405,0.2763,0.4549,0.4417,0.2631,0.3323,0.2529,0.3257,0.2554,0.3304,0.4302,0.283,0.2884,0.1776,-0.1381,-0.0736,-0.1009,-0.0112,-0.002,2.9844
ký ức chưa đặt tên - duongg.mp3,4VJ3X5LbHJMr57HODKa5jJ,240.0,99.38,D#:maj,0.239021,1556.76,4.1519,9.3108,-4.6299,8.8728,3.2558,8.388,-6.1923,9.5219,-111.7049,82.1305,124.4439,29.9997,16.4079,21.5442,24.6523,15.9977,7.8692,13.7007,3.8807,12.5325,2.0264,9.3195,-1.5727,10.2756,0.9341,8.8354,0.048467,3368.12,20.92,17.22,20.61,20.34,19.15,18.48,47.14,0.014399,1.1937,2.67,0.9668,0.2957,0.2216,0.3276,0.3981,0.3195,0.4287,0.2938,0.4174,0.2802,0.2373,0.3524,0.2384,-0.2445,0.2668,0.0785,-0.0273,-0.0036,0.0119,4.0931
sẽ có ngày em nhớ anh - ngô anh đạt.mp3,4VJKKs8wqmGepKePYIMxdA,222.67,89.1,F:maj,0.181259,1671.21,8.71,11.2294,0.3246,9.1657,-1.1145,8.0267,0.4947,8.379,-129.6221,114.8712,119.0684,36.0583,5.1993,16.7272,20.7358,14.849,10.0107,12.408,3.071,10.897,-0.2002,9.5807,6.1475,10.5962,-4.7663,9.3953,0.061918,3571.98,21.77,17.08,20.22,20.16,19.66,20.04,47.97,0.009562,1.1691,3.12,0.9696,0.458,0.2601,0.2771,0.2503,0.3805,0.5826,0.2894,0.3388,0.2342,0.3318,0.2637,0.249,0.0879,0.2545,-0.1638,0.0682,-0.0297,-0.0371,3.0633
ngàn thu áo tím - phương phương thảo.mp3,4vJRVYiQIdxEV4hDavIYMz,332.24,117.45,D:maj,0.204224,1857.03,2.7014,11.1597,-10.9801,11.8008,-2.7413,11.6252,-7.1294,11.0737,-154.405,83.4418,101.7211,34.225,14.0374,23.2693,18.3826,21.1426,-0.1833,14.3413,3.6391,13.6256,1.1293,13.3985,-5.3931,11.4646,-7.5101,12.6238,0.081443,3767.55,18.3,20.42,24.76,23.94,23.98,22.76,50.05,0.007044,1.3419,2.36,0.9536,0.144,0.2378,0.3463,0.1819,0.2036,0.1793,0.2496,0.2354,0.1735,0.3136,0.1797,0.1845,0.2604,-0.003,-0.0484,-0.1273,-0.0056,-0.0116,5.1596
lam - thịnh suy.mp3,4vKDkAtjNPvD3nSizQdyTk,174.95,99.38,B:maj,0.082029,1463.98,4.9625,11.795,-10.0386,11.7285,-10.3498,10.0663,-6.4048,10.221,-264.0447,90.9893,110.7892,30.9393,10.9751,16.6017,31.5859,23.272,22.9753,18.5979,21.9182,19.3604,6.8291,12.8687,1.3363,12.0307,-7.079,12.7659,0.045577,3032.3,23.84,19.96,20.24,19.09,20.54,19.24,48.85,0.003978,1.3967,2.72,0.9439,0.2232,0.1828,0.1607,0.2813,0.324,0.2728,0.3481,0.3278,0.4159,0.4256,0.3204,0.3429,0.0675,-0.2072,0.08,0.0154,-0.0018,0.0127,3.4329
người mai dịch cô đơn - madihu.mp3,4VkJmQzsjRyollkDPt4JxZ,297.45,99.38,D#:maj,0.096563,1890.7,5.3226,9.0615,-5.0442,8.7523,0.8813,9.9647,-6.7528,9.5777,-180.5187,91.9816,119.0694,40.7195,-5.6839,29.8377,9.8313,20.0011,7.846,12.8457,-7.4811,13.3861,-1.2772,12.3086,1.1702,9.3299,-4.7353,10.7339,0.07877,3994.71,18.35,16.54,19.8,20.06,19.72,22.25,49.45,0.014792,1.2351,2.08,0.9761,0.4527,0.2729,0.4131,0.4239,0.2872,0.3963,0.2354,0.3639,0.3325,0.2867,0.3789,0.2949,-0.0989,0.1573,-0.0025,0.0065,-0.0072,0.0099,3.5554
xinh quá làm chi - lil zpoet.mp3,4VoQjfsVjaiUkYe50nZ6Wq,173.0,103.36,F#:maj,0.137172,1508.44,-0.7287,13.5472,-12.0334,9.6799,-3.9942,10.6844,-11.6014,9.8843,-198.8326,95.9323,119.6322,38.1019,20.9322,21.9749,24.8054,18.8757,16.1965,12.4819,3.7384,13.8948,-2.6819,10.8269,-2.2658,13.3922,-9.4224,11.4276,0.046007,3342.83,23.23,19.87,21.61,20.65,20.56,19.84,48.36,0.004957,1.2612,3.23,0.9517,0.2302,0.3901,0.2145,0.1916,0.1326,0.2357,0.4349,0.2824,0.3358,0.2537,0.3342,0.2582,-0.1916,-0.2377,-0.0462,-0.1554,0.0077,-0.0004,3.8137
thân mật - gill.mp3,4VPH156XiOHsQ1UcbvWupA,185.32,161.5,A#:maj,0.189924,2308.43,3.1884,12.176,-8.6206,11.3557,-1.9586,10.7172,-1.5867,10.1915,-93.2445,91.9525,93.454,41.6839,10.6932,29.6511,18.0648,19.5486,-1.154,20.8281,-8.2562,17.1552,-7.8486,16.3764,-8.1526,13.845,-8.8154,14.5525,0.098198,4899.21,22.95,15.9,19.44,18.38,18.5,19.04,47.49,0.022526,1.7968,4.34,0.9582,0.3186,0.3274,0.4249,0.4515,0.3069,0.3562,0.2883,0.3682,0.3083,0.3265,0.4444,0.285,-0.0666,0.099,0.0173,-0.0599,-0.0006,-0.0048,1.3903
